ID,Component
CPD-7031[c],0
3S-CITRYL-COA[c],0
RXN-8999,0
RXN-14799,0
ERYTHRONATE-4P[c],0
RXN-12572,0
POLYMER-INST-D-3-HYDROXYACYL-COA-C4-H8[c],0
BENZOATE[c],0
CPD-20856[c],0
RXN-11382,0
CPD-17987[c],0
RXN-15682,0
PPGPPSYN-RXN,0
RXN-18510,0
CPD-20836[c],0
KETOACYLCOATHIOL-RXN-POLYMER-INST-Saturated-Fatty-Acyl-CoA-C0-H0/ACETYL-COA//K-HEXANOYL-COA/CO-A.76.,0
BETA-D-XYLOSEtex,0
RXN0-6727,0
NAD-SYNTH-GLN-RXN,0
CPD-11526[c],0
3-oxo-cis-D7-tetradecenoyl-ACPs[c],0
CPD-8122[c],0
EX_glc,0
CPD-11521[c],0
GLUTSEMIALDEHYDROG-RXN,0
CDP[c],0
FE+2[c],0
RXN-19600,0
DIMETHYLBENZIMIDAZOLE[c],0
CPD-7244[c],0
RXN-14266,0
RXN0-302,0
RXN-15889,0
CPD-9612[c],0
RXN-18204,0
ISOBUTYRYL-COA[c],0
GLUTATHIONE[c],0
RXN-14107,0
INDOLE_PYRUVATE[c],0
NITRITE[p],0
RXN-9648,0
CPD-19833[c],0
N-ACETYL-D-GLUCOSAMINE[e],0
BENZALDEHYDE-DEHYDROGENASE-NADP+-RXN,0
CPD-15567[c],0
34-DIHYDROXYPHENYLACETALDEHYDE[c],0
TETHYDPICSUCC-RXN,0
H2Otex,0
CARNITINEtpp,0
UBIQUINOL-30[c],0
RXN0-7280,0
P-COUMAROYL-COA[c],0
CPD-18272[c],0
COBALT-SIROHYDROCHLORIN[c],0
RXN-17116,0
MESO-DIAMINOPIMELATE[c],0
CPD-7033[c],0
RXN-22285,0
PGLYCDEHYDROG-RXN,0
1.1.1.178-RXN,0
RXN-22623,0
CPD-9038[c],0
CPD-13246[c],0
IMP[c],0
RXN-11347,0
RXN-16112,0
ENOYL-COA-DELTA-ISOM-RXN-POLYMER-INST-CIS-DELTA3-ENOYL-COA-C14-H28//POLYMER-INST-TRANS-D2-ENOYL-COA-C14-H28.83.,0
CPD-217[c],0
CPD-9409[c],0
RXN-17793,0
RXN-12140,0
CHORISMATE[c],0
RXN-9731,0
CPD-12693tpp,0
KDOTRANS2-RXN,0
METHYL-GLYOXAL[c],0
RXN0-313,0
CITtex,0
CPD-3709[c],0
CPD-12777[c],0
CPD-20851[c],0
RXN-10,0
CPD-5923[c],0
DGDPKIN-RXN,0
RXN-22914,0
3-HYDROXY-PROPIONATE[c],0
EX_CHOLINE,0
EX_SS-DIMETHYL-BETA-PROPIOTHETIN,0
2.6.1.57-RXN-PHE/2-KETOGLUTARATE//PHENYL-PYRUVATE/GLT.41.,0
ADENYLATECYC-RXN,0
RXN-9191,0
CPD-16459[c],0
S-2-INDOL-3-YLACETYL-COA[c],0
3-OCTAPRENYL-4-HYDROXYBENZOATE[c],0
RXN-9870,0
IMPCYCLOHYDROLASE-RXN,0
EX_VAL,0
CPD-20838[c],0
RXN-13329,0
RXN-8752,0
POLYMER-INST-CIS-DELTA3-ENOYL-COA-C16-H32[c],0
CPD-19239[c],0
RXN-7909,0
RXN0-268,0
3-ISOPROPYLMALDEHYDROG-RXN,0
RXN-10026,0
UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN,0
RXN-12735,0
RXN0-1602,0
HOMO-SER[c],0
CHOLATE[c],0
RXN-7253,0
TAURINE[e],0
EX_CPD-3745,0
RXN1G-4355,0
CPD-12112[c],0
CPDQT-36[c],0
HYDROXYHEPTA-DIENEDIOATE-HYDROXY-RXN,0
RXN-10655,0
RXN-13163,0
DIHYDROFOLATE[c],0
PANTETHEINE-P[c],0
4.2.1.58-RXN,0
CMP[c],0
RXN3O-5304,0
TYRAMINE[c],0
DIMETHYLGLYCINE-DEHYDROGENASE-RXN,0
CPD-9049[c],0
RXN0-7024,0
TETRACHLOROHYDROQUINONE[c],0
CPDQT-520[c],0
D-LACTATE[c],0
RXN-9239,0
Glutaryl-ACP-methyl-esters[c],0
RXN-17897,0
CPD-3724[c],0
RXN-9634,0
RXN-17958,0
RXN-8775-CPD-654/NAD/WATER//2-KETOGLUTARATE/NADH/PROTON.47.,0
RXN-18447,0
CPD-16015[c],0
CPD-9017[c],0
L-ALPHA-AMINO-EPSILON-KETO-PIMELATE[c],0
CPD-12677[c],0
RXN0-366,0
2K-4CH3-PENTANOATE[c],0
CHLORAMPHENICOL-3-ACETATE[c],0
2.1.1.5-RXN,0
RXN-12312,0
LINOLENOYL-RXN,0
CPD-569[c],0
MESACONATE[c],0
PALMITATE[c],0
CPD-19157[c],0
ARGSUCCINSYN-RXN,0
CPD-3618[c],0
CPD-18118[c],0
RXN-18851,0
CPD-9853[c],0
RXN-17344,0
25-DIOXOVALERATE-DEHYDROGENASE-RXN,0
CPD-2022[c],0
METHIONINE-GAMMA-LYASE-RXN,0
P3I[c],0
XANTHINE[c],0
K-HEXANOYL-COA[c],0
PYRUVATE[e],0
CPD-15301[c],0
RXN-14774,0
3.6.3.1-RXN,0
GLUTATHIONE-REDUCT-NADPH-RXN,0
CPDQT-29[c],0
2-ISOPROPYLMALATESYN-RXN,0
CPD-10261[c],0
GLYOX[c],0
UDPREDUCT-RXN,0
CPD-14202[c],0
ACET[p],0
RXN-11455,0
ADCLY-RXN,0
RXN-9534,0
N-ACETYL-D-GLUCOSAMINEtex,0
CPD-2961[c],0
BISOHMYR-GLUCOSAMINYL-1P[c],0
CPD8J2-27[c],0
CPD-13577[c],0
COFACTORS[c],0
RXN-13142,0
SACCHAROPINE[c],0
4.3.1.17-RXN,0
CPD-9047[c],0
PHOSPHASERDECARB-RXN,0
RXN-18895,0
S-CITRAMALATE[c],0
RXN-15715,0
CPD-469[c],0
RXN-14056,0
LYS[p],0
CADAVERINEtex,0
CARBPSYN-RXN,0
CPD-596[c],0
RXN-11409,0
CPDQT-27[c],0
2-METHYL-3-HYDROXY-BUTYRYL-COA[c],0
LL-DIAMINOPIMELATE[c],0
ISOVALERYL-COA[c],0
EX_spermidine,0
CPD-5881[c],0
CPD-653[c],0
Octadec-2-enoyl-ACPs[c],0
2-OCTAPRENYL-6-METHOXYPHENOL-HYDROX-RXN,0
RXN-13319,0
5-DEHYDROGLUCONATE[c],0
SO4tex,0
NITRIC-OXIDE-REDUCTASE-RXN-NITRIC-OXIDE/a-reduced-NrfB-protein/PROTON//NITROUS-OXIDE/an-oxidized-NrfB-protein/WATER.89.,0
EX_mobd,0
CPD-689[c],0
RXN0-363,0
SS-DIMETHYL-BETA-PROPIOTHETIN[c],0
TRANS-RXN1G48-5-AMMONIUM/ACET//AMMONIUM/ACET.29.,0
5-HYDROXYISOURATE[c],0
R231-RXN,0
CPD-13756[c],0
7E9E11Z14Z-5S6R-6-CYSTEIN-S-YL[c],0
CPD-22307[c],0
CPD-10832[c],0
CPD0-1425[c],0
CPD-9408[c],0
CPD-9768[c],0
ATPPHOSPHORIBOSYLTRANS-RXN,0
HMP[c],0
CPD-19487[c],0
PHOSPHORIBOSYL-AMP[c],0
UROGENDECARBOX-RXN,0
5-HYDROXYINDOLE_ACETALDEHYDE[c],0
RXN-9205,0
RXN-17786,0
CPD-7682[c],0
ILE[c],0
RXN-15261,0
RXN-19601,0
CPD-19763[c],0
RXN-16945,0
CPD-11877[c],0
CPD-7671[p],0
RXN-9913,0
ADENPHOSPHOR-RXN,0
OXALACETIC_ACID[c],0
CARBAMATE[c],0
CPD-3745tex,0
FUM[p],0
ACtex,0
RXN-14728,0
ADENINE[c],0
L-IDONATE[c],0
AICAR[c],0
RXN-20457,0
POLYMER-INST-3-KETOACYL-COA-C4-H8[c],0
EX_TRIMETHYLAMINE-N-O,0
CPD-19840[c],0
Dodecanoyl-ACPs[c],0
GERANYL-PP[c],0
RXN-10910,0
S-ALLANTOIN[c],0
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN,0
RXN-20456,0
URUR-RXN,0
BETA-D-XYLOSE[p],0
CPD-12230[c],0
CPD-22998[c],0
CPD-12694[c],0
CPD-13940[c],0
CPD-18739[c],0
RXN-11727,0
MNtex,0
SUPER-OXIDE[c],0
1.4.1.21-RXN-L-ASPARTATE/NADP/WATER//OXALACETIC_ACID/AMMONIUM/NADPH/PROTON.62.,0
CPD-9245[p],0
CPD-12135[c],0
CPD-825[c],0
RXN-20788,0
FORMYL-THF-GLU-N[c],0
CPD0-2123[c],0
ALCOHOL-DEHYDROG-GENERIC-RXN-OCTANOL/NAD//CPD-371/NADH/PROTON.33.,0
CDPDIACYLGLYCEROL[c],0
3PGAREARR-RXN,0
CPD-20846[c],0
RXN-15127,0
MEPROPCOA-FAD-RXN,0
Pimeloyl-ACP-methyl-esters[c],0
EX_zn2,0
OHACYL-COA-DEHYDROG-RXN-POLYMER-INST-L-3-HYDROXYACYL-COA-C8-H16/NAD//POLYMER-INST-3-KETOACYL-COA-C8-H16/NADH/PROTON.92.,0
PYRUVATE[p],0
3-HYDROXY-3-METHYL-GLUTARYL-COA[c],0
CPD-18273[c],0
CPD-543[c],0
INDOLE_ACETATE_AUXIN[c],0
ANTHRANSYN-RXN,0
CPD-821[c],0
RXN-14301,0
DEOXYGUANOSINE[c],0
GPPSYN-RXN,0
GENTISATE-12-DIOXYGENASE-RXN,0
RXN-18405,0
ALL-TRANS-HEXAPRENYL-DIPHOSPHATE[c],0
7-8-DIHYDROPTEROATE[c],0
CPD-12259[c],0
AICARSYN-RXN,0
CPD0-1074[c],0
RXN-2961,0
1.5.1.20-RXN,0
RXN-11478,0
POLYMER-INST-L-3-HYDROXYACYL-COA-C8-H16[c],0
RXN-14189,0
CPD-13689[c],0
KETOACYLCOATHIOL-RXN-PALMITYL-COA/ACETYL-COA//CPD-10260/CO-A.40.,0
RXN-10085,0
RXN-9190,0
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN,0
EX_pi,0
BUTANOL[c],0
MAL[e],0
RXN0-742,0
CPD-31[c],0
H2PTERIDINEPYROPHOSPHOKIN-RXN,0
RXN-12691,0
DGDP[c],0
KYNURENINE-3-MONOOXYGENASE-RXN,0
CPD-15999[c],0
MN+2[p],0
SIROHYDROCHLORIN[c],0
RXN-9224,0
RXN-12609,0
ANTHRANILATE[c],0
L-GLYCERALDEHYDE[c],0
1.5.1.8-RXN,0
Pi[c],0
CPD0-2480[c],0
RXN0-7238,0
RXN-9772,0
DIHYDROXYINDOLE[c],0
RXN-9533,0
PDXJ-RXN,0
OHMETPYRKIN-RXN,0
PHOSPHAGLYPSYN-RXN,0
PRPP[c],0
RXN-17338,0
RXN0-6427,0
GUANPRIBOSYLTRAN-RXN,0
RXN-11952,0
RIBOFLAVINSYNDEAM-RXN,0
RXNQT-4174,0
4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN,0
CPD-578[c],0
CPD-12634[c],0
CPD0-2107[c],0
NICOTINATEPRIBOSYLTRANS-RXN,0
CPD-11875[c],0
RXN-19308,0
NAD[c],0
4-HYDROXYPROLINE-EPIMERASE-RXN,0
PYRUVDEH-RXN,0
CIS-4-HYDROXY-D-PROLINE[c],0
FE+2[e],0
RXN-11715,0
ENOYL-COA-HYDRAT-RXN-POLYMER-INST-L-3-HYDROXYACYL-COA-C8-H16//CPD-7222/WATER.56.,0
RXN-11737,0
ACYL-SN-GLYCEROL-3P[c],0
RXN-12721,0
N-5-PHOSPHORIBOSYL-ANTHRANILATE[c],0
TRANS-RXN0-623-PALMITATE/ATP/CO-A/PROTON//PALMITYL-COA/AMP/PPI/PROTON.55.,0
RXN0-5114,0
4.99.1.3-RXN,0
DEHYDDEOXGALACTKIN-RXN,0
N-ACETYL-GLUTAMYL-P[c],0
CPD-15539[c],0
SK_CPD-7670[c],0
RXN-19805,0
RXN-10857,0
RXN-9558,0
3-DEOXY-D-ARABINO-HEPTULOSONATE-7-P[c],0
ISOGLUTAMINE[c],0
CPD-14736[c],0
GLT-tRNAs[c],0
D-CYSTEINE[c],0
RXN0-5225,0
SARCOX-RXN,0
THR[c],0
DALADALALIG-RXN,0
PRPPSYN-RXN,0
CPD-15189[c],0
C6[c],0
CPD-15675[c],0
PHB-MONOMER[c],0
CPD-15191[c],0
MAL[c],0
RXN-19296,0
ACETOOHBUTREDUCTOISOM-RXN,0
PHB-SYNTHESIS,0
RXN-22729,0
D-ERYTHRO-IMIDAZOLE-GLYCEROL-P[c],0
ARABINOSE-5P[c],0
1.5.5.1-RXN-ETF-Reduced/UBIQUINONE-10//ETF-Oxidized/CPD-9958/PROTON.56.,0
CHOLINEtpp,0
CPD-15360[c],0
N-ACETYLTRANSFER-RXN,0
GERANYLGERANYL-PP[c],0
AMMONIUM[c],0
RXN-16689,0
POLYMER-INST-D-3-HYDROXYACYL-COA-C8-H16[c],0
UNDECAPRENOL-KINASE-RXN,0
RXN-14726,0
POLYMER-INST-CPD66-39-C2-H4[c],0
R-3-hydroxydodecanoyl-ACPs[c],0
GLYOXIII-RXN,0
CPD-12693[p],0
RXN0-7188,0
SAICARSYN-RXN,0
RXN-11728,0
CPD-14534[c],0
DEPHOSPHOCOAKIN-RXN,0
CPD-11525[c],0
RXN-9893,0
RXN-12571,0
L-PHOSPHATIDATE[c],0
GLYCEROL-3P[p],0
RXN-9655,0
DADPKIN-RXN,0
RXN0-882,0
DIMETHUROPORDEHYDROG-RXN,0
RXN-19609,0
2-Octenoyl-ACPs[c],0
L-CITRULLINE[c],0
D-Ribofuranose[c],0
RXN-22317,0
L-CANALINE[c],0
MALATE--COA-LIGASE-RXN,0
METHYLMALONYL-COA-EPIM-RXN,0
SO3[p],0
CPD-19512[c],0
CPD-19162[c],0
4-PHOSPHONOOXY-THREONINE[c],0
DELTA3-ISOPENTENYL-PP[c],0
FE+3[c],0
25-DDOL[c],0
CROTONYL-COA[c],0
2-METHYLCITRATE-DEHYDRATASE-RXN,0
CPD-22401[c],0
OHBUTYRYL-COA-EPIM-RXN-CPD-10261//POLYMER-INST-L-3-HYDROXYACYL-COA-C14-H28.52.,0
CPD-15158[c],0
RXN-20674,0
RXN-9536,0
Hexanoyl-ACPs[c],0
BETA-D-XYLOSE[c],0
CPD-15655[c],0
RXN-7587,0
3-P-SERINE[c],0
CPD-676[c],0
RXN-8940,0
DIHYDROXYPHENYLGLYCOLALDEHYDE[c],0
UDP-OHMYR-ACETYLGLUCOSAMINE[c],0
ERYTHROSE-4P[c],0
SPONTPRO-RXN,0
RXN-9658,0
RXN0-6705,0
PABASYN-RXN,0
R501-RXN-CPD-821/NADPH/OXYGEN-MOLECULE/PROTON//CPD-904/FORMALDEHYDE/NADP/WATER.70.,0
AIRCARBOXY-RXN,0
2-HYDROXY-2-METHYLPROPANENITRILE[c],0
RXN-13141,0
CPD-20855[c],0
MALATE-DEHYDROGENASE-NADP+-RXN,0
CPD-69[c],0
SPONT1-RXN,0
2.3.1.157-RXN,0
GALACTOSE-1P[c],0
RXN-8748,0
CPD-12817[c],0
INOPHOSPHOR-RXN,0
CPD-9868[c],0
CA+2[c],0
RXN-22913,0
D-SEDOHEPTULOSE-1-7-P2[c],0
GLUCOSAMINE-1P[c],0
HEMEOSYN-RXN,0
GAMMA-BUTYROBETAINE[c],0
3-5-ADP[c],0
Red-Thioredoxin[c],0
CPD-21420[c],0
CPD0-1162[c],0
RXN-17018,0
RXN-16949,0
PROTOPORPHYRINOGEN[c],0
CPD-17189[c],0
CPD-12706[c],0
L-ASPARTATE[e],0
EX_mg2,0
RXN-7592,0
8-Oxo-dGTP[c],0
GLURS-RXN,0
CPD-13092[c],0
TRANS-RXN-189,0
RXN-10811,0
ANTHRANILOYL-COA-MONOOXYGENASE-RXN-2-AMINOBENZOYL-COA/NADH/OXYGEN-MOLECULE/PROTON//2-AMINO-5-OXOCYCLOHEX-1-ENECARBOXYL-COA/NAD/WATER.98.,0
TRANS-RXN1G48-5-K+/ACET//K+/ACET.17.,0
ADENYLYLSULFKIN-RXN,0
GLYCERALD[c],0
Cytochromes-C-Reduced[c],0
RXN-9657,0
RXN-10656,0
CPD-12179[c],0
CPD0-2108[c],0
TAURINE[c],0
RXN-14278,0
PROPIONATE[c],0
ENOYL-COA-DELTA-ISOM-RXN-POLYMER-INST-CIS-DELTA3-ENOYL-COA-C6-H12//T2-DECENOYL-COA.58.,0
UROGENIIISYN-RXN,0
RXN-21228,0
PYRIMSYN3-RXN,0
RXN66-546-4-HYDROXY-L-PROLINE/NADP//PYRROLINE-HYDROXY-CARBOXYLATE/NADPH/PROTON.69.,0
CPD-9862[c],0
3-KETO-ADIPYL-COA[c],0
RXN-9624,0
Cis-delta-3-decenoyl-ACPs[c],0
CPD-11520[c],0
2-KETO-ADIPATE-DEHYDROG-RXN,0
PRTRANS-RXN,0
CPD-7598[c],0
5-PHOSPHO-RIBOSYL-GLYCINEAMIDE[c],0
CPD-3745[c],0
3.1.2.21-RXN,0
RXN-18200,0
SEDOBISALDOL-RXN,0
ATPASE-RXN,0
CPD-17635[c],0
MALIC-NADP-RXN,0
CPD-13722[c],0
CDPKIN-RXN,0
DGTPTRIPHYDRO-RXN,0
RXN-12142,0
2.7.1.156-RXN-ITP/ADENOSYLCOBINAMIDE//ADENOSYLCOBINAMIDE-P/IDP/PROTON.56.,0
RXN-20400,0
OCTAPRENYL-METHOXY-BENZOQUINONE[c],0
RXN-13290,0
POLYMER-INST-L-3-HYDROXYACYL-COA-C4-H8[c],0
CPD-19757[c],0
CPD0-1082[c],0
RXN-12093,0
UDP[c],0
ARGDECARBOX-RXN,0
RIBOFLAVIN[c],0
CPD-21374[c],0
GLYCEROL[e],0
TRANS-RXN-332,0
L-BETA-ASPARTYL-P[c],0
3-INDOLYLGLYCOLALDEHYDE[c],0
CPD0-2364[c],0
CPD-7066[c],0
CPD-108[c],0
XYLISOM-RXN-BETA-D-XYLOSE//D-XYLULOSE.26.,0
POLYMER-INST-TRANS-D2-ENOYL-COA-C14-H28[c],0
PYRNUTRANSHYDROGEN-RXN,0
CPD-20832[c],0
HYPOTAURINE[c],0
3-DEHYDROQUINATE-DEHYDRATASE-RXN,0
RXN-17609,0
RXN-11474,0
RXN-12705,0
CPD-19151[c],0
CPD-24846[c],0
CPD-20756[c],0
16-HYDROXYPALMITATE[c],0
CPD-13699[c],0
RXN-7694,0
2.1.1.131-RXN,0
ALARACECAT-RXN,0
RXN-5721,0
RXN-9661,0
RXN-17957,0
5-AMINOLEVULINIC-ACID-SYNTHASE-RXN,0
RXN-16804,0
DEOXYXYLULOSE-5P[c],0
ADENYLOSUCC[c],0
GLT[c],0
XANTHOSINE-5-PHOSPHATE[c],0
CPD-651[c],0
CPD-24238[c],0
RXN-9929,0
CPD0-2117[c],0
1-AMINO-PROPAN-2-OL[c],0
CPD-15199[c],0
GALACTURIDYLYLTRANS-RXN,0
METHYLENETHFDEHYDROG-NADP-RXN,0
CPD-10267[c],0
CPD-10781[c],0
CPD-13711[c],0
L-GAMMA-GLUTAMYLCYSTEINE[c],0
RXN-19306,0
PROPIONYL-COA[c],0
HOMOSERINE-O-ACETYLTRANSFERASE-RXN,0
ATPSYN-RXN,0
RXN-11476,0
CPD-201[c],0
RXN-5821,0
RXN-9538,0
RXN-14228,0
CPD-592[c],0
CHOLANATE2[c],0
Dodec-2-enoyl-ACPs[c],0
CPD-650[c],0
PHOTINUS-LUCIFERIN[c],0
DEOXYCYTIDINE-KINASE-RXN-DEOXYCYTIDINE/DITP//DCMP/CPD0-2231/PROTON.42.,0
RXN-17782,0
CREATINE[c],0
TRANS-RXN-1,0
RXN-10020,0
KDO[c],0
ASPAMINOTRANS-RXN,0
RXN-34,0
T2-C4-DECADIENYL-COA[c],0
CPD-15676[c],0
ACETATEKIN-RXN,0
RXN-9627,0
H2CO3[c],0
METHYL-MALONYL-COA[c],0
L-DOPACHROME[c],0
R-1-AMINOPROPAN-2-YL-PHOSPHATE[c],0
METHANETHIOL-OXIDASE-RXN,0
ASNtex,0
RXN-10658,0
RXN0-2141,0
DCDP[c],0
RXN-14791,0
RXN-745,0
RXN-9869,0
RXN-10657,0
CPD-19753[c],0
FUM[e],0
RXN-7700,0
RXN-14858,0
CPD-13035[c],0
RXN-11566,0
RXN-17788,0
CPD-10472[c],0
NADP[c],0
RXN2DNV-43,0
GLYCOLALD-DEHYDROG-RXN,0
cis-vaccen-2-enoyl-ACPs[c],0
ACETYL-P[c],0
4.2.1.59-RXN,0
FUMtpp,0
HISTAMINOTRANS-RXN,0
RXN-13459,0
CPD-17386[c],0
CPD0-1265tex,0
CPD-67[c],0
DEOXYCYTIDINE[c],0
RXN-9531,0
CPD-731[c],0
LINOLENIC_ACID[c],0
CO+2[p],0
RXN-14073,0
CPD-12846[c],0
CAMP[c],0
OHACYL-COA-DEHYDROG-RXN-POLYMER-INST-L-3-HYDROXYACYL-COA-C4-H8/NAD//POLYMER-INST-3-KETOACYL-COA-C4-H8/NADH/PROTON.90.,0
VAL[p],0
RXN-8763,0
THYMIDYLATESYN-RXN,0
CPD-13091[c],0
URATE[c],0
DEOXYGUANPHOSPHOR-RXN,0
RXN-18897,0
RXN0-901,0
CPD-804[c],0
L-ALPHA-ALANINE[c],0
N-FORMYLGLUTAMATE-DEFORMYLASE-RXN,0
CHMS-DEHYDROGENASE-RXN,0
RXN-14325,0
CPD-17621[c],0
COUMARATE[c],0
TRANS-RXN0-240,0
CPD-10419[c],0
COBALT-FACTOR-III[c],0
RXN-17799,0
CPD-15685[c],0
CPD-18492[c],0
DIHYDRODIPICSYN-RXN,0
RXN-14727,0
RXN-13158,0
TRIMETHYLAMINE-N-Otpp,0
CPD-3745tpp,0
THYMIDINEtex,0
CPD0-2298[c],0
BIPHENYL-23-DIOL-12-DIOXYGENASE-RXN,0
RXN0-884,0
CARBODEHYDRAT-RXN,0
Menaquinols[c],0
RXN-15200,0
RXN-12747,0
GLUTKIN-RXN,0
CPD-16938[c],0
CPD-600[c],0
ACRYLONITRILE[c],0
CPD-9406[c],0
ACONITATEDEHYDR-RXN,0
DELTA1-PIPERIDEINE-2-CARBOXYLATE[c],0
2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN,0
MALEYLACETATE-REDUCTASE-RXN-3-KETO-ADIPATE/NAD//CPD-294/NADH/PROTON.40.,0
CLtex,0
RXN3O-5293,0
RXN0-12,0
CPD-21192[c],0
OROTIDINE-5-PHOSPHATE[c],0
PEPCARBOX-RXN,0
CPD-10785[c],0
RXN-10819,0
2-PG[c],0
CPD-17640[c],0
D-PPENTOMUT-RXN,0
HCO3[c],0
RXN-17954,0
RXN-21295,0
THREDEHYD-RXN,0
SULFATE[p],0
RXN-17115,0
SPERMIDINE[p],0
RXN-17472,0
5-AMINO-LEVULINATE[c],0
CPD-13691[c],0
CPD-9045[c],0
CPD-18379[c],0
RXN-20743,0
TRANS-RXN0-623-CPD-195/ATP/CO-A/PROTON//CPD-196/AMP/PPI/PROTON.48.,0
CPD-9699[c],0
TRANS-RXN-141,0
NIACINAMIDE[c],0
RXN-9515,0
RXN-22735,0
4-GUANIDO-BUTYRAMIDE[c],0
SoxY-Thiocysteine-S-Sulfate[c],0
COBALT2tex,0
Htex,0
RXN-12978,0
CPD-20829[c],0
MOBDtpp,0
GLUCONOKIN-RXN,0
RXN-12540,0
RXN-8899,0
CPD-9995[c],0
RXN-21405,0
4OHBENZOATE-OCTAPRENYLTRANSFER-RXN,0
RXN-18396,0
LUMAZINESYN-RXN,0
SUPEROX-DISMUT-RXN,0
C-DI-GMP[c],0
RXN-1381-PALMITYL-COA/GLYCEROL-3P//1-PALMITOYLGLYCEROL-3-PHOSPHATE/CO-A.63.,0
RXN-11302,0
CHLOROACETIC-ACID[c],0
IDP[c],0
POLYMER-INST-3-KETOACYL-COA-C8-H16[c],0
CPD-9517[c],0
biotin-L-lysine-in-BCCP-dimers[c],0
CPDQT-38[c],0
RXN-6268,0
SARCOSINE[c],0
OROPRIBTRANS-RXN,0
LAUROYLCOA-CPD[c],0
2-KETO-ISOVALERATE[c],0
CPD-17641[c],0
RXN2B4Q-49,0
P-PANTOCYSDECARB-RXN,0
RXN-14115,0
CPD-9372[c],0
5-PHOSPHORIBOSYL-N-FORMYLGLYCINEAMIDINE[c],0
COBINAMIDEKIN-RXN,0
FAD[c],0
ADENOSYLCOBINAMIDE-GDP[c],0
RXN-18211,0
CPD-9646[c],0
RXN-18407,0
CPD-514[c],0
1-L-MYO-INOSITOL-1-P[c],0
PPI[c],0
RXN-19316,0
INDOLE[c],0
N-SUCCINYL-2-AMINO-6-KETOPIMELATE[c],0
INDOLEYL-CPD[c],0
RXN-12612,0
CPD-21212[c],0
CPD-21168[c],0
3.6.3.16-RXN,0
RXN-22242,0
RXN-14569,0
HISTIDINOL[c],0
CPD-20211[c],0
RXN-22606,0
TRANS-RXN1G48-18-NA+/PROTON//NA+/PROTON.23.,0
MANNONDEHYDRAT-RXN,0
SE-2[c],0
DEOXYGLUCONOKIN-RXN,0
CPD-21411[c],0
RXN-20406,0
L-HISTIDINOL-P[c],0
CPD-20826[c],0
CPD-24847[c],0
N-acetyl-D-glucosamine[c],0
RXN-12726,0
EX_CADAVERINE,0
GALACTOKIN-RXN,0
CPD-643[c],0
RXN-14503,0
DIHYDROXYACETONE[c],0
HOMOSERDEHYDROG-RXN-HOMO-SER/NADP//L-ASPARTATE-SEMIALDEHYDE/NADPH/PROTON.53.,0
LYSINE-DEHYDROGENASE-RXN,0
UDPKIN-RXN,0
RXN-8665,0
NICONUCADENYLYLTRAN-RXN,0
RXN-20717,0
STEARIC_ACID[c],0
CPD-784[c],0
CHOLINE[p],0
1.13.11.6-RXN,0
EX_ectoine,0
RXN-14908,0
RXN0-5055,0
ASPARTATEKIN-RXN,0
CPD0-1422[c],0
L-ASPARTATE-OXID-RXN,0
RXN-8172,0
RXN-18896,0
NICOTINAMIDE_NUCLEOTIDE[c],0
RXN-8001,0
Enoylglutaryl-ACP-methyl-esters[c],0
DEPHOSPHO-COA[c],0
CPD-15190[c],0
RXN0-1461,0
CPD-15652[c],0
COBINPGUANYLYLTRANS-RXN,0
RXN-16947,0
RXN-14394,0
RXN0-6510,0
FE+2[p],0
CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P[c],0
CPD0-2030[c],0
CPD-17969[c],0
DIAMINOPIMEPIM-RXN,0
CPD-12366[c],0
RXN-12753,0
R-2-METHYLMALATE-DEHYDRATASE-RXN,0
RXN-19916,0
RXN-9557,0
CPD-389[c],0
RXN-17798,0
CHLOROACETALDEHYDE[c],0
RXN-22239,0
PEPCARBOXYKIN-RXN,0
Acetoacetyl-ACPs[c],0
CPD-8815[c],0
RXN0-7014,0
ADENYL-KIN-RXN,0
CPD0-2554[c],0
RXN-17797,0
DXS-RXN,0
2KETO-3METHYLVALERATE-RXN,0
ABC-24-RXN,0
R-4-PHOSPHOPANTOTHENOYL-L-CYSTEINE[c],0
ABC-12-RXN,0
CPD-763[c],0
CPD-20263[c],0
L-GULONATE[c],0
ACETOLACTREDUCTOISOM-RXN,0
3-DEHYDRO-SHIKIMATE[c],0
RXN-8753,0
ARGININE-DEIMINASE-RXN,0
CPD-786[c],0
RXN-19611,0
ALLANTOINASE-RXN,0
GDP[c],0
TSA-REDUCT-RXN-GLYCERATE/NADP//TARTRONATE-S-ALD/NADPH/PROTON.46.,0
PYRIDOXAL_PHOSPHATE[c],0
RXN-8992,0
3-UREIDO-ISOBUTYRATE[c],0
CPD-18275[c],0
RXN-15130,0
OLEATE-CPD[p],0
CPD-24807[c],0
CPD-10284[c],0
THIAMINE-PYROPHOSPHATE[c],0
BENZYL-ALCOHOL[c],0
RXN-9384,0
AMMONIUM[e],0
DI-H-OROTATE[c],0
RXN-5424,0
CANAVANINE[c],0
L-1-PHOSPHATIDYL-GLYCEROL-P[c],0
CPD-279[c],0
