ID,Component
RXN-18209,0
RXN0-2042,0
WATER[e],0
MALSYN-RXN,0
PORPHOBILSYNTH-RXN,0
TRIMETHYLAMINE-N-O[p],0
MG+2[e],0
DIHYDROPTERIN-CH2OH-PP[c],0
ALCOHOL-DEHYDROG-RXN,0
RXN-11028,0
PUTRESCINEtpp,0
RXN0-5224,0
ENOYL-COA-HYDRAT-RXN-POLYMER-INST-L-3-HYDROXYACYL-COA-C4-H8//CPD0-2108/WATER.56.,0
HCN[c],0
KETOACYLCOATHIOL-RXN-LAUROYLCOA-CPD/ACETYL-COA//CPD-10284/CO-A.42.,0
GLN[e],0
CHITOBIOSE[c],0
CPD-548[c],0
RXNQT-4165,0
ISOCITDEH-RXN,0
Oxidized-ferredoxins[c],0
NITRATE[c],0
CPD-21416[c],0
RXN-16135,0
OHBUTYRYL-COA-EPIM-RXN-POLYMER-INST-D-3-HYDROXYACYL-COA-C4-H8//POLYMER-INST-L-3-HYDROXYACYL-COA-C4-H8.79.,0
CPD-12703[c],0
Zn2tex,0
CPD-12116[c],0
PQQ[c],0
THYMINE[c],0
POLYMER-INST-CIS-DELTA3-ENOYL-COA-C4-H8[c],0
KETOBUTFORMLY-RXN,0
INOSINE[c],0
NA+[p],0
UROCANATE-HYDRATASE-RXN,0
ATPM,0
CADAVERINEtpp,0
GTPPYPHOSKIN-RXN,0
CA+2[e],0
BIPHENYL-23-DIOL[c],0
ACETYL-COA[c],0
S-3-HYDROXYBUTANOYL-COA[c],0
EX_SPERMIDINE,0
RXN-9222,0
O-SUCCINYL-L-HOMOSERINE[c],0
MANNONOXIDOREDUCT-RXN,0
ARG[c],0
RXN-12561,0
R561-RXN,0
DNA[c],0
RXN-22883,0
HOMSUCTRAN-RXN,0
BETAINE[c],0
RXN-20401,0
RXN0-5359,0
CPD-12118[c],0
1.13.11.15-RXN,0
N-CARBAMOYLGLYCINE[c],0
THREODEHYD-RXN,0
HISTALDEHYD-RXN,0
TMP[c],0
RXN-20645,0
CPD0-1265[e],0
GLUTAMIN-RXN,0
HYPOXANPRIBOSYLTRAN-RXN,0
L-CARNITINYL-COA[c],0
CPD-22238[c],0
2-OCTAPRENYLPHENOL-HYDROX-RXN,0
COBALAMINSYN-RXN,0
FADH2[c],0
ORNITHINE-RACEMASE-RXN,0
RXN-18205,0
TRANS-RXN1G48-19-P3I//P3I.9.,0
UDP-ACETYL-CARBOXYVINYL-GLUCOSAMINE[c],0
EX_GLN,0
CHOLINE[c],0
GDPREDUCT-RXN,0
BRANCHED-CHAINAMINOTRANSFERLEU-RXN,0
SULFATE[e],0
N-6-AMINOHEXANOYL-6-AMINOHEXANOATE[c],0
CPD-19236[c],0
METHYLASPARTATE-MUTASE-RXN,0
CPD-15688[c],0
HYDROXYLAMINE-REDUCTASE-NADH-RXN,0
METHYLAMINE[c],0
DPG[c],0
ENOL-PHENYLPYRUVATE[c],0
RXN0-7187,0
HISTIDPHOS-RXN,0
EX_glycolate,0
CPD-24237[c],0
CPD-12310[c],0
CPD-1086[c],0
CPD0-2363[c],0
CPD-15154[c],0
CPD-1083[c],0
EX_succ,0
RXN-21000,0
CPD-17382[c],0
RXN-20673,0
INDOLE-3-GLYCOL[c],0
CPD-13086[c],0
SoxY-S-Thiocysteine[c],0
6.3.1.10-RXN,0
RXN-12613,0
RXN-9912,0
CPD-22333[c],0
ERYTHRON4PDEHYDROG-RXN,0
ISOBUTYRATE[c],0
PHENDEHYD-RXN,0
CPD-9044[c],0
RXN-18739,0
PALMITYL-COA[c],0
FMNH2[c],0
HIPPURATE-HYDROLASE-RXN,0
RXN-19800,0
CPD-22403[c],0
EX_L-CYSTEATE,0
CPD-18741[c],0
CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN,0
CPD0-1158[c],0
3-4-DIHYDROXYBENZOATE[c],0
3-Ketoglutaryl-ACP-methyl-ester[c],0
TRIMETHYLAMINE-N-O[e],0
ECTOINEtex,0
RXN-20084,0
RXN66-3,0
RXNMETA-12671,0
MG2tex,0
CPD-15776[c],0
3-HYDROXY-5917-TRIOXO-45910-DISECOA[c],0
P-AMINO-BENZOATE[c],0
5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN,0
NAG6PDEACET-RXN-N-ACETYL-D-GLUCOSAMINE-6-P/WATER//CPD-13469/ACET.49.,0
POLYMER-INST-CPD66-39-C0-H0[c],0
RXN-15122,0
ASPARTATE-RACEMASE-RXN,0
ORNCARBAMTRANSFER-RXN,0
RXN-16137,0
RXN-10660,0
RXN-8975,0
CPD-17388[c],0
CPD-13575[c],0
CPD-14927[c],0
CPD-12138[c],0
AMINOBUTDEHYDROG-RXN,0
RIBOSE[c],0
Glucopyranose[p],0
RXN-19381,0
CPD-15382[c],0
UBIQUINONE-6[c],0
RXN-17340,0
CPD-15662[c],0
C3[c],0
EX_h2o,0
CPD-15656[c],0
EX_ribose,0
EX_THYMIDINE,0
RXN-18207,0
RXN-14396,0
NICOTINATE_NUCLEOTIDE[c],0
R601-RXN,0
CPD-18749[c],0
ENOYL-COA-DELTA-ISOM-RXN-POLYMER-INST-CIS-DELTA3-ENOYL-COA-C12-H24//CPD0-2117.53.,0
2-DEHYDRO-3-DEOXY-D-GLUCONATE[c],0
3-HYDROXY-ISOVALERYL-COA[c],0
DEOXYINOPHOSPHOR-RXN,0
SUCtex,0
S-NITROSOGLUTATHIONE[c],0
CPD-8123[c],0
RXN-7594,0
RXN-7657,0
INDOLE_ACETALDEHYDE[c],0
BETA-D-XYLOSE[e],0
EX_co2,0
METHYLENE-THF-GLU-N[c],0
RXN-17110,0
RXN-8769,0
7-ALPHA-HYDROXYSTEROID-DEH-RXN,0
RXN-19302,0
RXN-8638-BETAINE-ALDEHYDE-HYDRATE/ATP/WATER//BETAINE-ALDEHYDE-HYDRATE/ADP/Pi/PROTON.75.,0
CPD-19217[c],0
CPD-12819[c],0
PREPHENATE[c],0
CPD-3713[c],0
CPD-21414[c],0
CPD-17048[c],0
CPD-10600[c],0
INORGPYROPHOSPHAT-RXN,0
CPD-24230[c],0
TRANS-RXN-283,0
2.1.1.132-RXN,0
CPD-335tpp,0
3-KETO-ADIPATE[c],0
Ktex,0
CPD-15435[c],0
RXN-8483,0
RXNQT-4168,0
RXN-10699,0
OXYGEN-MOLECULE[c],0
NITRITE[c],0
CPD-13704[c],0
R230-RXN,0
CPD-12676[c],0
IMIDAZOLE-ACETOL-P[c],0
RXN-14812,0
CPD-9020[c],0
THI-P-SYN-RXN,0
3-HYDROXYBENZOATE-6-MONOOXYGENASE-RXN,0
PROTON[e],0
RXN-19297,0
DNA-RXN,0
FERULOYL-COA[c],0
UROCANATE[c],0
TETRADECANOYL-COA[c],0
CO2tex,0
HOMOCYSMET-RXN,0
PGLUCISOM-RXN,0
GLUTCYSLIG-RXN,0
ZN+2[c],0
TRIMETHYLAMINE-OXIDE-ALDOLASE-RXN,0
CPD-195[p],0
CPD-15666[c],0
PYRAZINAMIDE[c],0
MUREIN-RXN,0
CPDQT-434[c],0
CL-[p],0
CPD-15377[c],0
CPD-9955[c],0
CPD-7100[c],0
RXN-12754,0
RXN-11053,0
RXN-9550,0
GMP-SYN-GLUT-RXN,0
CPD2DNV-2[c],0
RXN-22608,0
PYRROLINE-HYDROXY-CARBOXYLATE[c],0
3-OXOADIPATE-ENOL-LACTONE[c],0
TRIMETHYLAMINE-N-Otex,0
DETHIOBIOTIN[c],0
RXN-9758,0
CPDQT-28[c],0
RXN0-2381,0
CPD-17175[c],0
CPD-3921[c],0
L-CYSTATHIONINE[c],0
CPD-14407[c],0
2-Hexadecenoyl-ACPs[c],0
5-P-RIBOSYL-N-FORMYLGLYCINEAMIDE[c],0
COBALAMIN5PSYN-RXN,0
CPD-582[c],0
CPD0-2479[c],0
RXN-21019,0
ACETYL-COA-CARBOXYLTRANSFER-RXN,0
GLUCONATE-5-DEHYDROGENASE-RXN-GLUCONATE/NAD//5-DEHYDROGLUCONATE/NADH/PROTON.46.,0
GLYCEROL[p],0
OXAMATE-CARBAMOYLTRANSFERASE-RXN,0
CPD0-1456[c],0
EX_fe3,0
5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE[c],0
CPD-13547[c],0
RXN-9733,0
4-OXOGLUTARAMATE[c],0
HYDANTOIN[c],0
THIAMINASE-RXN,0
RXN-12610,0
RXN-14113,0
HAONITRO-RXN-an-oxidized-NrfB-protein/HYDROXYLAMINE/WATER//a-reduced-NrfB-protein/NITRITE/PROTON.84.,0
DEOXYCYTIDINE-KINASE-RXN-DEOXYCYTIDINE/CTP//DCMP/CDP/PROTON.35.,0
RXN-9644,0
RXN-14277,0
6-OXO-HEXANOATE[c],0
PRISTANATE[c],0
1.1.1.39-RXN,0
RXN-8961,0
OH[c],0
CPD-14133[c],0
Ox-Thioredoxin[c],0
CPD-15121[c],0
POLYMER-INST-L-3-HYDROXYACYL-COA-C14-H28[c],0
NITRIC-OXIDE[p],0
GLUTATHIONE-PEROXIDASE-RXN,0
RXN-18032,0
RXN-9539,0
CPD-9610[c],0
RXN-14223,0
PREPHENATEDEHYDROG-RXN,0
TRANS-3-METHYL-GLUTACONYL-COA[c],0
CPD-22405[c],0
TARTRONATE-S-ALD[c],0
4-HYDROXY-L-PROLINE[c],0
THYKI-RXN,0
FORMATE[p],0
CPD-24871[c],0
2-OCTAPRENYL-6-METHOXYPHENOL[c],0
RXN-12865,0
PREPHENATEDEHYDRAT-RXN,0
UDP-NACMURALGLDAPAALIG-RXN,0
RXN-13615,0
SUCtpp,0
PYRAZINOIC-ACID[c],0
FRUCTOSE-16-DIPHOSPHATE[c],0
TRYPTAMINE[c],0
1TRANSKETO-RXN,0
NITROUS-OXIDE[p],0
2-OCTAPRENYLPHENOL[c],0
CPD0-2463[c],0
NORSPERMIDINE[c],0
RXN-2424,0
RXN-10078,0
ENOYL-COA-DELTA-ISOM-RXN-POLYMER-INST-CIS-DELTA3-ENOYL-COA-C16-H32//CPD-14928.53.,0
CPD-11245[c],0
GLYCEROL-3P[c],0
ACET[c],0
GABATRANSAM-RXN,0
CPD-662[c],0
RXN-10705,0
SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN,0
DCDPKIN-RXN,0
RXN-8957,0
FARNESYL-PP[c],0
RXN-7933,0
RXN-17900,0
GLUTAMINESYN-RXN,0
3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN,0
INDOLE-3-GLYCEROL-P[c],0
METHYLISOCITRATE-LYASE-RXN,0
RIBONUCLEOSIDE-DIP-REDUCTI-RXN-CPD0-2231/Ox-Thioredoxin/WATER//IDP/Red-Thioredoxin.52.,0
GLYCOLATE[p],0
CPD-10576[c],0
VAL[e],0
4.4.1.25-RXN,0
DI-H-URACIL[c],0
3-P-HYDROXYPYRUVATE[c],0
CPD-19235[c],0
HSO3[c],0
CPD-11592[c],0
CPD-14704[c],0
TAURINE-AMINOTRANSFERASE-RXN,0
RXN-3482,0
CPD-13758[c],0
C5[c],0
SPERMIDINEtex,0
D-SEDOHEPTULOSE-7-P[c],0
RXN-20676,0
RXN-14907,0
CDPDIGLYSYN-RXN-2,0
DUTP-PYROP-RXN,0
RXN-13617,0
RXN-10022,0
CPD-1130[c],0
TRANS-RXN0-470,0
CPD-15830[c],0
4.1.1.75-RXN,0
3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN,0
RXN0-5507,0
RXN0-4621,0
RXN-9761,0
CPD-7000[c],0
CIS-3-HEXENOL[c],0
ADENOSINE-KINASE-RXN,0
BUTANAL[c],0
RXN-17778,0
RXN-18210,0
1.2.1.25-RXN,0
CPD-15874[c],0
CPD0-2558[c],0
EX_fe2,0
FRUCTOKINASE-RXN,0
CPD-22852[c],0
GPH-RXN,0
CPD-380[c],0
a-reduced-NrfB-protein[p],0
PYRtex,0
RXNQT-4171,0
AMMONIA[c],0
NAG1P-URIDYLTRANS-RXN,0
3-OH-BENZALDEHYDE[c],0
S-ADENOSYLMETHIONINAMINE[c],0
CHORISMATEMUT-RXN,0
RXN-14803,0
CPD-14269[c],0
GLUTAMIDE[c],0
ACYLCOASYN-RXN-POLYMER-INST-CPD66-39-C16-H32/CO-A/ATP//POLYMER-INST-Saturated-Fatty-Acyl-CoA-C16-H32/PPI/AMP.94.,0
CPD-14443[c],0
6-OXOHEXANOATE-OXIDATION-RXN,0
CPD-335tex,0
2.6.1.22-RXN,0
ACETALD[c],0
BUTYRIC_ACID[c],0
SHIKIMATE-5P[c],0
RXN-18798,0
R581-RXN,0
CU+2[p],0
CPD-21209[c],0
CH33ADO[c],0
RXN-12196,0
RXN-12702,0
GUANINE-DEAMINASE-RXN,0
CPD-12019[c],0
KDO-8PPHOSPHAT-RXN,0
R342-RXN,0
CPD-15663[c],0
ARGINASE-RXN,0
TRANS-RXN1G48-8,0
POLYMER-INST-CIS-DELTA3-ENOYL-COA-C0-H0[c],0
RXN-4821,0
RXN-21315,0
3-HEXAPRENYL-4-HYDROXYBENZOATE[c],0
ACETATE--COA-LIGASE-RXN,0
R501-RXN-CPD-821/NADH/OXYGEN-MOLECULE/PROTON//CPD-904/FORMALDEHYDE/NAD/WATER.68.,0
RXN-12197,0
CPD-471[c],0
CPD-17365[c],0
GLYCEROLtex,0
EX_thm,0
RXN-10779,0
RXN0-5292,0
RXN-18427,0
DIMETHYLARGININASE-RXN,0
RXN0-6359,0
CPD-19155[c],0
FGAMSYN-RXN,0
UTP[c],0
CPD-12327[c],0
DEOXYADENPHOSPHOR-RXN,0
3-ENOLPYRUVYL-SHIKIMATE-5P[c],0
XYLOSE[c],0
CPD-14557[c],0
PHOSPHASERSYN-RXN-2,0
2.1.1.21-RXN,0
COPROPORPHYRINOGEN_III[c],0
THF-GLU-N[c],0
RXN-20556,0
GUANOSINE[c],0
CPD-15667[c],0
RXN-8783,0
RXN-8243,0
CO-A[c],0
RXN-20784,0
CPD-18489[c],0
CPD-21160[c],0
RXN-9157,0
POLYMER-INST-CIS-DELTA3-ENOYL-COA-C2-H4[c],0
D-ALA-D-ALA[c],0
CTPSYN-RXN,0
GART-RXN,0
RXN-10911,0
RXN-11396,0
CPD-110[c],0
OXOPENTENOATE[c],0
CPD-513[c],0
RXN0-7080,0
HOMOGENTISATE[c],0
CPD-13700[c],0
CPD-10825[c],0
CPD-13754[c],0
RXN66-1,0
RXN-16391,0
EX_BETA-D-XYLOSE,0
KETOACYLCOATHIOL-RXN-TETRADECANOYL-COA/ACETYL-COA//3-OXOPALMITOYL-COA/CO-A.54.,0
BUTYRYL-COA[c],0
CPD-17813[c],0
RXN-8770,0
b-Keto-cis-D5-dodecenoyl-ACPs[c],0
RXN-13595,0
CPD-3[e],0
ETF-Oxidized[c],0
RXN-16659,0
CPD-207[c],0
UDP-N-ACETYLMURAMATE[c],0
CPD-9245[c],0
EX_GLYCEROL,0
RXN-9654,0
RXN0-7248,0
CPD-9041[c],0
EX_ASN,0
SS-DIMETHYL-BETA-PROPIOTHETIN[e],0
RXN-15583,0
2-AMINO-3-OXO-4-PHOSPHONOOXYBUTYRATE[c],0
5-METHYL-THF-GLU-N[c],0
Stearoyl-ACPs[c],0
CPD-687[c],0
5.3.3.10-RXN,0
GLUTAMATESYN-RXN,0
RXN-15733,0
CPD-9043[c],0
DIHYDRO-NEO-PTERIN[c],0
TRANS-RXN1G48-5-ZN+2/ACET//ZN+2/ACET.21.,0
RXN-11663,0
cdpdhdecg[c],0
CYTDEAM-RXN,0
RXN-22287,0
BETA-D-FRUCTOSE[c],0
CPD-18[c],0
4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN,0
HYDROXYATRAZINE[c],0
CPD-19491[c],0
NITRATE[p],0
1.14.11.18-RXN,0
CPD66-21[c],0
ACYLCOADEHYDROG-RXN-POLYMER-INST-Saturated-Fatty-Acyl-CoA-C16-H32/ETF-Oxidized/PROTON//CPD-14928/ETF-Reduced.89.,0
CPD-12307[c],0
R345-RXN,0
RXN-12107,0
CPD-12365[c],0
3.6.3.1-RXN-2,0
RXN-12184,0
CARNITINE[p],0
H2Otpp,0
ADENOSYLCOBINAMIDE[c],0
ACSERLY-RXN,0
CPD-316[c],0
CPD-18746[c],0
RXN-12541,0
RXN-17779,0
ALDOSE1EPIM-RXN,0
CPD-18490[c],0
CPD-19179[c],0
POLYMER-INST-D-3-HYDROXYACYL-COA-C6-H12[c],0
CPD-12476[c],0
SERINE-O-ACETTRAN-RXN,0
PROPIONYL-COA-CARBOXY-RXN,0
POLYMER-INST-L-3-HYDROXYACYL-COA-C12-H24[c],0
7-CYANO-7-DEAZAGUANINE[c],0
SUCCINYLDIAMINOPIMTRANS-RXN,0
EX_CPD0-1265,0
FE+3[p],0
PSERTRANSAMPYR-RXN,0
R122-RXN,0
RXN-7693,0
CPD-17968[c],0
ASPARAGHYD-RXN,0
RXN-14903,0
RXN-16113,0
CPD-20830[c],0
DIHYDRO-THYMINE[c],0
DAHPSYN-RXN,0
TAURINE[p],0
AMINO-ACETONE[c],0
3-hydroxypimeloyl-ACP-methyl-esters[c],0
RIBOFLAVINSYNREDUC-RXN,0
BR-[c],0
RXN-11479,0
RXN-17109,0
GLYCEROL[c],0
VAL[c],0
RXN-14272,0
PROTOPORGENOXI-RXN,0
RXN-9087,0
RXN-22248,0
C4[c],0
RXN-12715,0
DIHYDRONEOPTERIN-P[c],0
Octanoyl-ACPs[c],0
METHYLENETETRAHYDROMETHANOPTERIN[c],0
CPD-19042[c],0
MUCONATE-CYCLOISOMERASE-RXN,0
HOMOGENTISATE-12-DIOXYGENASE-RXN,0
RXN-13202,0
RXN0-6733,0
RXN-9532,0
CPD-24552[c],0
CPD-21413[c],0
CPD-20852[c],0
RXN-9537,0
CPD-12303[c],0
D-6-P-GLUCONO-DELTA-LACTONE[c],0
CPD-12137[c],0
RXN-13990,0
PROLINE-RACEMASE-RXN,0
RXN-11063,0
RXN-22237,0
6.3.2.10-RXN,0
XANTHOSINEPHOSPHORY-RXN,0
RXN-18392,0
EX_nh4,0
S2O3[c],0
RXN-16559,0
FRU1P[c],0
CU+2[c],0
CPD0-2189[c],0
RXN-12588,0
L-CYSTEATE[c],0
1.3.1.2-RXN,0
L-ASPARTATE-SEMIALDEHYDE[c],0
RXN-18397,0
UROPORPHYRINOGEN-III[c],0
CPDQT-30[c],0
CPD-13043[c],0
CPD-17329[c],0
CPD-10809[c],0
DIENOYLCOAREDUCT-RXN,0
23-Diaminopropanoate[c],0
CPD-13909[c],0
RXN-14014-DELTA1-PIPERIDEINE-2-6-DICARBOXYLATE/NADP/WATER//CPD-14443/NADPH/PROTON.72.,0
CPDQT-41[c],0
GMP[c],0
ADENOSYL-HOMO-CYS[c],0
3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN,0
CPD-3344[c],0
RXN-14264,0
CPD-17273[c],0
RXN-22286,0
TIGLYLCOA-HYDROXY-RXN,0
L-2-AMINOPENTANOIC-ACID[c],0
RXN-12195,0
D-MANNONATE[c],0
CPD-17947[c],0
Beta-hydroxydecanoyl-ACPs[c],0
RXN-15138,0
CPD0-882[c],0
b-Hydroxy-cis-D5-dodecenoyl-ACPs[c],0
CPD-17624[c],0
3-oxo-hexanoyl-ACPs[c],0
GLN[p],0
DIHYDROPYRIMIDINASE-RXN,0
1.1.1.8-RXN,0
6-PYRUVOYL-5678-TETRAHYDROPTERIN[c],0
UDP-NACMURALA-GLU-LIG-RXN,0
N-ACETYL-D-GLUCOSAMINE-1-P[c],0
ACETOACETYL-COA[c],0
RXN-11054,0
THIOSULFATE-SULFURTRANSFERASE-RXN,0
RXN-13179,0
RXN-2002,0
PRPPAMIDOTRANS-RXN,0
R-3-Hydroxypalmitoyl-ACPs[c],0
RXN-6002,0
ZN+2[p],0
DEOXYRIBOSE-P-ALD-RXN,0
PUTRESCINE[p],0
CPD-846[c],0
RXN-14715,0
3-HYDROXY-ANTHRANILATE[c],0
PROTOHEMEFERROCHELAT-RXN,0
SULFITE-REDUCT-RXN,0
RXN-14268,0
CIS-34-DEHYDROADIPYL-COA[c],0
EX_glt,0
RXN-10778,0
CPD0-903[c],0
CARBON-DIOXIDE[c],0
RXN-12734,0
CPD-12117[c],0
CPD-20839[c],0
CPD0-881[c],0
RNA[c],0
RXN-18604,0
RXN1G01-46,0
CPD-10783[c],0
NA+[c],0
CPD-24231[c],0
RXN-8768,0
CPD-9999[c],0
METHYLACETOACETYLCOATHIOL-RXN,0
FUMHYDR-RXN,0
RXN-18208,0
RXN-7609,0
Butanoyl-ACPs[c],0
PHOSPHORIBOSYL-ATP[c],0
CPD-18493[c],0
N5-METHYLGLUTAMINE[c],0
ETHANOL-AMINE[c],0
SUC[p],0
POLYMER-INST-3-KETOACYL-COA-C18-H36[c],0
CPD3O-4151[c],0
CPD1G-277[c],0
RIBOFLAVINKIN-RXN,0
UNDECAPRENYL-DIPHOSPHATASE-RXN,0
RXN-17345,0
RXN-18232,0
CPD-7036[c],0
RXN-9510,0
R502-RXN,0
THIAZOLSYN3-RXN,0
DIOHBUTANONEPSYN-RXN,0
MG+2[c],0
CPD-404[c],0
ACONITATEHYDR-RXN,0
RXN-8344,0
RXN-6261,0
L-ASPARTATEtex,0
L-1-PHOSPHATIDYL-SERINE[c],0
AMP-DEPHOSPHORYLATION-RXN,0
34-DIHYDROXYPHENYLACETYL-COA[c],0
UDPNACETYLGLUCOSAMACYLTRANS-RXN,0
CYTOCHROME-C-PEROXIDASE-RXN,0
H2PTEROATESYNTH-RXN,0
RXN-20459,0
CPD-4211[c],0
2C-METH-D-ERYTHRITOL-CYCLODIPHOSPHATE[c],0
ABC-19-RXN,0
RXN-9535,0
CPD-734[c],0
NIACINE[c],0
THIAMINE-P[c],0
REDUCED-MENAQUINONE[c],0
RXN-19326,0
1.5.1.9-RXN,0
5-HYDROXY-FERULOYL-COA[c],0
MET[c],0
RXN-17794,0
HOMOSERDEAM-RXN,0
CPD-19172[c],0
FE+3[e],0
PURINE[c],0
RXN-17473,0
RXN-19610,0
KDO2-LAUROYL-LIPID-IVA[c],0
RXN-10086,0
RXN0-7192,0
CPD-22404[c],0
CPD-13093[c],0
RXN-19304,0
METHYLBUT-CPD[c],0
RXN-12560,0
RXN-14064,0
KDOTRANS-RXN,0
OXALODECARB-RXN,0
CPD-12454[c],0
DIHYDROFOLATESYNTH-RXN,0
BETAINE[p],0
CPD-21210[c],0
RXN-15123,0
CPD-20746[c],0
CPD-17275[c],0
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN,0
CPD-206[c],0
EX_o2,0
CPD-13708[c],0
GLUTARYL-COA-DEHYDROGENASE-RXN,0
L-LYSINE-AMINOTRANSFERASE-RXN,0
R222-RXN,0
CPD-19154[c],0
FE3tex,0
3-oxo-cis-D9-hexadecenoyl-ACPs[c],0
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN,0
CPD-19161[c],0
RXN-11348,0
CPD-23219[c],0
PHENYLACETATE[c],0
Sulfurated-Sulfur-Acceptors[c],0
RXN-15129,0
CITtpp,0
5-P-BETA-D-RIBOSYL-AMINE[c],0
RXN-6201,0
RXN-13614,0
CPD-667[c],0
PYRROLINECARBREDUCT-RXN-PRO/NAD//L-DELTA1-PYRROLINE_5-CARBOXYLATE/NADH/PROTON.54.,0
GLYC3PDEHYDROGBIOSYN-RXN-GLYCEROL-3P/NADP//DIHYDROXY-ACETONE-PHOSPHATE/NADPH/PROTON.59.,0
RXN-16033,0
CPD-20833[c],0
GTP-CYCLOHYDRO-I-RXN,0
PYRUVATE-CARBOXYLASE-RXN,0
MALEYLACETOACETATE-ISOMERASE-RXN,0
OHACYL-COA-DEHYDROG-RXN-POLYMER-INST-L-3-HYDROXYACYL-COA-C16-H32/NAD//POLYMER-INST-3-KETOACYL-COA-C16-H32/NADH/PROTON.94.,0
RXN-9527,0
EX_ca2,0
THIAMINE[p],0
CPD-466[c],0
RXN-10659,0
1.14.11.1-RXN,0
PPPGPPHYDRO-RXN,0
CPD-17383[c],0
6.2.1.34-RXN,0
CPD-24236[c],0
RXN-10083,0
CPD0-2461[c],0
L-EPINEPHRINE[c],0
THIAMINE[e],0
CPD-12367[c],0
CPD-17370[c],0
CPD-18321[c],0
L-ALPHA-ALANINE[p],0
ZN+2[e],0
4.3.1.15-RXN,0
2-DEHYDRO-3-DEOXY-D-GALACTONATE[c],0
CPD-14675[c],0
PTAALT-RXN,0
RXN-14797,0
CPD-3617[c],0
HISTIDINAL[c],0
GUANOSINE-5DP-3DP[c],0
Cytochromes-C-Reduced[p],0
RXN-9673,0
RXN-17884,0
RXN-22319,0
CPD-22658[c],0
Decanoyl-ACPs[c],0
CPD-904[c],0
RXN66-569,0
RXN-19298,0
CPD-19158[c],0
POLYMER-INST-D-3-HYDROXYACYL-COA-C2-H4[c],0
URA-PHOSPH-RXN,0
RXN-19324,0
AMP[c],0
RXN66-478,0
DIHYDLIPACETRANS-RXN,0
METHGLYSYN-RXN,0
DTDPKIN-RXN,0
RXN-5901,0
CPD2DNV-3[c],0
RXN-8765,0
CL-[c],0
TRANS-RXN0-623-CPD-3617/ATP/CO-A/PROTON//CPD-10267/AMP/PPI/PROTON.51.,0
ADENYLOSUCCINATE-SYNTHASE-RXN,0
CPDQT-40[c],0
CPD-15678[c],0
RXNQT-4363,0
RXN-19249,0
RXN66-484,0
2-DEHYDROPANTOATE[c],0
carboxybiotin-L-lysine-in-BCCP-dimers[c],0
ACETYLPUTRESCINE-DEACETYLASE-RXN,0
RXN-17783,0
HG0[c],0
METHYLMALONYL-COA-MUT-RXN,0
Pi[e],0
CPD-18105[c],0
RXN-15140,0
ACETOLACTSYN-RXN,0
CPD-10420[c],0
CPD-17324[c],0
PANTEPADENYLYLTRAN-RXN,0
CPD-691[c],0
EX_cl,0
OHACYL-COA-DEHYDROG-RXN-POLYMER-INST-L-3-HYDROXYACYL-COA-C14-H28/NAD//CPD-10260/NADH/PROTON.68.,0
RXN-10708,0
RXN-10698,0
D-XYLULOSE[c],0
DIAMINOPIMDECARB-RXN,0
RXN-14515,0
3-DEHYDROQUINATE-SYNTHASE-RXN,0
RXN-11662,0
CPD-9873[c],0
RIBULP3EPIM-RXN,0
RXN2DNV-42,0
4-FUMARYL-ACETOACETATE[c],0
FORMATE[c],0
RXN-1,0
H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN,0
R310-RXN,0
2.3.1.155-RXN,0
XYLISOM-RXN,0
AMINOBENZCOALIG-RXN,0
RXN-12751,0
RXN-14090,0
N1-METHYLADENINE[c],0
CYTOCHROME-C-OXIDASE-RXN,0
CPD-21440[c],0
RXN-8675,0
CPD-19489[c],0
PRODISULFREDUCT-A-RXN-GLUTATHIONE/Oxidized-NrdH-Proteins//OXIDIZED-GLUTATHIONE/Reduced-NrdH-Proteins.79.,0
RXN-11832,0
CPD-21417[c],0
SHIKIMATE-KINASE-RXN,0
RXN-11350,0
10-FORMYL-DIHYDROFOLATE-GLU-N[c],0
CPD-16013[c],0
CA2tex,0
4OH2OXOGLUTARALDOL-RXN,0
CPD0-2231[c],0
GLYCOLATE[c],0
ASN[c],0
F16BDEPHOS-RXN,0
RXN-14794,0
CPD0-1965[c],0
UREA[c],0
CPD-19839[c],0
URACIL-PRIBOSYLTRANS-RXN,0
RXN-13061,0
PEPDEPHOS-RXN,0
CPD0-1080[c],0
TRP[c],0
DITP[c],0
CO+2[c],0
CPD-13469[c],0
AMPSYN-RXN,0
3-oxo-palmitoyl-ACPs[c],0
RXN0-2301,0
RXN-19295,0
CPDQT-39[c],0
CPD-12819[p],0
CPD-9407[c],0
1.3.1.54-RXN,0
PYRtpp,0
BIOTIN[p],0
RXN0-262,0
CPD-11670[c],0
D-ALANINE[c],0
CPD-13755[c],0
GLCtex,0
PSERTRANSAM-RXN,0
RIBOSE-5P[c],0
RXN0-984,0
