cadaverine_mean_OD,cadaverine_predicted_count,cadaverine_predicted_mass,glucose_mean_OD,glucose_predicted_count,glucose_predicted_mass,isethionate_mean_OD,isethionate_predicted_count,isethionate_predicted_mass,putresceine_mean_OD,putresceine_predicted_count,putresceine_predicted_mass,spermidine_mean_OD,spermidine_predicted_count,spermidine_predicted_mass,taurine_mean_OD,taurine_predicted_count,taurine_predicted_mass,xylose_mean_OD,xylose_predicted_count,xylose_predicted_mass,citrate_mean_OD,citrate_predicted_count,citrate_predicted_mass,DMSP_mean_OD,DMSP_predicted_count,DMSP_predicted_mass,fumarate_mean_OD,fumarate_predicted_count,fumarate_predicted_mass,GlcNac_mean_OD,GlcNac_predicted_count,GlcNac_predicted_mass,glycerol_mean_OD,glycerol_predicted_count,glycerol_predicted_mass,malate_mean_OD,malate_predicted_count,malate_predicted_mass,succinate_mean_OD,succinate_predicted_count,succinate_predicted_mass,carnitine_mean_OD,carnitine_predicted_count,carnitine_predicted_mass,cysteate_mean_OD,cysteate_predicted_count,cysteate_predicted_mass,3-OH_butyrate_mean_OD,3-OH_butyrate_predicted_count,3-OH_butyrate_predicted_mass,thymidine_mean_OD,thymidine_predicted_count,thymidine_predicted_mass,choline_mean_OD,choline_predicted_count,choline_predicted_mass,DHPS_mean_OD,DHPS_predicted_count,DHPS_predicted_mass,ectoine_mean_OD,ectoine_predicted_count,ectoine_predicted_mass,time (h)
0.19946666666666668,259666837.09882277,0.00024668349524388164,0.20632333333333336,268592884.62409484,0.00025516324039289015,0.19822,258043919.36695516,0.00024514172339860744,0.20071333333333335,261289754.83069044,0.00024822526708915594,0.19635,255609542.76915368,0.00024282906563069604,0.20009000000000002,260478295.9647566,0.0002474543811665188,0.19448000000000001,253175166.1713522,0.00024051640786278464,0.18700000000000006,243437659.78014642,0.00023126577679113917,0.18388333333333337,239380365.45047727,0.00022741134717795347,0.18201333333333336,236945988.85267586,0.00022509868941004212,0.1975966666666667,257232460.50102133,0.0002443708374759703,0.1807666666666667,235323071.12080815,0.0002235569175647678,0.1826366666666667,237757447.71860966,0.00022586957533267922,0.18326000000000003,238568906.58454344,0.00022664046125531632,0.18201333333333336,236945988.85267586,0.00022509868941004212,0.19448000000000001,253175166.1713522,0.00024051640786278464,0.18824666666666667,245060577.512014,0.00023280754863641337,0.19448000000000001,253175166.1713522,0.00024051640786278464,0.20258333333333337,263724131.42849192,0.00025053792485706734,0.22315333333333334,290502274.004308,0.00027597716030409265,0.1826366666666667,237757447.71860966,0.00022586957533267922,1.0
0.19697333333333333,256421001.6350875,0.00024359995155333317,0.20570000000000002,267781425.758161,0.00025439235447025305,0.19635,255609542.76915368,0.00024282906563069604,0.19697333333333333,256421001.6350875,0.00024359995155333317,0.19510333333333335,253986625.037286,0.00024128729378542177,0.19884333333333334,258855378.23288897,0.00024591260932124454,0.19261,250740789.57355076,0.00023820375009487327,0.18700000000000006,243437659.78014642,0.00023126577679113917,0.18326000000000003,238568906.58454344,0.00022664046125531632,0.18513000000000004,241003283.1823449,0.00022895311902322772,0.19510333333333335,253986625.037286,0.00024128729378542177,0.1807666666666667,235323071.12080815,0.0002235569175647678,0.18388333333333337,239380365.45047727,0.00022741134717795347,0.18575333333333335,241814742.04827875,0.00022972400494586487,0.1807666666666667,235323071.12080815,0.0002235569175647678,0.19323333333333334,251552248.4394846,0.00023897463601751042,0.187,243437659.78014636,0.0002312657767911391,0.19323333333333334,251552248.4394846,0.00023897463601751042,0.20009000000000002,260478295.9647566,0.0002474543811665188,0.21567333333333336,280764767.6131022,0.0002667265292324471,0.18201333333333336,236945988.85267586,0.00022509868941004212,2.0
0.19510333333333335,253986625.037286,0.00024128729378542177,0.2069466666666667,269404343.4900287,0.0002559341263155273,0.19510333333333335,253986625.037286,0.00024128729378542177,0.1957266666666667,254798083.90321985,0.0002420581797080589,0.19261,250740789.57355076,0.00023820375009487327,0.19697333333333333,256421001.6350875,0.00024359995155333317,0.19074000000000005,248306412.97574934,0.00023589109232696192,0.1882466666666667,245060577.512014,0.00023280754863641337,0.18326000000000003,238568906.58454344,0.00022664046125531632,0.18887000000000004,245872036.37794784,0.00023357843455905052,0.19385666666666668,252363707.30541843,0.00023974552194014754,0.1807666666666667,235323071.12080815,0.0002235569175647678,0.187,243437659.78014636,0.0002312657767911391,0.18949333333333337,246683495.2438817,0.00023434932048168764,0.18326000000000003,238568906.58454344,0.00022664046125531632,0.19323333333333334,251552248.4394846,0.00023897463601751042,0.18762333333333334,244249118.64608017,0.00023203666271377622,0.1919866666666667,249929330.70761696,0.00023743286417223614,0.20196,262912672.56255808,0.0002497670389344302,0.2125566666666667,276707473.2834331,0.00026287209961926145,0.18139000000000005,236134529.98674205,0.000224327803487405,3.0
0.19510333333333335,253986625.037286,0.00024128729378542177,0.21006333333333335,273461637.81969774,0.00025978855592871295,0.19323333333333334,251552248.4394846,0.00023897463601751042,0.19510333333333335,253986625.037286,0.00024128729378542177,0.1919866666666667,249929330.70761696,0.00023743286417223614,0.19822,258043919.36695516,0.00024514172339860744,0.1901166666666667,247494954.1098155,0.00023512020640432477,0.19323333333333334,251552248.4394846,0.00023897463601751042,0.18513000000000004,241003283.1823449,0.00022895311902322772,0.1975966666666667,257232460.50102133,0.0002443708374759703,0.19448000000000001,253175166.1713522,0.00024051640786278464,0.1807666666666667,235323071.12080815,0.0002235569175647678,0.19074,248306412.97574928,0.00023589109232696187,0.19884333333333334,258855378.23288897,0.00024591260932124454,0.1845066666666667,240191824.3164111,0.00022818223310059062,0.19261,250740789.57355076,0.00023820375009487327,0.18949333333333335,246683495.2438817,0.00023434932048168764,0.19074,248306412.97574928,0.00023589109232696187,0.2069466666666667,269404343.4900287,0.0002559341263155273,0.21006333333333335,273461637.81969774,0.00025978855592871295,0.1826366666666667,237757447.71860966,0.00022586957533267922,4.0
0.19510333333333335,253986625.037286,0.00024128729378542177,0.21505,279953308.7471683,0.0002659556433098099,0.19261,250740789.57355076,0.00023820375009487327,0.19510333333333335,253986625.037286,0.00024128729378542177,0.19261,250740789.57355076,0.00023820375009487327,0.20009000000000002,260478295.9647566,0.0002474543811665188,0.18949333333333337,246683495.2438817,0.00023434932048168764,0.20071333333333335,261289754.83069044,0.00024822526708915594,0.18762333333333336,244249118.64608017,0.00023203666271377622,0.2088166666666667,271838720.0878301,0.0002582467840834387,0.1957266666666667,254798083.90321985,0.0002420581797080589,0.18139000000000005,236134529.98674205,0.000224327803487405,0.1975966666666667,257232460.50102133,0.0002443708374759703,0.21006333333333335,273461637.81969774,0.00025978855592871295,0.18575333333333335,241814742.04827875,0.00022972400494586487,0.1919866666666667,249929330.70761696,0.00023743286417223614,0.19385666666666668,252363707.30541843,0.00023974552194014754,0.19074,248306412.97574928,0.00023589109232696187,0.21193333333333333,275896014.4174991,0.00026210121369662424,0.20944000000000002,272650178.9537639,0.0002590176700060758,0.1845066666666667,240191824.3164111,0.00022818223310059062,5.0
0.19510333333333335,253986625.037286,0.00024128729378542177,0.2144266666666667,279141849.8812346,0.0002651847573871729,0.1919866666666667,249929330.70761696,0.00023743286417223614,0.1957266666666667,254798083.90321985,0.0002420581797080589,0.19448000000000001,253175166.1713522,0.00024051640786278464,0.20445333333333335,266158508.02629334,0.00025285058262497875,0.1882466666666667,245060577.512014,0.00023280754863641337,0.21193333333333333,275896014.4174991,0.00026210121369662424,0.19323333333333334,251552248.4394846,0.00023897463601751042,0.22440000000000002,292125191.73617566,0.00027751893214936695,0.2125566666666667,276707473.2834331,0.00026287209961926145,0.1826366666666667,237757447.71860966,0.00022586957533267922,0.20570000000000002,267781425.758161,0.00025439235447025305,0.22377666666666665,291313732.87024176,0.00027674804622672975,0.18887000000000004,245872036.37794784,0.00023357843455905052,0.19261,250740789.57355076,0.00023820375009487327,0.19884333333333334,258855378.23288897,0.00024591260932124454,0.19074,248306412.97574928,0.00023589109232696187,0.21692,282387685.34496975,0.0002682683010777213,0.20819333333333337,271027261.2218963,0.00025747589816080155,0.18887000000000004,245872036.37794784,0.00023357843455905052,6.0
0.19510333333333335,253986625.037286,0.00024128729378542177,0.24621666666666672,320526252.0438594,0.0003044999394416665,0.19136333333333333,249117871.84168312,0.000236661978249599,0.1957266666666667,254798083.90321985,0.0002420581797080589,0.19635,255609542.76915368,0.00024282906563069604,0.20570000000000002,267781425.758161,0.00025439235447025305,0.18762333333333336,244249118.64608017,0.00023203666271377622,0.23001000000000002,299428321.52958,0.0002844569054531011,0.19822,258043919.36695516,0.00024514172339860744,0.29982333333333333,390311714.51416796,0.0003707961287884596,0.2013366666666667,262101213.69662425,0.00024899615301179304,0.1826366666666667,237757447.71860966,0.00022586957533267922,0.21193333333333336,275896014.4174992,0.0002621012136966243,0.24684000000000003,321337710.9097932,0.0003052708253643036,0.19074,248306412.97574928,0.00023589109232696187,0.19261,250740789.57355076,0.00023820375009487327,0.20382999999999998,265347049.1603595,0.0002520796967023416,0.19011666666666668,247494954.1098155,0.00023512020640432477,0.2387366666666667,310788745.6526535,0.0002952493083700209,0.2069466666666667,269404343.4900287,0.0002559341263155273,0.19261,250740789.57355076,0.00023820375009487327,7.0
0.19697333333333333,256421001.6350875,0.00024359995155333317,0.23624333333333333,307542910.18891823,0.00029216576467947235,0.19074,248306412.97574928,0.00023589109232696187,0.1957266666666667,254798083.90321985,0.0002420581797080589,0.2013366666666667,262101213.69662425,0.00024899615301179304,0.22128333333333333,288067897.4065065,0.0002736645025361812,0.18762333333333336,244249118.64608017,0.00023203666271377622,0.2805,365156489.67021954,0.00034689866518670866,0.20383,265347049.1603595,0.0002520796967023416,0.28174666666666665,366779407.4020871,0.0003484404370319828,0.21629666666666666,281576226.479036,0.0002674974151550842,0.18326000000000003,238568906.58454344,0.00022664046125531632,0.22876333333333335,297805403.7977124,0.00028291513360782685,0.32849666666666666,427638822.34712374,0.0004062568812297676,0.19448000000000001,253175166.1713522,0.00024051640786278464,0.1919866666666667,249929330.70761696,0.00023743286417223614,0.21131,275084555.55156535,0.00026133032777398714,0.19011666666666668,247494954.1098155,0.00023512020640432477,0.24559333333333333,319714793.1779255,0.0003037290535190293,0.20632333333333336,268592884.62409484,0.00025516324039289015,0.19946666666666668,259666837.09882277,0.00024668349524388164,8.0
0.20009000000000002,260478295.9647566,0.0002474543811665188,0.22627,294559568.33397704,0.0002798315899172783,0.19074,248306412.97574928,0.00023589109232696187,0.1957266666666667,254798083.90321985,0.0002420581797080589,0.20819333333333337,271027261.2218963,0.00025747589816080155,0.21879,284822061.94277126,0.00027058095884563275,0.1882466666666667,245060577.512014,0.00023280754863641337,0.29109666666666667,378951290.3910945,0.0003600037258715398,0.20819333333333337,271027261.2218963,0.00025747589816080155,0.30855000000000005,401672138.63724154,0.0003815885317053795,0.22938666666666666,298616862.66364616,0.00028368601953046395,0.1826366666666667,237757447.71860966,0.00022586957533267922,0.2586833333333334,336755429.36253583,0.0003199176578944091,0.3260033333333333,424392986.88338846,0.0004031733375392191,0.19946666666666668,259666837.09882277,0.00024668349524388164,0.19448000000000001,253175166.1713522,0.00024051640786278464,0.22190666666666667,288879356.2724403,0.00027443538845881835,0.19261,250740789.57355076,0.00023820375009487327,0.25369666666666674,330263758.4350653,0.0003137505705133121,0.2069466666666667,269404343.4900287,0.0002559341263155273,0.20819333333333337,271027261.2218963,0.00025747589816080155,9.0
0.20196,262912672.56255808,0.0002497670389344302,0.23250333333333337,302674156.9933154,0.00028754044914364966,0.1919866666666667,249929330.70761696,0.00023743286417223614,0.19822,258043919.36695516,0.00024514172339860744,0.21629666666666666,281576226.479036,0.0002674974151550842,0.22564666666666666,293748109.4680432,0.00027906070399464115,0.18762333333333336,244249118.64608017,0.00023203666271377622,0.30294000000000004,394369008.8438371,0.0003746505584016453,0.21567333333333336,280764767.6131022,0.0002667265292324471,0.3353533333333334,436564869.8723959,0.0004147366263787762,0.24372333333333335,317280416.5801241,0.00030141639575111795,0.18388333333333337,239380365.45047727,0.00022741134717795347,0.26741000000000004,348115853.4856093,0.00033071006081132896,0.3372233333333334,438999246.4701973,0.00041704928414668753,0.20383,265347049.1603595,0.0002520796967023416,0.19385666666666668,252363707.30541843,0.00023974552194014754,0.2443466666666667,318091875.4460579,0.0003021872816737551,0.19011666666666668,247494954.1098155,0.00023512020640432477,0.2686566666666667,349738771.217477,0.00033225183265660327,0.20570000000000002,267781425.758161,0.00025439235447025305,0.21754333333333334,283199144.2109036,0.00026903918700035845,10.0
