source	ec_number	kcat_value	kcat_value_end	kcat_unit	substrate	organism	uniprot_id	bigg_reaction_ids	bigg_match_basis	substrate_mnx	product_mnx	pH	temperature_C	buffer	cellular_location	sabiork_entry_id	sabiork_reaction_id	kegg_reaction_id	reactome_reaction_id	pubmed_id	parameter.name	param_type	substrate_from_param	parameter.standardDeviation	Product
SABIO-RK	1.5.1.3	6.18		1/s	Dihydrofolate;NADPH;H+	Escherichia coli	P0ABQ4	DHFR	ec:1.00+uniprot:0.50+metabolites:0.25=1.75	MNXM1103936	MNXM1;MNXM281;MNXM738702	7.0	15.0	[ 50 mM Morpholinoethanesulfonic acid, 25 mM tris(hydroxymethyl)aminomethane, 25 mM ethanolamine, 100 mM NaCl, 14 mM 2-mercaptoethanol,  50 mM Morpholinoethanesulfonic acid, 25 mM tris(hydroxymethyl)aminomethane, 25 mM ethanolamine, 100 mM NaCl, 14 mM 2-mercaptoethanol]	[unknown, unknown, unknown, unknown, unknown, unknown]	100	100	R00939	R-DRE-197972;R-SSC-197972;R-MMU-197972;R-XTR-197972;R-CEL-197972;R-HSA-197972;R-SCE-197972;R-BTA-197972;R-CFA-197972;R-TGU-197972;R-DDI-197972;R-GGA-197972;R-SPO-197972;R-DME-197972;R-RNO-197972	15740745.0	k_cat	kcat		-	5,6,7,8-Tetrahydrofolate;NADP+
SABIO-RK	4.3.3.7	124.0		1/s	L-Aspartate 4-semialdehyde;Pyruvate	Escherichia coli	P63944 P0A6L2 P63943	DHDPS	uniprot:0.33+metabolites:0.67=1.00	MNXM23;MNXM361	MNXM807	8.0	30.0	[ 100 mM HEPES,  100 mM HEPES]	[unknown, unknown, unknown, unknown, unknown]	304	2256	R02292		15194235.0	kcat	kcat		-	H2O;L-2,3-Dihydrodipicolinate
SABIO-RK	1.14.11.17	12.5		1/s	2-Oxoglutarate;Taurine;O2	Escherichia coli	P37610	TAUDO	ec:1.00+uniprot:1.00+metabolites:0.42=2.42	MNXM1368744;MNXM282	MNXM13;MNXM2212;MNXM25	8.0	30.0	[ 5 mM Tris/HCl,  5 mM Tris/HCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	1038	4928	R05320		15751960.0	k_cat	kcat		5E-1	Succinate;Sulfite;Aminoacetaldehyde;CO2
SABIO-RK	1.14.11.17	10.4		1/s	Taurine;O2;2-Oxoglutarate	Escherichia coli	P37610	TAUDO	ec:1.00+uniprot:1.00+metabolites:0.42=2.42	MNXM1368744;MNXM282	MNXM13;MNXM2212;MNXM25	6.9	30.0	[ 10 mM imidazole,  10 mM imidazole]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	1050	4928	R05320		15751960.0	k_cat	kcat		-	Aminoacetaldehyde;CO2;Sulfite;Succinate
SABIO-RK	1.14.11.17	2.1		1/s	2-Oxoglutarate;O2;Pentanesulfonic acid	Escherichia coli	P37610	TAUDO	ec:1.00+uniprot:1.00+metabolites:0.20=2.20	MNXM1368744	MNXM13;MNXM25	6.9	30.0	[ 10 mM imidazole,  10 mM imidazole]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	1052	6541			15751960.0	k_cat	kcat		6E-1	Sulfite;Succinate;CO2;Pentanal
SABIO-RK	1.14.11.17	3.5		1/s	Pentanesulfonic acid;2-Oxoglutarate;O2	Escherichia coli	P37610	TAUDO	ec:1.00+uniprot:1.00+metabolites:0.20=2.20	MNXM1368744	MNXM13;MNXM25	8.0	30.0	[ 5 mM Tris/HCl,  5 mM Tris/HCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	1055	6541			15751960.0	k_cat	kcat		-	Succinate;Sulfite;Pentanal;CO2
SABIO-RK	1.14.11.17	0.95		1/s	O2;2-Oxoglutarate;3-N-Morpholinopropanesulfonic acid	Escherichia coli	P37610	TAUDO	ec:1.00+uniprot:1.00+metabolites:0.20=2.20	MNXM1368744	MNXM13;MNXM25	6.9	30.0	[ 10 mM imidazole,  10 mM imidazole]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	1058	6485			15751960.0	k_cat	kcat		3E-2	CO2;3-N-Morpholinopropanal;Sulfite;Succinate
SABIO-RK	1.14.11.17	1.7		1/s	O2;2-Oxoglutarate;3-N-Morpholinopropanesulfonic acid	Escherichia coli	P37610	TAUDO	ec:1.00+uniprot:1.00+metabolites:0.20=2.20	MNXM1368744	MNXM13;MNXM25	8.0	30.0	[ 5 mM Tris/HCl,  5 mM Tris/HCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	1061	6485			15751960.0	k_cat	kcat		7E-1	3-N-Morpholinopropanal;Succinate;CO2;Sulfite
SABIO-RK	1.14.11.17	1.83		1/s	3-N-Morpholinopropanesulfonic acid;2-Oxoglutarate;O2	Escherichia coli	P37610	TAUDO	ec:1.00+uniprot:1.00+metabolites:0.20=2.20	MNXM1368744	MNXM13;MNXM25	8.0	30.0	[ 5 mM Tris/HCl,  5 mM Tris/HCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	1062	6485			15751960.0	k_cat	kcat		6.3E-1	CO2;Sulfite;3-N-Morpholinopropanal;Succinate
SABIO-RK	1.14.11.17	1.67		1/s	3-N-Morpholinopropanesulfonic acid;2-Oxoglutarate;O2	Escherichia coli	P37610	TAUDO	ec:1.00+uniprot:1.00+metabolites:0.20=2.20	MNXM1368744	MNXM13;MNXM25	8.0	30.0	[ 5 mM Tris/HCl,  5 mM Tris/HCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	1063	6485			15751960.0	k_cat	kcat		2.2E-1	CO2;Succinate;3-N-Morpholinopropanal;Sulfite
SABIO-RK	3.4.11.18	39.0		1/s	H2O;Met-Gly-Met-Met	Escherichia coli	P0AE18	HCYSMT2	metabolites:0.25=0.25		MNXM738804	7.5	30.0	[ 25 mM HEPES, 150 mM KCl,  25 mM HEPES, 150 mM KCl]	[unknown, unknown, unknown, unknown, unknown, unknown]	1754	6747			12755633.0	kcat	kcat		-	L-Methionine;Gly-Met-Met
SABIO-RK	3.4.11.18	28.0		1/s	H2O;Met-Gly-Met-Met	Escherichia coli	P0AE18	HCYSMT2	metabolites:0.25=0.25		MNXM738804	7.5	30.0	[ 25 mM HEPES, 150 mM KCl,  25 mM HEPES, 150 mM KCl]	[unknown, unknown, unknown, unknown, unknown, unknown]	1756	6747			12755633.0	kcat	kcat		-	L-Methionine;Gly-Met-Met
SABIO-RK	3.4.11.18	0.59		1/s	H2O;Met-Pro-p-nitroanilide	Escherichia coli	P0AE18	HCYSMT2	metabolites:0.25=0.25		MNXM738804	7.5	30.0	[ 25 mM HEPES, 150 mM KCl,  25 mM HEPES, 150 mM KCl]	[unknown, unknown, unknown, unknown, unknown, unknown]	1758	6748			12755633.0	kcat	kcat		-	Prolyl-p-nitroanilide;L-Methionine
SABIO-RK	3.4.11.18	1.4		1/s	Met-Pro-p-nitroanilide;H2O	Escherichia coli	P0AE18	HCYSMT2	metabolites:0.25=0.25		MNXM738804	7.5	30.0	[ 25 mM HEPES, 150 mM KCl,  25 mM HEPES, 150 mM KCl]	[unknown, unknown, unknown, unknown, unknown, unknown]	1760	6748			12755633.0	kcat	kcat		-	Prolyl-p-nitroanilide;L-Methionine
SABIO-RK	3.4.11.18	83.33333		1/s	H2O;Met-Gly-Met-Met	Escherichia coli	P0AE18	HCYSMT2	metabolites:0.25=0.25		MNXM738804	5.5	30.0	[ 30 mM MES (pH 5.5-6.0) / PIPES (pH 6.5-6.75) / HEPES (pH 7.0-8.0) / EPPS (pH 8.0-8.5), 150 mM KCl,  30 mM MES (pH 5.5-6.0) / PIPES (pH 6.5-6.75) / HEPES (pH 7.0-8.0) / EPPS (pH 8.0-8.5), 150 mM KCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	1762	6747			12755633.0	kcat_max	kcat		1.666667E1	Gly-Met-Met;L-Methionine
SABIO-RK	6.1.1.21	130.0		1/s	L-Histidine;ATP;tRNA(His)	Escherichia coli	P60906 P60908 P60907	HISTRS	ec:1.00+uniprot:0.33+metabolites:0.33=1.67	MNXM1107769;MNXM3;MNXM90878	MNXM11;MNXM728294;MNXM741218;MNXM741220	7.5	37.0	[ 10 mM HEPES, 100 mM KCl, 1 mM DTT, 10 mM MgCl2,  10 mM HEPES, 100 mM KCl, 1 mM DTT, 10 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	1868	410	R03655	R-HSA-380234;R-HSA-379844	15751955.0	kcat1	kcat		5E0	L-Histidyl-tRNA(His);Diphosphate;AMP
SABIO-RK	6.1.1.21	2.02		1/s	L-Histidine;ATP;tRNA(His)	Escherichia coli	P60906 P60908 P60907	HISTRS	ec:1.00+uniprot:0.33+metabolites:0.33=1.67	MNXM1107769;MNXM3;MNXM90878	MNXM11;MNXM728294;MNXM741218;MNXM741220	7.5	37.0	[ 10 mM HEPES, 100 mM KCl, 1 mM DTT, 10 mM MgCl2,  10 mM HEPES, 100 mM KCl, 1 mM DTT, 10 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	1868	410	R03655	R-HSA-380234;R-HSA-379844	15751955.0	kcat2	kcat		-	L-Histidyl-tRNA(His);Diphosphate;AMP
SABIO-RK	6.1.1.16	99.6		1/s	ATP;L-Cysteine;tRNA(Cys)	Escherichia coli	P21888 Q8XCT9 Q8FK44	CYSTRS	ec:1.00+uniprot:0.33+metabolites:0.70=2.03	MNXM162355;MNXM3;MNXM738068	MNXM11;MNXM728294;MNXM729657;MNXM729661	7.5	22.0	[ 20 mM Tris-HCl, 1 mM DTT,  20 mM Tris-HCl, 1 mM DTT]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	1973	405	R03650	R-HSA-379887;R-HSA-380158	12974627.0	kcat_A	kcat		7.8E0	L-Cysteinyl-tRNA(Cys);Diphosphate;AMP
SABIO-RK	6.1.1.16	141.9		1/s	ATP;L-Cysteine;tRNA(Cys)	Escherichia coli	P21888 Q8XCT9 Q8FK44	CYSTRS	ec:1.00+uniprot:0.33+metabolites:0.70=2.03	MNXM162355;MNXM3;MNXM738068	MNXM11;MNXM728294;MNXM729657;MNXM729661	7.5	22.0	[ 20 mM Tris-HCl, 1 mM DTT,  20 mM Tris-HCl, 1 mM DTT]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	1973	405	R03650	R-HSA-379887;R-HSA-380158	12974627.0	kcat_B	kcat		1.2E0	L-Cysteinyl-tRNA(Cys);Diphosphate;AMP
SABIO-RK	6.1.1.16	2.46		1/s	ATP;L-Cysteine;tRNA(Cys)	Escherichia coli	Q8FK44 Q8XCT9 P21888	CYSTRS	ec:1.00+uniprot:0.33+metabolites:0.70=2.03	MNXM162355;MNXM3;MNXM738068	MNXM11;MNXM728294;MNXM729657;MNXM729661	6.0	30.0	[ 25 mM sodium acetate, 10 mM MgCl2, 5 mM DTT,  25 mM sodium acetate, 10 mM MgCl2, 5 mM DTT]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	1986	405	R03650	R-HSA-379887;R-HSA-380158	12974627.0	kcat	kcat		6E-2	AMP;Diphosphate;L-Cysteinyl-tRNA(Cys)
SABIO-RK	3.1	60.0		1/s	Bis-4-nitrophenyl phosphate;H2O	Escherichia coli	P0A8V0	23PDE2pp;23PDE4pp;23PDE7pp;23PDE9pp;3NTD2pp;3NTD4pp;3NTD7pp;3NTD9pp;ACGAL1PPpp;ACGAM1PPpp;ASCBPL;BPNT;ENTERES;FA100ACPHi;FA120ACPHi;FA140ACPHi;FA141ACPHi;FA160ACPHi;FA161ACPHi;FA80ACPHi;FACOAE100;FACOAE120;FACOAE140;FACOAE160;FACOAE180;FBP;G1PPpp;G2PP;G2PPpp;G3PT;G6PP;GAL1PPpp;GDPTPDP;GLYOX;GPDDA1;GPDDA1pp;GPDDA2;GPDDA2pp;GPDDA3;GPDDA3pp;GPDDA4;GPDDA4pp;GPDDA5;GPDDA5pp;HISTP;HYPOE;KDOPP;LPLIPAL1A120pp;LPLIPAL1A140pp;LPLIPAL1A141pp;LPLIPAL1A160pp;LPLIPAL1A180pp;LPLIPAL2A120;LPLIPAL2A140;LPLIPAL2A141;LPLIPAL2A160;LPLIPAL2A180;LPLIPAL2E160;LPLIPAL2E180;MI1PP;NADPPPS;NTD1;NTD10;NTD10pp;NTD11;NTD11pp;NTD1pp;NTD2;NTD2pp;NTD3;NTD3pp;NTD4;NTD4pp;NTD5;NTD5pp;NTD6;NTD6pp;NTD7;NTD7pp;NTD8;NTD8pp;NTD9;NTD9pp;NTPTP1;PAPA160;PAPA160pp;PDE1;PDE4;PDXPP;PGL;PGLYCP;PGPP120;PGPP120pp;PGPP160;PGPP160pp;PGPP161;PGPP161pp;PGPP180;PGPP180pp;PGPP181;PGPP181pp;PLIPA1A120pp;PLIPA1A140pp;PLIPA1A141pp;PLIPA1A160pp;PLIPA1A180pp;PLIPA1E160pp;PLIPA1E180pp;PLIPA2A120pp;PLIPA2A140pp;PLIPA2A141pp;PLIPA2A160pp;PLIPA2A180pp;PMDPHT;PMEACPE;PPGPPDP;PSP_L;PSP_Lpp;PTHRpp;PYDXPP;RZ5PP;SFGTHi;TRE6PP	ec:0.50=0.50	MNXM16363	MNXM3867;MNXM526	7.4	22.0	[ 50 mM Tris-HCl, 0.1% Triton-X-100,  50 mM Tris-HCl, 0.1% Triton-X-100]	[unknown, unknown, unknown, unknown, unknown]	2037	6769			15301536.0	kcat	kcat		6E0	4-Nitrophenyl phosphate;p-Nitrophenol
SABIO-RK	1.8.1.9	20.83333		1/s	H+;NADPH;Oxidized thioredoxin	Escherichia coli	P0A9P4	TRDR	ec:1.00+uniprot:0.33=1.33	MNXM741334	MNXM1;MNXM729076;MNXM729077;MNXM738702	7.0	25.0	[ 0.1 M sodium phosphate, 2 mM EDTA, 0.1 mg/ml BSA, 0.5 mM 5,5'-dithiobis(2-nitrobenzoic acid),  0.1 M sodium phosphate, 2 mM EDTA, 0.1 mg/ml BSA, 0.5 mM 5,5'-dithiobis(2-nitrobenzoic acid)]	[unknown, unknown, unknown, unknown, unknown, unknown]	2435	489	R02016		14744138.0	Kcat	kcat		1.666667E0	NADP+;Reduced thioredoxin
SABIO-RK	1.8.1.9	17.83333		1/s	H+;Oxidized thioredoxin;NADPH	Escherichia coli	P0A9P4	TRDR	ec:1.00+uniprot:0.33=1.33	MNXM741334	MNXM1;MNXM729076;MNXM729077;MNXM738702	7.0	25.0	[ 0.1 M sodium phosphate, 2 mM EDTA, 0.1 mg/ml BSA, 0.5 mM 5,5'-dithiobis(2-nitrobenzoic acid),  0.1 M sodium phosphate, 2 mM EDTA, 0.1 mg/ml BSA, 0.5 mM 5,5'-dithiobis(2-nitrobenzoic acid)]	[unknown, unknown, unknown, unknown, unknown, unknown]	2436	489	R02016		14744138.0	Kcat	kcat		3.333333E0	Reduced thioredoxin;NADP+
SABIO-RK	2.5.1.55	4.5		1/s	D-Arabinose 5-phosphate;Phosphoenolpyruvate;H2O	Escherichia coli		APCS;HEPT2;KDOPS;UDCPDPS	ec:1.00=1.00	MNXM739663;MNXM9	MNXM1137677;MNXM73	7.8	22.0	[ 50 mM Tris-HCl,  50 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown, unknown]	2598	3075	R03254		14701842.0	kcat	kcat		-	3-Deoxy-D-manno-octulosonate 8-phosphate;Phosphate
SABIO-RK	6.3.4.2	9.5		1/s	UTP;ATP;NH3	Escherichia coli		CTPS2	ec:1.00+metabolites:0.27=1.27	MNXM1101474;MNXM3	MNXM1103718;MNXM40333;MNXM9	8.0	37.0	[ 70 mM HEPES, 0.5 mM EGTA, 10 mM MgCl2,  70 mM HEPES, 0.5 mM EGTA, 10 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	2618	458	R00571		15511226.0	kcat	kcat		5.3E-1	ADP;CTP;Phosphate
SABIO-RK	6.3.4.2	6.1		1/s	L-Glutamine;ATP;UTP;H2O	Escherichia coli		CTPS2	ec:1.00+metabolites:0.35=1.35	MNXM1101474;MNXM3	MNXM1103718;MNXM40333;MNXM741173;MNXM9	8.0	37.0	[ 70 mM HEPES, 0.5 mM EGTA, 10 mM MgCl2, 0.25 mM GTP,  70 mM HEPES, 0.5 mM EGTA, 10 mM MgCl2, 0.25 mM GTP]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	2619	459	R00573		15511226.0	kcat	kcat		8E-1	ADP;Phosphate;L-Glutamate;CTP
SABIO-RK	6.3.4.2	14.0		1/s	ATP;UTP;Hydroxylamine	Escherichia coli		CTPS2	ec:1.00+metabolites:0.28=1.28	MNXM1101474;MNXM3;MNXM730229	MNXM40333;MNXM9	8.0	37.0	[ 70 mM HEPES, 0.5 mM EGTA, 10 mM MgCl2,  70 mM HEPES, 0.5 mM EGTA, 10 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	2622	6951			15511226.0	kcat	kcat		1.8E0	N4-Hydroxyl-CTP;ADP;Phosphate
SABIO-RK	6.3.4.2	0.453		1/s	L-gamma-Glutamyl hydroxamate;ATP;UTP;H2O	Escherichia coli		CTPS2	ec:1.00+metabolites:0.40=1.40	MNXM1101474;MNXM3	MNXM40333;MNXM741173;MNXM9	8.0	37.0	[ 70 mM HEPES, 0.5 mM EGTA, 10 mM MgCl2, 0.25 mM GTP,  70 mM HEPES, 0.5 mM EGTA, 10 mM MgCl2, 0.25 mM GTP]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	2626	6953			15511226.0	kcat	kcat		1E-3	L-Glutamate;Phosphate;N4-Hydroxyl-CTP;ADP
SABIO-RK	6.3.4.2	1.41		1/s	H2O;L-gamma-Glutamyl hydrazide;UTP;ATP	Escherichia coli		CTPS2	ec:1.00+metabolites:0.40=1.40	MNXM1101474;MNXM3	MNXM40333;MNXM741173;MNXM9	8.0	37.0	[ 70 mM HEPES, 0.5 mM EGTA, 10 mM MgCl2, 0.25 mM GTP,  70 mM HEPES, 0.5 mM EGTA, 10 mM MgCl2, 0.25 mM GTP]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	2628	6952			15511226.0	kcat	kcat		4E-2	N4-Amino-CTP;ADP;Phosphate;L-Glutamate
SABIO-RK	6.3.4.2	5.62		1/s	L-Glutamine;H2O	Escherichia coli		GLUN;GLUNpp	ec:1.00+metabolites:0.25=1.25		MNXM741173	8.0	37.0	[ 70 mM HEPES, 0.5 mM EGTA, 10 mM MgCl2, 1 mM ATP, 1 mM UTP, 0.25 mM GTP,  70 mM HEPES, 0.5 mM EGTA, 10 mM MgCl2, 1 mM ATP, 1 mM UTP, 0.25 mM GTP]	[unknown, unknown, unknown, unknown, unknown]	2629	762	R00256	R-XTR-70609;R-GGA-70609;R-BTA-70609;R-TGU-70609;R-DME-70609;R-HSA-70609;R-DDI-70609;R-SSC-70609;R-CEL-70609;R-RNO-70609;R-CFA-70609;R-MMU-70609;R-DRE-70609	15511226.0	kcat	kcat		1.2E-1	NH3;L-Glutamate
SABIO-RK	6.3.4.2	0.93		1/s	H2O;L-gamma-Glutamyl hydroxamate	Escherichia coli		GLUN;GLUNpp	ec:1.00+metabolites:0.17=1.17		MNXM730229;MNXM741173	8.0	37.0	[ 70 mM HEPES, 0.5 mM EGTA, 10 mM MgCl2, 1 mM ATP, 1 mM UTP, 0.25 mM GTP,  70 mM HEPES, 0.5 mM EGTA, 10 mM MgCl2, 1 mM ATP, 1 mM UTP, 0.25 mM GTP]	[unknown, unknown, unknown, unknown, unknown]	2631	6921			15511226.0	kcat	kcat		4E-2	L-Glutamate;Hydroxylamine
SABIO-RK	3.5.2.3	160.0		1/s	N-Carbamoyl-L-aspartate	Escherichia coli	P05020	DHORTS	ec:1.00+uniprot:1.00+metabolites:0.50=2.50	MNXM252	MNXM465	5.8		[ 50 mM MES]	[unknown, unknown, unknown, unknown]	2737	399	R01993	R-SPO-73571;R-DDI-73571;R-DME-73571;R-TGU-73571;R-SSC-73571;R-GGA-73571;R-CFA-73571;R-GGA-419465;R-RNO-73571;R-XTR-73571;R-PFA-73571;R-HSA-73571;R-MMU-73571;R-DRE-73571;R-BTA-73571;R-SCE-73571;R-OSA-73571;R-ATH-73571;R-CEL-73571	15610022.0	kcat	kcat		8E0	H2O;L-Dihydroorotate
SABIO-RK	3.5.2.3	100.0		1/s	H2O;L-Dihydroorotate	Escherichia coli	P05020	DHORTS	ec:1.00+uniprot:1.00+metabolites:0.50=2.50	MNXM252	MNXM465	8.0		[ 50 mM HEPES]	[unknown, unknown, unknown, unknown]	2738	399	R01993	R-PFA-73571;R-DDI-73571;R-RNO-73571;R-CFA-73571;R-DRE-73571;R-XTR-73571;R-SSC-73571;R-MMU-73571;R-SPO-73571;R-OSA-73571;R-GGA-419465;R-BTA-73571;R-TGU-73571;R-CEL-73571;R-SCE-73571;R-DME-73571;R-GGA-73571;R-ATH-73571;R-HSA-73571	15610022.0	kcat	kcat		1.6E0	N-Carbamoyl-L-aspartate
SABIO-RK	3.5.2.3	4.4		1/s	L-6-Thiodihydroorotate;H2O	Escherichia coli	P05020	DHORTS	ec:1.00+uniprot:1.00+metabolites:0.25=2.25		MNXM465	8.0		[ 50 mM HEPES]	[unknown, unknown, unknown, unknown]	2739	6924			15610022.0	kcat	kcat		2E-1	N-Carbamoyl-L-aspartate
SABIO-RK	3.5.2.3	25.0		1/s	N-Carbamoyl-L-aspartate	Escherichia coli	P05020	DHORTS	ec:1.00+uniprot:1.00+metabolites:0.50=2.50	MNXM252	MNXM465	5.8		[ 50 mM MES]	[unknown, unknown, unknown, unknown]	2740	399	R01993	R-OSA-73571;R-XTR-73571;R-SPO-73571;R-HSA-73571;R-DRE-73571;R-ATH-73571;R-RNO-73571;R-CEL-73571;R-GGA-73571;R-MMU-73571;R-GGA-419465;R-SCE-73571;R-CFA-73571;R-BTA-73571;R-DME-73571;R-TGU-73571;R-SSC-73571;R-DDI-73571;R-PFA-73571	15610022.0	kcat	kcat		1.4E0	L-Dihydroorotate;H2O
SABIO-RK	3.5.2.3	15.0		1/s	H2O;L-Dihydroorotate	Escherichia coli	P05020	DHORTS	ec:1.00+uniprot:1.00+metabolites:0.50=2.50	MNXM252	MNXM465	8.0		[ 50 mM HEPES]	[unknown, unknown, unknown, unknown]	2741	399	R01993	R-SPO-73571;R-SSC-73571;R-XTR-73571;R-OSA-73571;R-CEL-73571;R-DME-73571;R-DRE-73571;R-CFA-73571;R-MMU-73571;R-TGU-73571;R-BTA-73571;R-PFA-73571;R-HSA-73571;R-ATH-73571;R-DDI-73571;R-GGA-419465;R-SCE-73571;R-RNO-73571;R-GGA-73571	15610022.0	kcat	kcat		1.4E0	N-Carbamoyl-L-aspartate
SABIO-RK	3.5.2.3	8.2		1/s	N-Carbamoyl-L-aspartate	Escherichia coli	P05020	DHORTS	ec:1.00+uniprot:1.00+metabolites:0.50=2.50	MNXM252	MNXM465	5.8		[ 50 mM MES]	[unknown, unknown, unknown, unknown]	2742	399	R01993	R-TGU-73571;R-XTR-73571;R-RNO-73571;R-ATH-73571;R-SSC-73571;R-MMU-73571;R-GGA-73571;R-HSA-73571;R-DDI-73571;R-GGA-419465;R-DRE-73571;R-SCE-73571;R-OSA-73571;R-CFA-73571;R-SPO-73571;R-CEL-73571;R-DME-73571;R-BTA-73571;R-PFA-73571	15610022.0	kcat	kcat		2E-1	H2O;L-Dihydroorotate
SABIO-RK	3.5.2.3	1.9		1/s	L-Dihydroorotate;H2O	Escherichia coli	P05020	DHORTS	ec:1.00+uniprot:1.00+metabolites:0.50=2.50	MNXM252	MNXM465	8.0		[ 50 mM HEPES]	[unknown, unknown, unknown, unknown]	2743	399	R01993	R-CFA-73571;R-DDI-73571;R-PFA-73571;R-XTR-73571;R-SCE-73571;R-GGA-419465;R-DME-73571;R-ATH-73571;R-RNO-73571;R-TGU-73571;R-DRE-73571;R-GGA-73571;R-SPO-73571;R-CEL-73571;R-MMU-73571;R-BTA-73571;R-SSC-73571;R-OSA-73571;R-HSA-73571	15610022.0	kcat	kcat		3E-1	N-Carbamoyl-L-aspartate
SABIO-RK	3.5.2.3	0.42		1/s	H2O;L-6-Thiodihydroorotate	Escherichia coli	P05020	DHORTS	ec:1.00+uniprot:1.00+metabolites:0.25=2.25		MNXM465	8.0		[ 50 mM HEPES]	[unknown, unknown, unknown, unknown]	2744	6924			15610022.0	kcat	kcat		1E-2	N-Carbamoyl-L-aspartate
SABIO-RK	6.1.1.3	90.0		1/s	ATP;L-Threonine;tRNA(Thr)	Escherichia coli	P0A8M4 P0A8M3 Q8XE27	THRTRS	ec:1.00+uniprot:0.33+metabolites:0.70=2.03	MNXM142;MNXM3;MNXM90883	MNXM11;MNXM728294;MNXM741233;MNXM741237			[-]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	2866	391	R03663	R-HSA-380002;R-HSA-380201	14690420.0	kcat	kcat		-	Diphosphate;L-Threonyl-tRNA(Thr);AMP
SABIO-RK	6.1.1.3	90.0		1/s	L-Threonine;ATP;tRNA(Thr)	Escherichia coli	Q8XE27 P0A8M3 P0A8M4	THRTRS	ec:1.00+uniprot:0.33+metabolites:0.70=2.03	MNXM142;MNXM3;MNXM90883	MNXM11;MNXM728294;MNXM741233;MNXM741237			[-]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	2868	391	R03663	R-HSA-380002;R-HSA-380201	14690420.0	kcat	kcat		-	AMP;L-Threonyl-tRNA(Thr);Diphosphate
SABIO-RK	4.1.2.13	10.5		1/s	D-Fructose 1,6-bisphosphate	Escherichia coli		FBA;FBA3	ec:1.00+metabolites:0.17=1.17		MNXM1372045;MNXM77	8.0	30.0	[ 50 mM Tris-HCl, 20 mM NADH, Glycerol phosphate dehydrogenase, Triose phosphate isomerase,  50 mM Tris-HCl, 20 mM NADH, Glycerol phosphate dehydrogenase, Triose phosphate isomerase]	[unknown, unknown, unknown, unknown]	3148	1338	R01068		12626743.0	kcat	kcat		6.666667E-2	D-Glyceraldehyde 3-phosphate;Glycerone phosphate
SABIO-RK	4.1.2.40	0.06833333		1/s	D-Fructose 1,6-bisphosphate	Escherichia coli	Q1R438	FBA3;TGBPA	ec:1.00+metabolites:0.17=1.17		MNXM1372045;MNXM77	8.0	30.0	[ 50 mM Tris-HCl, 20 mM NADH, Glycerol phosphate dehydrogenase, Triose phosphate isomerase,  50 mM Tris-HCl, 20 mM NADH, Glycerol phosphate dehydrogenase, Triose phosphate isomerase]	[unknown, unknown, unknown, unknown]	3149	1338	R01068		12626743.0	kcat	kcat		5.833333E-3	D-Glyceraldehyde 3-phosphate;Glycerone phosphate
SABIO-RK	2.4.1.1	28.0		1/s	Phosphate;Maltoheptaose	Escherichia coli	P00490	MLTP1;MLTP2;MLTP3	ec:1.00+uniprot:1.00+metabolites:0.17=2.17	MNXM1092276;MNXM9	MNXM1093344;MNXM1364214		30.0	[ -]	[unknown, unknown, unknown, unknown, unknown]	10027	7988			7905479.0	kcat	kcat		1.4E0	alpha-D-Glucose 1-phosphate;Maltohexaose
SABIO-RK	2.4.1.1	45.0		1/s	alpha-1,4-(2-Deoxyglucosyl)-(glucose)4;Phosphate	Escherichia coli	P00490	MLTP1;MLTP2;MLTP3	ec:1.00+uniprot:1.00+metabolites:0.25=2.25	MNXM9	MNXM1104617	6.9	30.0	[ 50 mM Tris-acetate, 20 mM KH2PO4,  50 mM Tris-acetate, 20 mM KH2PO4]	[unknown, unknown, unknown, unknown, unknown]	10030	7924			7905479.0	kcat	kcat		2.25E0	Maltotetraose;alpha-2-Deoxyglucose 1-phosphate
