source	ec_number	kcat_value	kcat_value_end	kcat_unit	substrate	organism	uniprot_id	bigg_reaction_ids	bigg_match_basis	substrate_mnx	product_mnx	pH	temperature_C	buffer	cellular_location	sabiork_entry_id	sabiork_reaction_id	kegg_reaction_id	reactome_reaction_id	pubmed_id	parameter.name	param_type	substrate_from_param	parameter.standardDeviation	Product
SABIO-RK	2.3.1.8	29.6		1/s	Phosphate;Acetyl-CoA	Escherichia coli	P0A9M8	PTA2	ec:1.00+uniprot:1.00+metabolites:0.17=2.17	MNXM1104266;MNXM9	MNXM280;MNXM727276		30.0	[50 mM Tris-HCl, 20 mM KCl, 0.1 mM 5',5-Dithiobis(2-nitrobenzoic acid)]	[unknown, unknown, unknown, unknown, unknown]	73172	72	R00230		20236319.0	kcat	kcat		2.3E0	Coenzyme A;Acetyl phosphate
SABIO-RK	2.3.1.8	227.6		1/s	Coenzyme A;Acetyl phosphate	Escherichia coli	P0A9M8	PTA2	ec:1.00+uniprot:1.00+metabolites:0.17=2.17	MNXM1104266;MNXM9	MNXM280;MNXM727276		30.0	[50 mM Tris-HCl, 20 mM KCl, 2 mM Dithiothreitol]	[unknown, unknown, unknown, unknown, unknown]	73176	72	R00230		20236319.0	kcat	kcat		9.3E0	Acetyl-CoA;Phosphate
SABIO-RK	2.3.1.8	29.6		1/s	Acetyl-CoA;Phosphate	Escherichia coli	P0A9M8	PTA2	ec:1.00+uniprot:1.00+metabolites:0.17=2.17	MNXM1104266;MNXM9	MNXM280;MNXM727276		30.0	[50 mM Tris-HCl, 20 mM KCl, 0.1 mM 5',5-Dithiobis(2-nitrobenzoic acid)]	[unknown, unknown, unknown, unknown, unknown]	73177	72	R00230		20236319.0	kcat	kcat		2.3E0	Coenzyme A;Acetyl phosphate
SABIO-RK	1.6.5.2	34.2		1/s	NADPH;Methyl-1,4-benzoquinone	Escherichia coli	P39315		none	MNXM738702	MNXM149207	7.5		[50 mM potassium phosphate]	[unknown, unknown, unknown, unknown, unknown]	73393	9899			18455185.0	kcat	kcat		1.3E0	Methylhydroquinone;NADP+
SABIO-RK	4.2.99.20	167.0		1/s	5-Enolpyruvoyl-6-hydroxy-2-succinyl-cyclohex-3-ene-1-carboxylate	Escherichia coli	P37355	SHCHCS3	ec:1.00+uniprot:1.00+metabolites:0.50=2.50	MNXM730931	MNXM23;MNXM727528	7.0	37.0	[50 mM sodium phosphate, 0.1% BSA, 50 mM sodium phosphate, 0.1% BSA]	[unknown, unknown, unknown, unknown]	73625	16158	R08166		18284213.0	kcat	kcat		1E0	Pyruvate;2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate
SABIO-RK	4.2.99.20	147.0		1/s	5-Enolpyruvoyl-6-hydroxy-2-succinyl-cyclohex-3-ene-1-carboxylate	Escherichia coli	P37355	SHCHCS3	ec:1.00+uniprot:1.00+metabolites:0.50=2.50	MNXM730931	MNXM23;MNXM727528	7.0	25.0	[50 mM sodium phosphate, 0.1% BSA, 50 mM sodium phosphate, 0.1% BSA]	[unknown, unknown, unknown, unknown]	73626	16158	R08166		18284213.0	kcat	kcat		9E0	2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate;Pyruvate
SABIO-RK	1.1.1.85	69.0		1/s	NAD+;3-Isopropylmalate	Escherichia coli	P30125	IPMD	ec:1.00+uniprot:1.00+metabolites:0.70=2.70	MNXM741109;MNXM8	MNXM1;MNXM10;MNXM13;MNXM404	7.6	40.0	[20 mM potassium phosphate, 20 mM potassium phosphate]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	73657	12393	R10052		9003442.0	kcat	kcat		-	NADH;4-Methyl-2-oxopentanoate;H+;CO2
SABIO-RK	1.1.1.85	70.0		1/s	3-Ethylmalate;NAD+	Escherichia coli	P30125	IPMD	ec:1.00+uniprot:1.00+metabolites:0.37=2.37	MNXM4331;MNXM8	MNXM1;MNXM10;MNXM13;MNXM4302	7.6	40.0	[20 mM potassium phosphate, 20 mM potassium phosphate]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	73660	16160			9003442.0	kcat	kcat		-	2-Oxopentanoate;NADH;H+;CO2
SABIO-RK	1.1.1.85	6.0		1/s	NAD+;3-tert-Butylmalate	Escherichia coli	P30125	IPMD	ec:1.00+uniprot:1.00+metabolites:0.50=2.50	MNXM8	MNXM1;MNXM10;MNXM13	7.6	40.0	[20 mM potassium phosphate, 20 mM potassium phosphate]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	73661	16161			9003442.0	kcat	kcat		-	H+;2-Hydroxy-4,4-dimethylpentanoate;CO2;NADH
SABIO-RK	1.1.1.38	82.7		1/s	L-Malate;NAD+	Escherichia coli	P26616	ME1	ec:1.00+uniprot:1.00+metabolites:0.54=2.54	MNXM1107192;MNXM8	MNXM1;MNXM10;MNXM13;MNXM23	7.5	30.0	[50 mM Tris-HCl, 50 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	73662	141	R00214		17557829.0	kcat	kcat		5.1E0	Pyruvate;CO2;NADH;H+
SABIO-RK	1.1.1.38	12.4		1/s	L-Malate;NADP+	Escherichia coli	P26616	ME1	ec:1.00+uniprot:1.00+metabolites:0.20=2.20	MNXM1107192	MNXM1;MNXM13;MNXM23;MNXM738702	7.5	30.0	[50 mM Tris-HCl, 50 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	73663	142	R00216		17557829.0	kcat	kcat		6E-1	Pyruvate;CO2;H+;NADPH
SABIO-RK	1.1.1.38	2.93		1/s	CO2;NADH;Pyruvate;H+	Escherichia coli	P26616	ME1	ec:1.00+uniprot:1.00+metabolites:0.54=2.54	MNXM1107192;MNXM8	MNXM1;MNXM10;MNXM13;MNXM23	7.0	30.0	[50 mM MOPS-KOH, 50 mM MOPS-KOH]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	73666	141	R00214		17557829.0	kcat	kcat		1.5E-1	NAD+;L-Malate
SABIO-RK	1.1.1.40	66.6		1/s	L-Malate;NADP+	Escherichia coli	P76558	ME2	ec:1.00+uniprot:1.00+metabolites:0.20=2.20	MNXM1107192	MNXM1;MNXM13;MNXM23;MNXM738702	7.5	30.0	[50 mM Tris-HCl, 50 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	73667	142	R00216		17557829.0	kcat	kcat		2.5E0	NADPH;H+;CO2;Pyruvate
SABIO-RK	1.1.1.40	0.38		1/s	NADPH;Pyruvate;H+;CO2	Escherichia coli	P76558	ME2	ec:1.00+uniprot:1.00+metabolites:0.20=2.20	MNXM1107192	MNXM1;MNXM13;MNXM23;MNXM738702	7.0	30.0	[50 mM MOPS-KOH, 50 mM MOPS-KOH]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	73670	142	R00216		17557829.0	kcat	kcat		2E-2	NADP+;L-Malate
SABIO-RK	3.5.2.3	181.1		1/s	N-Carbamoyl-L-aspartate	Escherichia coli	P05020	DHORTS	ec:1.00+uniprot:1.00+metabolites:0.50=2.50	MNXM252	MNXM465	5.8	30.0	[0.1 M potassium phosphate, 0.1 M potassium phosphate]	[unknown, unknown, unknown, unknown, unknown]	73675	399	R01993	R-DRE-73571;R-SSC-73571;R-OSA-73571;R-TGU-73571;R-GGA-419465;R-CFA-73571;R-PFA-73571;R-XTR-73571;R-SPO-73571;R-ATH-73571;R-SCE-73571;R-DDI-73571;R-GGA-73571;R-RNO-73571;R-BTA-73571;R-MMU-73571;R-CEL-73571;R-HSA-73571;R-DME-73571	17711307.0	kcat	kcat		3.3E0	H2O;L-Dihydroorotate
SABIO-RK	4.1.1.11	0.57		1/s	L-Aspartate	Escherichia coli	P0A790	ASP1DC	ec:1.00+uniprot:1.00+metabolites:0.50=2.50	MNXM1364497	MNXM13;MNXM144	7.0	25.0	[50 mM potassium phosphate, 1 mM EDTA, 50 mM potassium phosphate, 1 mM EDTA]	[unknown, unknown, unknown, unknown, unknown]	73688	921	R00489		9169598.0	kcat	kcat		-	CO2;beta-Alanine
SABIO-RK	5.3.1.6	2100.0		1/s	D-Ribose 5-phosphate	Escherichia coli	P0A7Z0	RPI	ec:1.00+uniprot:0.50+metabolites:0.50=2.00	MNXM1363910	MNXM145	7.5	37.0	[50 mM Tris-HCl, 50 mM Tris-HCl]	[unknown, unknown, unknown]	73701	65	R01056	R-MMU-177784;R-HSA-177784;R-RNO-177784;R-CFA-71306;R-SCE-177784;R-GGA-177784;R-TGU-71306;R-CFA-177784;R-ATH-177784;R-DDI-71306;R-DME-177784;R-PFA-71306;R-GGA-71306;R-XTR-71306;R-DME-71306;R-BTA-177784;R-CEL-71306;R-PFA-177784;R-SSC-71306;R-SPO-177784;R-DDI-177784;R-CEL-177784;R-SPO-71306;R-SSC-177784;R-HSA-71306;R-DRE-177784;R-TGU-177784;R-SCE-71306;R-OSA-71306;R-XTR-177784;R-ATH-71306;R-RNO-71306;R-MMU-71306;R-OSA-177784;R-DRE-71306;R-BTA-71306	12517338.0	kcat	kcat		3E2	D-Ribulose 5-phosphate
SABIO-RK	2.5.1.55	5.308333		1/s	Phosphoenolpyruvate;H2O;D-Arabinose 5-phosphate	Escherichia coli	P0A715	KDOPS	ec:1.00+uniprot:1.00=2.00	MNXM739663;MNXM9	MNXM1137677;MNXM73	6.5	22.0	[50 mM potassium maleate, 0.001% Brij 35, 50 mM potassium maleate, 0.001% Brij 35]	[unknown, unknown, unknown, unknown, unknown, unknown]	73724	3075	R03254		11904225.0	kcat	kcat		-	3-Deoxy-D-manno-octulosonate 8-phosphate;Phosphate
SABIO-RK	2.5.1.55	5.308333		1/s	H2O;Phosphoenolpyruvate;D-Arabinose 5-phosphate	Escherichia coli	P0A715	KDOPS	ec:1.00+uniprot:1.00=2.00	MNXM739663;MNXM9	MNXM1137677;MNXM73	6.5	22.0	[50 mM potassium maleate, 0.001% Brij 35, 50 mM potassium maleate, 0.001% Brij 35]	[unknown, unknown, unknown, unknown, unknown, unknown]	73725	3075	R03254		11904225.0	kcat	kcat		-	3-Deoxy-D-manno-octulosonate 8-phosphate;Phosphate
SABIO-RK	2.7.1.23	125.0		1/s	NAD+;ATP	Escherichia coli	P0A7B3	NADK	ec:1.00+uniprot:1.00+metabolites:0.67=2.67	MNXM3;MNXM8	MNXM40333	7.0	37.0	[100 mM Tris-HCl, 100 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown, unknown]	73729	47	R00104	R-MMU-197198;R-OSA-197198;R-SPO-197198;R-TGU-197198;R-HSA-197198;R-ATH-197198;R-XTR-197198;R-BTA-197198;R-DDI-197198;R-GGA-197198;R-CFA-197198;R-DRE-197198;R-DME-197198;R-RNO-197198;R-SCE-197198	11488932.0	kcat	kcat		-	NADP+;ADP
SABIO-RK	2.7.1.23	55.0		1/s	NAD+;ATP	Escherichia coli	P0A7B3	NADK	ec:1.00+uniprot:1.00+metabolites:0.67=2.67	MNXM3;MNXM8	MNXM40333	7.0	37.0	[100 mM Tris-HCl, 100 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown, unknown]	73730	47	R00104	R-MMU-197198;R-ATH-197198;R-RNO-197198;R-SCE-197198;R-HSA-197198;R-XTR-197198;R-DRE-197198;R-CFA-197198;R-BTA-197198;R-OSA-197198;R-TGU-197198;R-DME-197198;R-DDI-197198;R-GGA-197198;R-SPO-197198	11488932.0	kcat	kcat		-	NADP+;ADP
SABIO-RK	1.4.3.5	1.72		1/s	Pyridoxamine phosphate;H2O;O2	Escherichia coli	P0AFI7	PYAM5PO	ec:1.00+uniprot:1.00+metabolites:0.29=2.29	MNXM366	MNXM161;MNXM732620	8.5	37.0	[0.2 M Tris-HCl, 0.2 M KPO4, 100 Âµg/ml BSA, 0.2 M Tris-HCl, 0.2 M KPO4, 100 Âµg/ml BSA]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	73733	777	R00277	R-DRE-965079;R-SPO-965079;R-CFA-965079;R-GGA-965079;R-CEL-965079;R-HSA-965079;R-SCE-965079;R-MMU-965079;R-DME-965079;R-SSC-965079;R-BTA-965079;R-XTR-965079;R-RNO-965079;R-DDI-965079	7860596.0	kcat	kcat		-	Pyridoxal phosphate;H2O2;NH3
SABIO-RK	1.4.3.5	0.76		1/s	O2;Pyridoxine phosphate	Escherichia coli	P0AFI7	PDX5POi	ec:1.00+uniprot:1.00+metabolites:0.42=2.42	MNXM454	MNXM161;MNXM732620	8.5	37.0	[0.2 M Tris-HCl, 0.2 M KPO4, 100 Âµg/ml BSA, 0.2 M Tris-HCl, 0.2 M KPO4, 100 Âµg/ml BSA]	[unknown, unknown, unknown, unknown, unknown, unknown]	73734	778	R00278	R-MMU-965019;R-RNO-965019;R-SCE-965019;R-DME-965019;R-SSC-965019;R-HSA-965019;R-DDI-965019;R-SPO-965019;R-CFA-965019;R-GGA-965019;R-DRE-965019;R-CEL-965019;R-XTR-965019;R-BTA-965019	7860596.0	kcat	kcat		-	H2O2;Pyridoxal phosphate
SABIO-RK	6.3.2.8	6.85		1/s	UDP-N-acetylmuramate;ATP;L-Alanine	Escherichia coli	P17952	UAMAS	ec:1.00+uniprot:1.00+metabolites:0.30=2.30	MNXM1105732;MNXM1107410;MNXM3	MNXM40333;MNXM732162;MNXM9	8.0	37.0	[50 mM Tris-HCl, 1 mM DTT, 2 mM PEP, 0.4 mM NADH, 0.9 U/ml pyruvate kinase, 0.9 U/ml lactate dehydrogenase, 50 mM Tris-HCl, 1 mM DTT, 2 mM PEP, 0.4 mM NADH, 0.9 U/ml pyruvate kinase, 0.9 U/ml lactate dehydrogenase]	[cytoplasm, cytoplasm, cytoplasm, cytoplasm, cytoplasm, cytoplasm, cytoplasm, cytoplasm, cytoplasm]	73803	3022	R03193		8550531.0	kcat	kcat		-	ADP;UDP-N-acetylmuramoyl-L-alanine;Phosphate
SABIO-RK	6.3.2.8	11.4		1/s	L-Serine;UDP-N-acetylmuramate;ATP	Escherichia coli	P17952	UAMAS	ec:1.00+uniprot:1.00+metabolites:0.35=2.35	MNXM1107410;MNXM3;MNXM737787	MNXM40333;MNXM9	8.0	37.0	[50 mM Tris-HCl, 1 mM DTT, 2 mM PEP, 0.4 mM NADH, 0.9 U/ml pyruvate kinase, 0.9 U/ml lactate dehydrogenase, 50 mM Tris-HCl, 1 mM DTT, 2 mM PEP, 0.4 mM NADH, 0.9 U/ml pyruvate kinase, 0.9 U/ml lactate dehydrogenase]	[cytoplasm, cytoplasm, cytoplasm, cytoplasm, cytoplasm, cytoplasm, cytoplasm, cytoplasm, cytoplasm]	73804	16168			8550531.0	kcat	kcat		-	UDP-N-acetylmuramoyl-L-serine;ADP;Phosphate
SABIO-RK	6.3.2.8	11.68		1/s	Glycine;ATP;UDP-N-acetylmuramate	Escherichia coli	P17952	UAMAS	ec:1.00+uniprot:1.00+metabolites:0.35=2.35	MNXM1107410;MNXM29;MNXM3	MNXM40333;MNXM9	8.0	37.0	[50 mM Tris-HCl, 1 mM DTT, 2 mM PEP, 0.4 mM NADH, 0.9 U/ml pyruvate kinase, 0.9 U/ml lactate dehydrogenase, 50 mM Tris-HCl, 1 mM DTT, 2 mM PEP, 0.4 mM NADH, 0.9 U/ml pyruvate kinase, 0.9 U/ml lactate dehydrogenase]	[cytoplasm, cytoplasm, cytoplasm, cytoplasm, cytoplasm, cytoplasm, cytoplasm, cytoplasm, cytoplasm]	73805	16169			8550531.0	kcat	kcat		-	UDP-N-acetylmuramoyl-glycine;Phosphate;ADP
SABIO-RK	6.3.2.8	11.1		1/s	3-Chloro-L-alanine;ATP;UDP-N-acetylmuramate	Escherichia coli	P17952	UAMAS	ec:1.00+uniprot:1.00+metabolites:0.35=2.35	MNXM1107410;MNXM3;MNXM733149	MNXM40333;MNXM9	8.0	37.0	[50 mM Tris-HCl, 1 mM DTT, 2 mM PEP, 0.4 mM NADH, 0.9 U/ml pyruvate kinase, 0.9 U/ml lactate dehydrogenase, 50 mM Tris-HCl, 1 mM DTT, 2 mM PEP, 0.4 mM NADH, 0.9 U/ml pyruvate kinase, 0.9 U/ml lactate dehydrogenase]	[cytoplasm, cytoplasm, cytoplasm, cytoplasm, cytoplasm, cytoplasm, cytoplasm, cytoplasm, cytoplasm]	73806	16170			8550531.0	kcat	kcat		-	Phosphate;ADP;UDP-N-acetylmuramoyl-L-3-chloro-L-alanine
SABIO-RK	5.1.3.14	7.1		1/s	UDP-N-acetyl-D-glucosamine	Escherichia coli	P27828 Q8XAR8	UAG2E	ec:1.00+uniprot:0.50=1.50	MNXM1104529	MNXM1101258	8.8	37.0	[ 50 mM Tris-HCl, 2 mM DTT,  50 mM Tris-HCl, 2 mM DTT]	[unknown, unknown, unknown]	942	875	R00420		15210128.0	kcat_app	kcat		3E-1	UDP-N-acetyl-D-mannosamine
SABIO-RK	2.2.1.6	23.3		1/s	Pyruvate	Escherichia coli	P0DP90 P0ADG1 P0ADG1	ACHBS;ACLS;HEPT2	ec:1.00=1.00	MNXM13	MNXM23	7.6	37.0	[ 0.1 M KPi, 10 mM MgCl2, 75 ÂµM FAD,  0.1 M KPi, 10 mM MgCl2, 75 ÂµM FAD]	[unknown, unknown, unknown, unknown, unknown]	966	6473	R00226		15640355.0	kcat	kcat		-	2-Acetolactate;CO2
SABIO-RK	2.4.2.29	0.00297		1/s	tRNA guanine;Hypoxanthine	Escherichia coli	P0A847	HEPT1;HEPT2	ec:1.00=1.00	MNXM732487;MNXM735035	MNXM114732;MNXM733114	7.3	37.0	[ 20 mM MgCl2, 5 mM dithiothreitol, 100 mM HEPES,  20 mM MgCl2, 5 mM dithiothreitol, 100 mM HEPES]	[unknown, unknown, unknown, unknown, unknown]	8139	7812			16401090.0	kcat	kcat		1.4E-4	tRNA hypoxanthine;Guanine
SABIO-RK	2.4.2.29	6.9e-05		1/s	tRNA guanine;Xanthine	Escherichia coli	P0A847	HEPT1;HEPT2	ec:1.00=1.00	MNXM174;MNXM735035	MNXM733114	7.3	37.0	[ 20 mM MgCl2, 5 mM dithiothreitol, 100 mM HEPES,  20 mM MgCl2, 5 mM dithiothreitol, 100 mM HEPES]	[unknown, unknown, unknown, unknown, unknown]	8144	7776			16401090.0	kcat	kcat		3E-6	tRNA xanthine;Guanine
SABIO-RK	-	10.0		1/s	L-Alanyl-D-glutamate	Escherichia coli	P51981	ALAGLUE	ec:0.25+uniprot:1.00+metabolites:1.00=2.25	MNXM3630	MNXM4026	8.5	30.0	[ 50 mM Tris, 1.5 mM NAD+, 1.5 mM p-iodonitrotetrazolium violet, 2 units diaphorase, 7 units L-alanine dehydrogenase, 67 ÂµM CoCl2, PepD,  50 mM Tris, 1.5 mM NAD+, 1.5 mM p-iodonitrotetrazolium violet, 2 units diaphorase, 7 units L-alanine dehydrogenase, 67 ÂµM CoCl2, PepD]	[unknown, unknown, unknown]	8160	7810	R10938		11747447.0	kcat	kcat		4E-1	L-Alanyl-L-glutamate
SABIO-RK	-	17.0		1/s	L-Alanyl-D-aspartate	Escherichia coli	P51981	ALAGLUE	ec:0.25+uniprot:1.00=1.25			8.5	30.0	[ 50 mM Tris, 1.5 mM NAD+, 1.5 mM p-iodonitrotetrazolium violet, 2 units diaphorase, 7 units L-alanine dehydrogenase, 67 ÂµM CoCl2, PepD,  50 mM Tris, 1.5 mM NAD+, 1.5 mM p-iodonitrotetrazolium violet, 2 units diaphorase, 7 units L-alanine dehydrogenase, 67 ÂµM CoCl2, PepD]	[unknown, unknown, unknown]	8161	7811			11747447.0	kcat	kcat		2.7E0	L-Alanyl-L-aspartate
SABIO-RK	-	1.9		1/s	L-Alanyl-D-methionine	Escherichia coli	P51981	ALAGLUE	ec:0.25+uniprot:1.00=1.25		MNXM1370129	8.5	30.0	[ 50 mM Tris, 1.5 mM NAD+, 1.5 mM p-iodonitrotetrazolium violet, 2 units diaphorase, 7 units L-alanine dehydrogenase, 67 ÂµM CoCl2, PepD,  50 mM Tris, 1.5 mM NAD+, 1.5 mM p-iodonitrotetrazolium violet, 2 units diaphorase, 7 units L-alanine dehydrogenase, 67 ÂµM CoCl2, PepD]	[unknown, unknown, unknown]	8162	7805			11747447.0	kcat	kcat		1E-1	L-Alanyl-L-methionine
SABIO-RK	-	3.3		1/s	L-Alanyl-D-glutamine	Escherichia coli	P51981	ALAGLUE	ec:0.25+uniprot:1.00=1.25			8.5	30.0	[ 50 mM Tris, 1.5 mM NAD+, 1.5 mM p-iodonitrotetrazolium violet, 2 units diaphorase, 7 units L-alanine dehydrogenase, 67 ÂµM CoCl2, PepD,  50 mM Tris, 1.5 mM NAD+, 1.5 mM p-iodonitrotetrazolium violet, 2 units diaphorase, 7 units L-alanine dehydrogenase, 67 ÂµM CoCl2, PepD]	[unknown, unknown, unknown]	8163	7809			11747447.0	kcat	kcat		1E-1	L-Alanyl-L-glutamine
SABIO-RK	5.1.3.3	19000.0		1/s	alpha-D-Glucose	Escherichia coli	P0A9C3	GALM2pp	ec:1.00+uniprot:1.00=2.00	MNXM1105027	MNXM1364060	7.0	27.0	[ 50 mM HEPES,  50 mM HEPES,  50 mM HEPES]	[unknown, unknown, unknown]	8203	1750	R01602		12693937.0	kcat	kcat		2E3	beta-D-Glucose
SABIO-RK	5.1.3.3	18400.0		1/s	alpha-D-Galactose	Escherichia coli	P0A9C3	GALM2pp	ec:1.00+uniprot:1.00=2.00	MNXM1364486	MNXM112	7.0	27.0	[ 50 mM HEPES,  50 mM HEPES,  50 mM HEPES]	[unknown, unknown, unknown]	8204	7775			12693937.0	kcat	kcat		6E2	beta-D-Galactose
SABIO-RK	5.1.3.3	19000.0		1/s	alpha-D-Glucose	Escherichia coli	P0A9C3	GALM2pp	ec:1.00+uniprot:1.00=2.00	MNXM1105027	MNXM1364060	4.0	27.0	[ 50 mM acetate (pH 4.0 - 5.5), 50 mM N-(2-acetamido)-2-iminodiacetic acid (pH 6.0 - 6.5), 50 mM HEPES (pH 7.0 - 8.0), 50 mM N-(2-hydroxyethyl)piperazine-N'-3-propanesulfonic acid (pH 8.5),  50 mM acetate (pH 4.0 - 5.5), 50 mM N-(2-acetamido)-2-iminodiacetic acid (pH 6.0 - 6.5), 50 mM HEPES (pH 7.0 - 8.0), 50 mM N-(2-hydroxyethyl)piperazine-N'-3-propanesulfonic acid (pH 8.5),  50 mM acetate (pH 4.0 - 5.5), 50 mM N-(2-acetamido)-2-iminodiacetic acid (pH 6.0 - 6.5), 50 mM HEPES (pH 7.0 - 8.0), 50 mM N-(2-hydroxyethyl)piperazine-N'-3-propanesulfonic acid (pH 8.5)]	[unknown, unknown, unknown, unknown]	8205	1750	R01602		12693937.0	kcat	kcat		3E3	beta-D-Glucose
SABIO-RK	2.3.1.30	2480.0		1/s	Acetyl-CoA;L-Serine	Escherichia coli	P0A9D4	SERAT	ec:1.00+uniprot:1.00+metabolites:0.33=2.33	MNXM1104266;MNXM737787	MNXM418;MNXM727276	7.5	25.0	[ 50 mM potassium phosphate, 1 mM EDTA, 0.5 mM DTNB,  50 mM potassium phosphate, 1 mM EDTA, 0.5 mM DTNB]	[unknown, unknown, unknown, unknown, unknown, unknown]	8246	986	R00586	R-MTU-936615	10993149.0	kcat	kcat		-	O-Acetyl-L-serine;Coenzyme A
SABIO-RK	2.3.1.30	1100.0		1/s	Acetyl-CoA;L-Serine	Escherichia coli	P0A9D4	SERAT	ec:1.00+uniprot:1.00+metabolites:0.33=2.33	MNXM1104266;MNXM737787	MNXM418;MNXM727276	7.5	25.0	[ 50 mM potassium phosphate, 1 mM EDTA, 0.5 mM DTNB,  50 mM potassium phosphate, 1 mM EDTA, 0.5 mM DTNB]	[unknown, unknown, unknown, unknown, unknown, unknown]	8246	986	R00586	R-MTU-936615	10993149.0	k	kcat		-	O-Acetyl-L-serine;Coenzyme A
SABIO-RK	2.3.1.30			-	L-Serine;Acetyl-CoA	Escherichia coli	P0A9D4	SERAT	ec:1.00+uniprot:1.00+metabolites:0.33=2.33	MNXM1104266;MNXM737787	MNXM418;MNXM727276	7.5	25.0	[ 50 mM potassium phosphate, 1 mM EDTA, 0.5 mM DTNB, 0.1 mM Pyridoxal 5-phosphate,  50 mM potassium phosphate, 1 mM EDTA, 0.5 mM DTNB, 0.1 mM Pyridoxal 5-phosphate]	[unknown, unknown, unknown, unknown, unknown, unknown]	8247	986	R00586	R-MTU-936615	10993149.0	k	kcat		-	O-Acetyl-L-serine;Coenzyme A
SABIO-RK	2.3.1.30	2480.0		1/s	L-Serine;Acetyl-CoA	Escherichia coli	P0A9D4	SERAT	ec:1.00+uniprot:1.00+metabolites:0.33=2.33	MNXM1104266;MNXM737787	MNXM418;MNXM727276	7.5	25.0	[ 50 mM potassium phosphate, 1 mM EDTA, 0.5 mM DTNB, 0.1 mM Pyridoxal 5-phosphate,  50 mM potassium phosphate, 1 mM EDTA, 0.5 mM DTNB, 0.1 mM Pyridoxal 5-phosphate]	[unknown, unknown, unknown, unknown, unknown, unknown]	8247	986	R00586	R-MTU-936615	10993149.0	kcat	kcat		-	O-Acetyl-L-serine;Coenzyme A
SABIO-RK	2.5.1.47	2030.0		1/s	Hydrogen sulfide;O-Acetyl-L-serine	Escherichia coli	P0ABK5	CYSS	ec:1.00+uniprot:0.50+metabolites:0.50=2.00	MNXM1366460;MNXM418	MNXM26;MNXM738068	7.5	25.0	[ 50 mM potassium phosphate, 1 mM EDTA, 0.1 mM Pyridoxal 5-phosphate,  50 mM potassium phosphate, 1 mM EDTA, 0.1 mM Pyridoxal 5-phosphate]	[unknown, unknown, unknown, unknown, unknown]	8249	1220	R00897		10993149.0	kcat	kcat		-	Acetate;L-Cysteine
SABIO-RK	2.5.1.47	810.0		1/s	Hydrogen sulfide;O-Acetyl-L-serine	Escherichia coli	P0ABK5	CYSS	ec:1.00+uniprot:0.50+metabolites:0.50=2.00	MNXM1366460;MNXM418	MNXM26;MNXM738068	7.5	25.0	[ 50 mM potassium phosphate, 1 mM EDTA, 0.1 mM Pyridoxal 5-phosphate,  50 mM potassium phosphate, 1 mM EDTA, 0.1 mM Pyridoxal 5-phosphate]	[unknown, unknown, unknown, unknown, unknown]	8250	1220	R00897		10993149.0	kcat	kcat		-	Acetate;L-Cysteine
SABIO-RK	2.3.1.30	2480.0		1/s	Acetyl-CoA;L-Serine	Escherichia coli	P0A9D4	SERAT	ec:1.00+uniprot:1.00+metabolites:0.33=2.33	MNXM1104266;MNXM737787	MNXM418;MNXM727276	7.5	25.0	[ 50 mM potassium phosphate, 1 mM EDTA, 0.5 mM DTNB,  50 mM potassium phosphate, 1 mM EDTA, 0.5 mM DTNB]	[unknown, unknown, unknown, unknown, unknown, unknown]	8251	986	R00586	R-MTU-936615	10993149.0	kcat	kcat		-	O-Acetyl-L-serine;Coenzyme A
SABIO-RK	2.3.1.30	2480.0		1/s	L-Serine;Acetyl-CoA	Escherichia coli	P0A9D4	SERAT	ec:1.00+uniprot:1.00+metabolites:0.33=2.33	MNXM1104266;MNXM737787	MNXM418;MNXM727276	7.5	25.0	[ 50 mM potassium phosphate, 1 mM EDTA, 0.5 mM DTNB, 0.1 mM Pyridoxal 5-phosphate,  50 mM potassium phosphate, 1 mM EDTA, 0.5 mM DTNB, 0.1 mM Pyridoxal 5-phosphate]	[unknown, unknown, unknown, unknown, unknown, unknown]	8252	986	R00586	R-MTU-936615	10993149.0	kcat	kcat		-	O-Acetyl-L-serine;Coenzyme A
