source	sabiork_entry_id	organism	uniprot_id	ec_number	parameter.name	param_type	substrate_from_param	kcat_value	kcat_value_end	parameter.standardDeviation	kcat_unit	substrate	Product	pH	temperature_C	buffer	cellular_location	sabiork_reaction_id	kegg_reaction_id	reactome_reaction_id	pubmed_id
SABIO-RK	8163	Escherichia coli	P51981	-	kcat	kcat		3.3		1E-1	1/s	L-Alanyl-D-glutamine	L-Alanyl-L-glutamine	8.5	30.0	[ 50 mM Tris, 1.5 mM NAD+, 1.5 mM p-iodonitrotetrazolium violet, 2 units diaphorase, 7 units L-alanine dehydrogenase, 67 ÂµM CoCl2, PepD,  50 mM Tris, 1.5 mM NAD+, 1.5 mM p-iodonitrotetrazolium violet, 2 units diaphorase, 7 units L-alanine dehydrogenase, 67 ÂµM CoCl2, PepD]	[unknown, unknown, unknown]	7809			11747447
SABIO-RK	8203	Escherichia coli	P0A9C3	5.1.3.3	kcat	kcat		19000.0		2E3	1/s	alpha-D-Glucose	beta-D-Glucose	7.0	27.0	[ 50 mM HEPES,  50 mM HEPES,  50 mM HEPES]	[unknown, unknown, unknown]	1750	R01602		12693937
SABIO-RK	8204	Escherichia coli	P0A9C3	5.1.3.3	kcat	kcat		18400.0		6E2	1/s	alpha-D-Galactose	beta-D-Galactose	7.0	27.0	[ 50 mM HEPES,  50 mM HEPES,  50 mM HEPES]	[unknown, unknown, unknown]	7775			12693937
SABIO-RK	8205	Escherichia coli	P0A9C3	5.1.3.3	kcat	kcat		19000.0		3E3	1/s	alpha-D-Glucose	beta-D-Glucose	4.0	27.0	[ 50 mM acetate (pH 4.0 - 5.5), 50 mM N-(2-acetamido)-2-iminodiacetic acid (pH 6.0 - 6.5), 50 mM HEPES (pH 7.0 - 8.0), 50 mM N-(2-hydroxyethyl)piperazine-N'-3-propanesulfonic acid (pH 8.5),  50 mM acetate (pH 4.0 - 5.5), 50 mM N-(2-acetamido)-2-iminodiacetic acid (pH 6.0 - 6.5), 50 mM HEPES (pH 7.0 - 8.0), 50 mM N-(2-hydroxyethyl)piperazine-N'-3-propanesulfonic acid (pH 8.5),  50 mM acetate (pH 4.0 - 5.5), 50 mM N-(2-acetamido)-2-iminodiacetic acid (pH 6.0 - 6.5), 50 mM HEPES (pH 7.0 - 8.0), 50 mM N-(2-hydroxyethyl)piperazine-N'-3-propanesulfonic acid (pH 8.5)]	[unknown, unknown, unknown, unknown]	1750	R01602		12693937
SABIO-RK	8246	Escherichia coli	P0A9D4	2.3.1.30	kcat	kcat		2480.0		-	1/s	Acetyl-CoA;L-Serine	O-Acetyl-L-serine;Coenzyme A	7.5	25.0	[ 50 mM potassium phosphate, 1 mM EDTA, 0.5 mM DTNB,  50 mM potassium phosphate, 1 mM EDTA, 0.5 mM DTNB]	[unknown, unknown, unknown, unknown, unknown, unknown]	986	R00586	R-MTU-936615	10993149
SABIO-RK	8246	Escherichia coli	P0A9D4	2.3.1.30	k	kcat		1100.0		-	1/s	Acetyl-CoA;L-Serine	O-Acetyl-L-serine;Coenzyme A	7.5	25.0	[ 50 mM potassium phosphate, 1 mM EDTA, 0.5 mM DTNB,  50 mM potassium phosphate, 1 mM EDTA, 0.5 mM DTNB]	[unknown, unknown, unknown, unknown, unknown, unknown]	986	R00586	R-MTU-936615	10993149
SABIO-RK	8247	Escherichia coli	P0A9D4	2.3.1.30	k	kcat				-	-	L-Serine;Acetyl-CoA	O-Acetyl-L-serine;Coenzyme A	7.5	25.0	[ 50 mM potassium phosphate, 1 mM EDTA, 0.5 mM DTNB, 0.1 mM Pyridoxal 5-phosphate,  50 mM potassium phosphate, 1 mM EDTA, 0.5 mM DTNB, 0.1 mM Pyridoxal 5-phosphate]	[unknown, unknown, unknown, unknown, unknown, unknown]	986	R00586	R-MTU-936615	10993149
SABIO-RK	8247	Escherichia coli	P0A9D4	2.3.1.30	kcat	kcat		2480.0		-	1/s	L-Serine;Acetyl-CoA	O-Acetyl-L-serine;Coenzyme A	7.5	25.0	[ 50 mM potassium phosphate, 1 mM EDTA, 0.5 mM DTNB, 0.1 mM Pyridoxal 5-phosphate,  50 mM potassium phosphate, 1 mM EDTA, 0.5 mM DTNB, 0.1 mM Pyridoxal 5-phosphate]	[unknown, unknown, unknown, unknown, unknown, unknown]	986	R00586	R-MTU-936615	10993149
SABIO-RK	8249	Escherichia coli	P0ABK5	2.5.1.47	kcat	kcat		2030.0		-	1/s	Hydrogen sulfide;O-Acetyl-L-serine	Acetate;L-Cysteine	7.5	25.0	[ 50 mM potassium phosphate, 1 mM EDTA, 0.1 mM Pyridoxal 5-phosphate,  50 mM potassium phosphate, 1 mM EDTA, 0.1 mM Pyridoxal 5-phosphate]	[unknown, unknown, unknown, unknown, unknown]	1220	R00897		10993149
SABIO-RK	8250	Escherichia coli	P0ABK5	2.5.1.47	kcat	kcat		810.0		-	1/s	Hydrogen sulfide;O-Acetyl-L-serine	Acetate;L-Cysteine	7.5	25.0	[ 50 mM potassium phosphate, 1 mM EDTA, 0.1 mM Pyridoxal 5-phosphate,  50 mM potassium phosphate, 1 mM EDTA, 0.1 mM Pyridoxal 5-phosphate]	[unknown, unknown, unknown, unknown, unknown]	1220	R00897		10993149
SABIO-RK	8251	Escherichia coli	P0A9D4	2.3.1.30	kcat	kcat		2480.0		-	1/s	Acetyl-CoA;L-Serine	O-Acetyl-L-serine;Coenzyme A	7.5	25.0	[ 50 mM potassium phosphate, 1 mM EDTA, 0.5 mM DTNB,  50 mM potassium phosphate, 1 mM EDTA, 0.5 mM DTNB]	[unknown, unknown, unknown, unknown, unknown, unknown]	986	R00586	R-MTU-936615	10993149
SABIO-RK	8252	Escherichia coli	P0A9D4	2.3.1.30	kcat	kcat		2480.0		-	1/s	L-Serine;Acetyl-CoA	O-Acetyl-L-serine;Coenzyme A	7.5	25.0	[ 50 mM potassium phosphate, 1 mM EDTA, 0.5 mM DTNB, 0.1 mM Pyridoxal 5-phosphate,  50 mM potassium phosphate, 1 mM EDTA, 0.5 mM DTNB, 0.1 mM Pyridoxal 5-phosphate]	[unknown, unknown, unknown, unknown, unknown, unknown]	986	R00586	R-MTU-936615	10993149
SABIO-RK	8254	Escherichia coli	P0A9D4	2.3.1.30	kcat	kcat		1100.0		-	1/s	O-Acetyl-L-serine;Coenzyme A	Acetyl-CoA;L-Serine	7.5	25.0	[ 50 mM potassium phosphate, 1 mM EDTA, 0.5 mM DTNB,  50 mM potassium phosphate, 1 mM EDTA, 0.5 mM DTNB]	[unknown, unknown, unknown, unknown, unknown]	986	R00586	R-MTU-936615	10993149
SABIO-RK	8267	Escherichia coli	P39304	4.1.1.85	kcat	kcat		51.0		2E0	1/s	3-Dehydro-L-gulonate 6-phosphate;H+	CO2;L-Xylulose 5-phosphate	7.5	25.0	[ 50 mM HEPES, 10 mM MgCl2,  50 mM HEPES, 10 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown]	7628	R07125		15157077
SABIO-RK	8468	Escherichia coli	P0A796	2.7.1.11	kcat	kcat		120.0		-	1/s	ATP;D-Fructose 6-phosphate	D-Fructose 1,6-bisphosphate;ADP	8.2	-	[ 0.1 M Mes, 0.051 M N-ethylmorpholine, 0.051 M diethanolamine]	[unknown, unknown, unknown, unknown, unknown]	1113	R00756		8202475
SABIO-RK	8471	Escherichia coli	P0A796	2.7.1.11	kcat	kcat		140.0		-	1/s	D-Fructose 6-phosphate;ATP	ADP;D-Fructose 1,6-bisphosphate	8.2	-	[ 0.1 M Mes, 0.051 M N-ethylmorpholine, 0.051 M diethanolamine]	[unknown, unknown, unknown, unknown, unknown, unknown]	1113	R00756		8202475
SABIO-RK	8472	Escherichia coli	P0A796	2.7.1.11	kcat	kcat		0.33		-	1/s	Adenosine 5-O-(3-thiotriphosphate);D-Fructose 6-phosphate	ADP;D-Fructose 6-phosphate-gamma-S	8.2	-	[ 0.1 M Mes, 0.051 M N-ethylmorpholine, 0.051 M diethanolamine]	[unknown, unknown, unknown, unknown, unknown]	7826			8202475
SABIO-RK	8473	Escherichia coli	P0A6F1 P00968 P00968	6.3.5.5	kcat	kcat		4.04		1E-1	1/s	H2O;ATP;Hydrogencarbonate;L-Glutamine	Phosphate;L-Glutamate;Carbamoyl phosphate;ADP	7.6	25.0	[ 50 mM HEPES, 100 mM KCl, 20 mM MgSO4, 10 mM Ornithine, 1 mM DTT, 10 mM Phosphoenolpyruvate, 0.2 mM NADH, 18 U/ml Pyruvate kinase, 24 U/ml Lactate dehydrogenase,  50 mM HEPES, 100 mM KCl, 20 mM MgSO4, 10 mM Ornithine, 1 mM DTT, 10 mM Phosphoenolpyruvate, 0.2 mM NADH, 18 U/ml Pyruvate kinase, 24 U/ml Lactate dehydrogenase]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	203	R00575		14718657
SABIO-RK	8486	Escherichia coli	P0A6F1 P00968 P00968	6.3.5.5	kcat	kcat		0.09		2.9E-3	1/s	NH3;CO2;H2O;ATP	ADP;Phosphate;Carbamoyl phosphate	7.6	25.0	[ 50 mM HEPES, 100 mM KCl, 20 mM MgSO4, 10 mM Ornithine, 1 mM DTT, 10 mM Phosphoenolpyruvate, 0.2 mM NADH, 18 U/ml Pyruvate kinase, 24 U/ml Lactate dehydrogenase,  50 mM HEPES, 100 mM KCl, 20 mM MgSO4, 10 mM Ornithine, 1 mM DTT, 10 mM Phosphoenolpyruvate, 0.2 mM NADH, 18 U/ml Pyruvate kinase, 24 U/ml Lactate dehydrogenase]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	715	R00149		14718657
SABIO-RK	8499	Escherichia coli	P0A6F1 P00968 P0A6F1	6.3.5.5	kcat	kcat		0.36		1E-2	1/s	Phosphate;Carbamoyl phosphate;ADP;L-Glutamate	Hydrogencarbonate;H2O;ATP;L-Glutamine	7.6	25.0	[ 50 mM HEPES, 100 mM KCl, 20 mM MgSO4, 10 mM Ornithine, 1 mM NADP+, 20 mM Glucose, 10 U/ml Hexokinase, 5 U/ml Glucose-6-phosphate dehydrogenase,  50 mM HEPES, 100 mM KCl, 20 mM MgSO4, 10 mM Ornithine, 1 mM NADP+, 20 mM Glucose, 10 U/ml Hexokinase, 5 U/ml Glucose-6-phosphate dehydrogenase]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	203	R00575		14718657
SABIO-RK	8541	Escherichia coli	P00903 P05041 P00903	2.6.1.85	kcat	kcat		0.53		2E-2	1/s	Chorismate;L-Glutamine	4-Amino-4-deoxychorismate;L-Glutamate	8.5	25.0	[ 100 mM Bicine, 5 mM MgCl2, 20 ÂµM PLP, 10 ÂµM 4-Amino-4-deoxychorismate lyase, 200 ÂµM NADH, 4 U/ml Lactate dehydrogenase,  100 mM Bicine, 5 mM MgCl2, 20 ÂµM PLP, 10 ÂµM 4-Amino-4-deoxychorismate lyase, 200 ÂµM NADH, 4 U/ml Lactate dehydrogenase]	[unknown, unknown, unknown, unknown, unknown]	1828	R01716		16605270
SABIO-RK	8542	Escherichia coli	P00903 P05041 P05041	2.6.1.85	kcat	kcat		0.032		2E-3	1/s	Chorismate;NH3	H2O;4-Amino-4-deoxychorismate	8.5	25.0	[ 100 mM Bicine, 5 mM MgCl2, 20 ÂµM PLP, 10 ÂµM 4-Amino-4-deoxychorismate lyase, 200 ÂµM NADH, 4 U/ml Lactate dehydrogenase,  100 mM Bicine, 5 mM MgCl2, 20 ÂµM PLP, 10 ÂµM 4-Amino-4-deoxychorismate lyase, 200 ÂµM NADH, 4 U/ml Lactate dehydrogenase]	[unknown, unknown, unknown, unknown, unknown]	5157	R05552		16605270
SABIO-RK	8550	Escherichia coli	P00903 P05041 P00903	2.6.1.85	kcat	kcat		1.14E-4		-	1/s	L-Glutamine;Chorismate	4-Amino-4-deoxychorismate;L-Glutamate	8.5	25.0	[ 100 mM Bicine, 20 ÂµM PLP, 10 ÂµM 4-Amino-4-deoxychorismate lyase, 200 ÂµM NADH, 4 U/ml Lactate dehydrogenase, 1 mM EDTA,  100 mM Bicine, 20 ÂµM PLP, 10 ÂµM 4-Amino-4-deoxychorismate lyase, 200 ÂµM NADH, 4 U/ml Lactate dehydrogenase, 1 mM EDTA]	[unknown, unknown, unknown, unknown, unknown]	1828	R01716		16605270
SABIO-RK	8551	Escherichia coli	P00903 P05041 P05041	2.6.1.85	kcat	kcat		8.3E-6		-	1/s	Chorismate;NH3	H2O;4-Amino-4-deoxychorismate	8.5	25.0	[ 100 mM Bicine, 20 ÂµM PLP, 10 ÂµM 4-Amino-4-deoxychorismate lyase, 200 ÂµM NADH, 4 U/ml Lactate dehydrogenase, 1 mM EDTA,  100 mM Bicine, 20 ÂµM PLP, 10 ÂµM 4-Amino-4-deoxychorismate lyase, 200 ÂµM NADH, 4 U/ml Lactate dehydrogenase, 1 mM EDTA]	[unknown, unknown, unknown, unknown, unknown]	5157	R05552		16605270
SABIO-RK	8863	Escherichia coli	Q1REK2	1.3.5.1	kcat	kcat		110.0		4E0	1/s	Ubiquinone;Succinate	Fumarate;Ubiquinol	8.0	30.0	[ 30 mM bis-Tris-propane, 0.1 mM EDTA, 0.006 % Thesit, 3 mM potassium cyanide, 1.5 mM phenazine ethosulfate, 50 ÂµM 2,6-dichloroindophenol,  30 mM bis-Tris-propane, 0.1 mM EDTA, 0.006 % Thesit, 3 mM potassium cyanide, 1.5 mM phenazine ethosulfate, 50 ÂµM 2,6-dichloroindophenol]	[membrane, membrane, membrane, membrane, membrane, membrane, membrane]	258	R02164		16484232
SABIO-RK	8864	Escherichia coli	Q1REK2	1.3.5.1	kcat	kcat		2.0		2E-1	1/s	Fumarate;Ubiquinol	Succinate;Ubiquinone	8.0	30.0	[ 30 mM bis-Tris-propane, 0.1 mM EDTA, 0.006 % Thesit, 3 mM potassium cyanide, 0.2 mM benzylviologen/methylviologen,  30 mM bis-Tris-propane, 0.1 mM EDTA, 0.006 % Thesit, 3 mM potassium cyanide, 0.2 mM benzylviologen/methylviologen]	[membrane, membrane, membrane, membrane, membrane]	258	R02164		16484232
SABIO-RK	8869	Escherichia coli	P00363	1.3.5.1	kcat	kcat		30.0		5E-1	1/s	Succinate;Menaquinone	Menaquinol;Fumarate	8.0	30.0	[ 30 mM bis-Tris-propane, 0.1 mM EDTA, 0.006 % Thesit, 3 mM potassium cyanide, 0.5 mM potassium ferricyanide,  30 mM bis-Tris-propane, 0.1 mM EDTA, 0.006 % Thesit, 3 mM potassium cyanide, 0.5 mM potassium ferricyanide]	[membrane, membrane, membrane, membrane, membrane, membrane, membrane]	7838			16484232
SABIO-RK	8870	Escherichia coli	P00363	1.3.5.1	kcat	kcat		250.0		1E1	1/s	Menaquinol;Fumarate	Menaquinone;Succinate	8.0	30.0	[ 30 mM bis-Tris-propane, 0.1 mM EDTA, 0.006 % Thesit, 3 mM potassium cyanide, 0.2 mM benzylviologen/methylviologen,  30 mM bis-Tris-propane, 0.1 mM EDTA, 0.006 % Thesit, 3 mM potassium cyanide, 0.2 mM benzylviologen/methylviologen]	[membrane, membrane, membrane, membrane, membrane]	7838			16484232
SABIO-RK	8922	Escherichia coli	P0A715	2.5.1.55	kcat	kcat		6.1		6E-1	1/s	H2O;Phosphoenolpyruvate;D-Arabinose 5-phosphate	Phosphate;3-Deoxy-D-manno-octulosonate 8-phosphate	7.5	37.0	[ 100 mM Tris-HCl,  100 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown, unknown]	3075	R03254		15308670
SABIO-RK	8923	Escherichia coli	P0A715	2.5.1.55	kcat	kcat		6.1		6E-1	1/s	H2O;Phosphoenolpyruvate;D-Arabinose 5-phosphate	3-Deoxy-D-manno-octulosonate 8-phosphate;Phosphate	7.5	37.0	[ 100 mM Tris-HCl,  100 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown, unknown]	3075	R03254		15308670
SABIO-RK	9139	Escherichia coli	P13000	6.3.3.3	kcat	kcat		0.06216667		9.333333E-3	1/s	CO2;7,8-Diaminononanoate;ATP	Dethiobiotin;ADP;Phosphate	7.5	25.0	[ -,  -]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	3011	R03182		9125495
SABIO-RK	9149	Escherichia coli	P13000	6.3.3.3	kcat	kcat		0.06216667		9.333333E-3	1/s	7,8-Diaminononanoate;ATP;CO2	Dethiobiotin;ADP;Phosphate	7.5	25.0	[ -,  -]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	3011	R03182		9125495
SABIO-RK	9159	Escherichia coli	P13000	6.3.3.3	kcat	kcat		0.02783333		4.183333E-3	1/s	CO2;7,8-Diaminononanoate;ATP	Phosphate;Dethiobiotin;ADP	7.5	25.0	[ -,  -]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	3011	R03182		9125495
SABIO-RK	9178	Escherichia coli	P0ABH7	2.3.3.1	kcat	kcat		81.0		6E0	1/s	H2O;Oxaloacetate;Acetyl-CoA	Coenzyme A;Citrate	7.8	20.0	[ 0.02 M Tris-Cl, 1 mM disodium EDTA, 0.1 M KCl,  0.02 M Tris-Cl, 1 mM disodium EDTA, 0.1 M KCl]	[unknown, unknown, unknown, unknown, unknown, unknown]	267	R00351	R-GGA-373006;R-CFA-70975;R-RNO-70975;R-SCE-70975;R-SPO-70975;R-DME-70975;R-DRE-70975;R-XTR-70975;R-HSA-70975;R-BTA-70975;R-OSA-70975;R-PFA-70975;R-SSC-70975;R-GGA-70975;R-MMU-70975;R-CEL-70975;R-ATH-70975;R-DDI-70975	8276829
SABIO-RK	9190	Escherichia coli	P0ABH7	2.3.3.1	kcat	kcat		81.0		6E0	1/s	H2O;Acetyl-CoA;Oxaloacetate	Citrate;Coenzyme A	7.8	20.0	[ 0.02 M Tris-Cl, 1 mM disodium EDTA, 0.1 M KCl,  0.02 M Tris-Cl, 1 mM disodium EDTA, 0.1 M KCl]	[unknown, unknown, unknown, unknown, unknown, unknown]	267	R00351	R-PFA-70975;R-SSC-70975;R-RNO-70975;R-SCE-70975;R-CEL-70975;R-DME-70975;R-OSA-70975;R-GGA-373006;R-BTA-70975;R-MMU-70975;R-HSA-70975;R-XTR-70975;R-CFA-70975;R-DRE-70975;R-GGA-70975;R-SPO-70975;R-ATH-70975;R-DDI-70975	3276685
SABIO-RK	9565	Escherichia coli	P0AD61	2.7.1.40	kcat	kcat		123.0		8E0	1/s	ADP;Phosphoenolpyruvate	Pyruvate;ATP	7.5	25.0	[ 10 mM HEPES, 10 mM MgCl2, 50 mM KCl, 0.12 mM NADH, 22 U/ml Lactate dehydrogenase,  10 mM HEPES, 10 mM MgCl2, 50 mM KCl, 0.12 mM NADH, 22 U/ml Lactate dehydrogenase]	[unknown, unknown, unknown, unknown, unknown]	9	R00200	R-SPO-71670;R-DRE-71670;R-XTR-71670;R-DME-71670;R-SSC-71670;R-CFA-71670;R-TGU-71670;R-DDI-71670;R-OSA-71670;R-PFA-71670;R-CEL-71670;R-BTA-71670;R-HSA-71670;R-RNO-71670;R-MMU-71670;R-GGA-71670;R-SCE-71670;R-ATH-71670;R-GGA-353056	10751408
SABIO-RK	9571	Escherichia coli	P0AD61	2.7.1.40	kcat	kcat		160.0		8E0	1/s	ADP;Phosphoenolpyruvate	ATP;Pyruvate	7.5	25.0	[ 10 mM HEPES, 10 mM MgCl2, 50 mM KCl, 0.12 mM NADH, 22 U/ml Lactate dehydrogenase,  10 mM HEPES, 10 mM MgCl2, 50 mM KCl, 0.12 mM NADH, 22 U/ml Lactate dehydrogenase]	[unknown, unknown, unknown, unknown, unknown, unknown]	9	R00200	R-MMU-71670;R-XTR-71670;R-OSA-71670;R-SCE-71670;R-TGU-71670;R-CEL-71670;R-SSC-71670;R-ATH-71670;R-BTA-71670;R-GGA-353056;R-CFA-71670;R-PFA-71670;R-DME-71670;R-SPO-71670;R-RNO-71670;R-GGA-71670;R-DDI-71670;R-HSA-71670;R-DRE-71670	10751408
SABIO-RK	9575	Escherichia coli	P0AD61	2.7.1.40	kcat	kcat		132.0		7E0	1/s	Phosphoenolpyruvate;ADP	Pyruvate;ATP	7.5	25.0	[ 10 mM HEPES, 10 mM MgCl2, 50 mM KCl, 0.12 mM NADH, 22 U/ml Lactate dehydrogenase,  10 mM HEPES, 10 mM MgCl2, 50 mM KCl, 0.12 mM NADH, 22 U/ml Lactate dehydrogenase]	[unknown, unknown, unknown, unknown, unknown, unknown]	9	R00200	R-DME-71670;R-CFA-71670;R-HSA-71670;R-DDI-71670;R-XTR-71670;R-SSC-71670;R-MMU-71670;R-TGU-71670;R-GGA-353056;R-OSA-71670;R-SPO-71670;R-RNO-71670;R-ATH-71670;R-BTA-71670;R-CEL-71670;R-PFA-71670;R-SCE-71670;R-GGA-71670;R-DRE-71670	10751408
SABIO-RK	9580	Escherichia coli	P0AD61	2.7.1.40	kcat	kcat		127.0		6E0	1/s	ADP;Phosphoenolpyruvate	Pyruvate;ATP	7.5	25.0	[ 10 mM HEPES, 10 mM MgCl2, 50 mM KCl, 0.12 mM NADH, 22 U/ml Lactate dehydrogenase,  10 mM HEPES, 10 mM MgCl2, 50 mM KCl, 0.12 mM NADH, 22 U/ml Lactate dehydrogenase]	[unknown, unknown, unknown, unknown, unknown, unknown]	9	R00200	R-DRE-71670;R-SCE-71670;R-DME-71670;R-HSA-71670;R-GGA-353056;R-OSA-71670;R-DDI-71670;R-GGA-71670;R-MMU-71670;R-SPO-71670;R-CEL-71670;R-TGU-71670;R-ATH-71670;R-PFA-71670;R-BTA-71670;R-SSC-71670;R-XTR-71670;R-RNO-71670;R-CFA-71670	10751408
SABIO-RK	9587	Escherichia coli		1.5.1.3	kcat	kcat		1.3		1E-1	1/s	NADPH;H+;Dihydrofolate	5,6,7,8-Tetrahydrofolate;NADP+	7.0	30.0	[ 50 mM MES, 100 mM Tris, 50 mM Acetic acid,  50 mM MES, 100 mM Tris, 50 mM Acetic acid]	[unknown, unknown, unknown, unknown, unknown, unknown]	100	R00939	R-MMU-197972;R-HSA-197972;R-GGA-197972;R-CEL-197972;R-SSC-197972;R-CFA-197972;R-XTR-197972;R-RNO-197972;R-TGU-197972;R-DRE-197972;R-SCE-197972;R-BTA-197972;R-SPO-197972;R-DME-197972;R-DDI-197972	15333636
SABIO-RK	9593	Escherichia coli		1.5.1.3	kcat	kcat		1.3		1E-1	1/s	Dihydrofolate;H+;NADPH	NADP+;5,6,7,8-Tetrahydrofolate	7.0	30.0	[ 50 mM MES, 100 mM Tris, 50 mM Acetic acid,  50 mM MES, 100 mM Tris, 50 mM Acetic acid]	[unknown, unknown, unknown, unknown, unknown, unknown]	100	R00939	R-SCE-197972;R-CFA-197972;R-DME-197972;R-DDI-197972;R-MMU-197972;R-SSC-197972;R-HSA-197972;R-SPO-197972;R-BTA-197972;R-XTR-197972;R-GGA-197972;R-CEL-197972;R-TGU-197972;R-DRE-197972;R-RNO-197972	15333636
SABIO-RK	9646	Escherichia coli	P0A6D5	1.1.1.282	kcat_A	kcat		113000.0		2E3	1/s	NAD+;Quinate	3-Dehydroquinate;NADH;H+	9.0	20.0	[ 100 mM Tris/HCl,  100 mM Tris/HCl]	[unknown, unknown, unknown, unknown, unknown, unknown]	1936	R01872		15596430
SABIO-RK	9653	Escherichia coli	P0A6D5	1.1.1.282	kcat_A	kcat		91000.0		1E3	1/s	NAD+;Shikimate	H+;3-Dehydroshikimate;NADH	9.0	20.0	[ 100 mM Tris/HCl,  100 mM Tris/HCl]	[unknown, unknown, unknown, unknown, unknown, unknown]	6422	R06847		15596430
SABIO-RK	9661	Escherichia coli	P0A6D5	1.1.1.282	kcat_B	kcat		142000.0		5E3	1/s	Quinate;NAD+	3-Dehydroquinate;NADH;H+	9.0	20.0	[ 100 mM Tris/HCl,  100 mM Tris/HCl]	[unknown, unknown, unknown, unknown, unknown, unknown]	1936	R01872		15596430
SABIO-RK	9668	Escherichia coli	P0A6D5	1.1.1.282	kcat_B	kcat		105000.0		1E3	1/s	NAD+;Shikimate	H+;NADH;3-Dehydroshikimate	9.0	20.0	[ 100 mM Tris/HCl,  100 mM Tris/HCl]	[unknown, unknown, unknown, unknown, unknown, unknown]	6422	R06847		15596430
SABIO-RK	73813	Escherichia coli	P0ACB2	4.2.1.24	kcat	kcat		2.5		-	1/s	5-Aminolevulinate	Porphobilinogen;H2O	9.0	37.0	[50 mM potassium phosphate, 10 mM 2-mercaptoethanol, 50 mM potassium phosphate, 10 mM 2-mercaptoethanol]	[unknown, unknown, unknown, unknown, unknown]	627	R00036		8439296
SABIO-RK	74005	Escherichia coli	P0A6K1	5.1.1.7	kcat	kcat		84.0		-	1/s	LL-2,6-Diaminoheptanedioate	meso-2,6-Diaminoheptanedioate	7.8	25.0	[0.1 M Tris-HCl, 1 mM EDTA, 1 mM Dithiothreitol, 0.3 mM NADP, 0.6 U/ml DAP dehydrogenase, 0.1 M Tris-HCl, 1 mM EDTA, 1 mM Dithiothreitol, 0.3 mM NADP, 0.6 U/ml DAP dehydrogenase]	[unknown, unknown, unknown]	2622	R02735		6378903
SABIO-RK	74006	Escherichia coli	P0A6K1	5.1.1.7	kcat	kcat		67.0		-	1/s	meso-2,6-Diaminoheptanedioate	LL-2,6-Diaminoheptanedioate	7.8	25.0	[0.1 M Tris-HCl, 1 mM EDTA, 1 mM Dithiothreitol, 0.3 mM NADP, 0.6 U/ml DAP dehydrogenase, 0.1 M Tris-HCl, 1 mM EDTA, 1 mM Dithiothreitol, 0.3 mM NADP, 0.6 U/ml DAP dehydrogenase]	[unknown, unknown, unknown]	2622	R02735		6378903
SABIO-RK	74154	Escherichia coli	P76395	3.1.3.16	kcat	kcat		0.093		-	1/s	4-Nitrophenyl phosphate;H2O	Phosphate;p-Nitrophenol	8.0	37.0	[10 mM Tris, 10 mM Tris]	[unknown, unknown, unknown, unknown, unknown, unknown]	2874	R03024		29967116
SABIO-RK	74155	Escherichia coli		3.1.3.16	kcat	kcat		0.2089		-	1/s	4-Nitrophenyl phosphate;H2O	p-Nitrophenol;Phosphate	8.0	37.0	[10 mM Tris, 10 mM Tris]	[unknown, unknown, unknown, unknown, unknown, unknown]	2874	R03024		29967116
SABIO-RK	74156	Escherichia coli	P0A6L2	4.3.3.7	kcat	kcat		124.0		6.8E0	1/s	Pyruvate;L-Aspartate 4-semialdehyde	(4S)-4-Hydroxy-2,3,4,5-tetrahydro-(2S)-dipicolinic acid;H2O	8.0	30.0	[100 mM Hepes, excess of dihydrodipicolinate reductase, NADPH, 100 mM Hepes, excess of dihydrodipicolinate reductase, NADPH]	[unknown, unknown, unknown, unknown, unknown]	16203	R10147		15066435
SABIO-RK	74258	Escherichia coli	P00864	4.1.1.31	kcat	kcat		150.0		-	1/s	Phosphoenolpyruvate;H2O;CO2	Oxaloacetate;Phosphate	8.5	30.0	[0.1 M Tris-acetate, 0.1 mM NADH, 1.5 U/ml malate dehydrogenase, 0.1 M Tris-acetate, 0.1 mM NADH, 1.5 U/ml malate dehydrogenase]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	150	R00345		9927652
SABIO-RK	74489	Escherichia coli	P33667	2.9.1.3	kcat	kcat		0.008833333		-	1/s	tRNA containing 5-methylaminomethyl-2-(S-geranyl)thiouridine;Selenophosphate;H2O	Phosphate;Thiogeraniol;tRNA containing 5-methylaminomethyl-2-selenouridine	7.2	25.0	[10 mM Tricine-KOH, 0.2 mM DTT, 100 mM MgCl2, 10 mM Tricine-KOH, 0.2 mM DTT, 100 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	16235			29862510
