Time (h),Sample,Value,Type,Initial_C_Glucose,Initial_C_Acetate,Metabolite,Initial_mM_Glucose,Initial_mM_Acetate
9.88155,3,0.223676,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
10.3521,3,0.250452,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
10.82265,3,0.278343,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
11.2932,3,0.306054,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
11.76375,3,0.322069,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
12.2343,3,0.361318,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
12.70485,3,0.396054,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
13.1754,3,0.414524,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
13.64595,3,0.474232,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
14.1165,3,0.52591,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
14.58705,3,0.587116,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
15.0576,3,0.651996,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
15.52815,3,0.718667,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
15.9987,3,0.698194,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
16.46925,3,0.639025,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
16.9398,3,0.619022,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
17.41035,3,0.593666,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
17.8809,3,0.58583,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
18.35145,3,0.579536,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
18.822,3,0.602954,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
19.29255,3,0.53571,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
19.7631,3,0.495841,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
20.23365,3,0.453428,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
20.7042,3,0.42372,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
21.17475,3,0.341414,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
21.6453,3,0.326523,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
22.11585,3,0.302276,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
22.5864,3,0.279098,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
23.05695,3,0.267326,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
23.5275,3,0.237705,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
23.99805,3,0.236574,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
24.4686,3,0.218207,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
24.93915,3,0.211288,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
25.4097,3,0.200757,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
25.88025,3,0.179771,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
26.3508,3,0.176374,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
26.82135,3,0.165104,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
27.2919,3,0.147578,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
27.76245,3,0.138234,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
28.233,3,0.128125,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
28.70355,3,0.120733,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
29.1741,3,0.112184,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
29.64465,3,0.110719,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
30.1152,3,0.1028,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
30.58575,3,0.0943355,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
31.0563,3,0.0927046,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
31.52685,3,0.0872827,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
31.9974,3,0.0906791,flux (ppm/s),4.0,8.0,,0.6666666666666666,4.0
0.0,1,0.0320569,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
0.47055,1,0.0746374,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
0.9411,1,0.0833699,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
1.41165,1,0.0911758,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
1.8822,1,0.10364,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
2.35275,1,0.0941482,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
2.8233,1,0.101801,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
3.29385,1,0.106143,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
3.7644,1,0.112709,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
4.23495,1,0.108503,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
4.7055,1,0.111493,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
5.17605,1,0.116061,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
5.6466,1,0.124303,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
6.11715,1,0.141715,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
6.5877,1,0.143827,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
7.05825,1,0.148146,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
7.5288,1,0.165379,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
7.99935,1,0.168494,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
8.4699,1,0.181313,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
8.94045,1,0.204461,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
9.411,1,0.228551,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
9.88155,1,0.249678,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
10.3521,1,0.273044,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
10.82265,1,0.305665,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
11.2932,1,0.333107,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
11.76375,1,0.338789,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
12.2343,1,0.329395,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
12.70485,1,0.300847,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
13.1754,1,0.309185,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
13.64595,1,0.305107,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
14.1165,1,0.306259,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
14.58705,1,0.316551,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
15.0576,1,0.321001,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
15.52815,1,0.335501,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
15.9987,1,0.348916,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
16.46925,1,0.362364,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
16.9398,1,0.393182,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
17.41035,1,0.383965,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
17.8809,1,0.399979,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
18.35145,1,0.437746,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
18.822,1,0.479005,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
19.29255,1,0.500362,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
19.7631,1,0.55244,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
20.23365,1,0.526353,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
20.7042,1,0.482767,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
21.17475,1,0.431226,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
21.6453,1,0.401981,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
22.11585,1,0.37856,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
22.5864,1,0.356239,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
23.05695,1,0.325742,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
23.5275,1,0.308068,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
23.99805,1,0.279445,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
24.4686,1,0.259284,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
24.93915,1,0.243498,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
25.4097,1,0.223685,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
25.88025,1,0.220734,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
26.3508,1,0.194836,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
26.82135,1,0.187598,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
27.2919,1,0.179574,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
27.76245,1,0.163071,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
28.233,1,0.156437,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
28.70355,1,0.145645,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
29.1741,1,0.13291,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
29.64465,1,0.130494,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
30.1152,1,0.122667,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
30.58575,1,0.124699,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
31.0563,1,0.113064,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
31.52685,1,0.107917,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
31.9974,1,0.102514,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
0.0,2,0.0590551,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
0.47055,2,0.0642244,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
0.9411,2,0.0866006,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
1.41165,2,0.0925456,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
1.8822,2,0.0946833,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
2.35275,2,0.0965861,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
2.8233,2,0.0998565,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
3.29385,2,0.105506,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
3.7644,2,0.105264,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
4.23495,2,0.112208,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
4.7055,2,0.121443,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
5.17605,2,0.11794,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
5.6466,2,0.133819,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
6.11715,2,0.133704,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
6.5877,2,0.14245,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
7.05825,2,0.165908,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
7.5288,2,0.168619,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
7.99935,2,0.185927,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
8.4699,2,0.194309,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
8.94045,2,0.201515,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
9.411,2,0.232435,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
9.88155,2,0.251287,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
10.3521,2,0.276444,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
10.82265,2,0.323177,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
11.2932,2,0.334829,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
11.76375,2,0.347286,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
12.2343,2,0.355895,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
12.70485,2,0.331486,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
13.1754,2,0.314328,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
13.64595,2,0.317687,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
14.1165,2,0.323646,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
14.58705,2,0.326972,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
15.0576,2,0.331292,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
15.52815,2,0.333041,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
15.9987,2,0.351694,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
16.46925,2,0.378845,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
16.9398,2,0.409557,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
17.41035,2,0.41599,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
17.8809,2,0.439049,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
18.35145,2,0.476917,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
18.822,2,0.511169,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
19.29255,2,0.544958,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
19.7631,2,0.576549,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
20.23365,2,0.559415,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
20.7042,2,0.516555,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
21.17475,2,0.459665,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
21.6453,2,0.45645,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
22.11585,2,0.420339,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
22.5864,2,0.387144,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
23.05695,2,0.350979,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
23.5275,2,0.326502,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
23.99805,2,0.299964,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
24.4686,2,0.255493,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
24.93915,2,0.274422,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
25.4097,2,0.247085,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
25.88025,2,0.224956,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
26.3508,2,0.224201,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
26.82135,2,0.20645,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
27.2919,2,0.199145,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
27.76245,2,0.188044,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
28.233,2,0.176766,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
28.70355,2,0.158785,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
29.1741,2,0.154614,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
29.64465,2,0.14299,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
30.1152,2,0.139157,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
30.58575,2,0.123308,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
31.0563,2,0.125606,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
31.52685,2,0.119681,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
31.9974,2,0.119831,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
0.0,3,0.0519158,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
0.47055,3,0.0712557,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
0.9411,3,0.07916,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
1.41165,3,0.0986257,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
1.8822,3,0.0970305,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
2.35275,3,0.0938728,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
2.8233,3,0.0972564,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
3.29385,3,0.103382,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
3.7644,3,0.11568,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
4.23495,3,0.108828,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
4.7055,3,0.105136,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
5.17605,3,0.108432,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
5.6466,3,0.119127,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
6.11715,3,0.132118,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
6.5877,3,0.136463,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
7.05825,3,0.152838,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
7.5288,3,0.159135,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
7.99935,3,0.182934,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
8.4699,3,0.170756,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
8.94045,3,0.191037,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
9.411,3,0.206399,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
9.88155,3,0.216088,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
10.3521,3,0.246088,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
10.82265,3,0.28471,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
11.2932,3,0.309967,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
11.76375,3,0.331084,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
12.2343,3,0.332333,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
12.70485,3,0.333819,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
13.1754,3,0.352051,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
13.64595,3,0.340316,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
14.1165,3,0.349208,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
14.58705,3,0.338382,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
15.0576,3,0.344499,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
15.52815,3,0.347387,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
15.9987,3,0.340679,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
16.46925,3,0.344668,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
16.9398,3,0.334167,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
17.41035,3,0.342723,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
17.8809,3,0.346204,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
18.35145,3,0.383273,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
18.822,3,0.400406,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
19.29255,3,0.416181,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
19.7631,3,0.445735,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
20.23365,3,0.471379,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
20.7042,3,0.497716,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
21.17475,3,0.501434,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
21.6453,3,0.537894,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
22.11585,3,0.593091,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
22.5864,3,0.601138,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
23.05695,3,0.547785,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
23.5275,3,0.478726,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
23.99805,3,0.451861,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
24.4686,3,0.419438,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
24.93915,3,0.378019,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
25.4097,3,0.357742,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
25.88025,3,0.326898,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
26.3508,3,0.294862,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
26.82135,3,0.277589,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
27.2919,3,0.256097,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
27.76245,3,0.240938,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
28.233,3,0.220711,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
28.70355,3,0.201,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
29.1741,3,0.20543,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
29.64465,3,0.184456,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
30.1152,3,0.169656,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
30.58575,3,0.166967,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
31.0563,3,0.153785,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
31.52685,3,0.141174,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
31.9974,3,0.137241,flux (ppm/s),8.0,4.0,,1.3333333333333333,2.0
0.0,,0.071549,flux (ppm/s),0.0,0.0,,0.0,0.0
0.47055,,0.0814338,flux (ppm/s),0.0,0.0,,0.0,0.0
0.9411,,0.0909315,flux (ppm/s),0.0,0.0,,0.0,0.0
1.41165,,0.0920681,flux (ppm/s),0.0,0.0,,0.0,0.0
1.8822,,0.0959823,flux (ppm/s),0.0,0.0,,0.0,0.0
2.35275,,0.0934106,flux (ppm/s),0.0,0.0,,0.0,0.0
2.8233,,0.0830392,flux (ppm/s),0.0,0.0,,0.0,0.0
3.29385,,0.0916401,flux (ppm/s),0.0,0.0,,0.0,0.0
3.7644,,0.0632042,flux (ppm/s),0.0,0.0,,0.0,0.0
4.23495,,0.0738946,flux (ppm/s),0.0,0.0,,0.0,0.0
4.7055,,0.0758951,flux (ppm/s),0.0,0.0,,0.0,0.0
5.17605,,0.0710611,flux (ppm/s),0.0,0.0,,0.0,0.0
5.6466,,0.0687131,flux (ppm/s),0.0,0.0,,0.0,0.0
6.11715,,0.0626926,flux (ppm/s),0.0,0.0,,0.0,0.0
6.5877,,0.0601773,flux (ppm/s),0.0,0.0,,0.0,0.0
7.05825,,0.0595898,flux (ppm/s),0.0,0.0,,0.0,0.0
7.5288,,0.0638223,flux (ppm/s),0.0,0.0,,0.0,0.0
7.99935,,0.0460852,flux (ppm/s),0.0,0.0,,0.0,0.0
8.4699,,0.0532741,flux (ppm/s),0.0,0.0,,0.0,0.0
8.94045,,0.0486875,flux (ppm/s),0.0,0.0,,0.0,0.0
9.411,,0.0499009,flux (ppm/s),0.0,0.0,,0.0,0.0
9.88155,,0.0509573,flux (ppm/s),0.0,0.0,,0.0,0.0
10.3521,,0.0517815,flux (ppm/s),0.0,0.0,,0.0,0.0
10.82265,,0.0495003,flux (ppm/s),0.0,0.0,,0.0,0.0
11.2932,,0.0452741,flux (ppm/s),0.0,0.0,,0.0,0.0
11.76375,,0.0460754,flux (ppm/s),0.0,0.0,,0.0,0.0
12.2343,,0.0430346,flux (ppm/s),0.0,0.0,,0.0,0.0
12.70485,,0.0381326,flux (ppm/s),0.0,0.0,,0.0,0.0
13.1754,,0.0316264,flux (ppm/s),0.0,0.0,,0.0,0.0
13.64595,,0.0415724,flux (ppm/s),0.0,0.0,,0.0,0.0
14.1165,,0.0334426,flux (ppm/s),0.0,0.0,,0.0,0.0
14.58705,,0.0416847,flux (ppm/s),0.0,0.0,,0.0,0.0
15.0576,,0.0344026,flux (ppm/s),0.0,0.0,,0.0,0.0
15.52815,,0.0433874,flux (ppm/s),0.0,0.0,,0.0,0.0
15.9987,,0.0394072,flux (ppm/s),0.0,0.0,,0.0,0.0
16.46925,,0.0584445,flux (ppm/s),0.0,0.0,,0.0,0.0
16.9398,,0.0269688,flux (ppm/s),0.0,0.0,,0.0,0.0
17.41035,,0.029533,flux (ppm/s),0.0,0.0,,0.0,0.0
17.8809,,0.0310021,flux (ppm/s),0.0,0.0,,0.0,0.0
18.35145,,0.0355222,flux (ppm/s),0.0,0.0,,0.0,0.0
18.822,,0.0322393,flux (ppm/s),0.0,0.0,,0.0,0.0
19.29255,,0.0250566,flux (ppm/s),0.0,0.0,,0.0,0.0
19.7631,,0.0265361,flux (ppm/s),0.0,0.0,,0.0,0.0
20.23365,,0.0432042,flux (ppm/s),0.0,0.0,,0.0,0.0
20.7042,,0.0212182,flux (ppm/s),0.0,0.0,,0.0,0.0
21.17475,,0.0236312,flux (ppm/s),0.0,0.0,,0.0,0.0
21.6453,,0.0256516,flux (ppm/s),0.0,0.0,,0.0,0.0
22.11585,,0.011724,flux (ppm/s),0.0,0.0,,0.0,0.0
22.5864,,0.0344322,flux (ppm/s),0.0,0.0,,0.0,0.0
23.05695,,0.0307477,flux (ppm/s),0.0,0.0,,0.0,0.0
23.5275,,0.0361127,flux (ppm/s),0.0,0.0,,0.0,0.0
23.99805,,0.0270269,flux (ppm/s),0.0,0.0,,0.0,0.0
24.4686,,0.0346629,flux (ppm/s),0.0,0.0,,0.0,0.0
24.93915,,0.0335957,flux (ppm/s),0.0,0.0,,0.0,0.0
25.4097,,0.0305248,flux (ppm/s),0.0,0.0,,0.0,0.0
25.88025,,0.0358594,flux (ppm/s),0.0,0.0,,0.0,0.0
26.3508,,0.0290725,flux (ppm/s),0.0,0.0,,0.0,0.0
26.82135,,0.0302989,flux (ppm/s),0.0,0.0,,0.0,0.0
27.2919,,0.0262156,flux (ppm/s),0.0,0.0,,0.0,0.0
27.76245,,0.0200967,flux (ppm/s),0.0,0.0,,0.0,0.0
28.233,,0.0234458,flux (ppm/s),0.0,0.0,,0.0,0.0
28.70355,,0.0351167,flux (ppm/s),0.0,0.0,,0.0,0.0
29.1741,,0.0225967,flux (ppm/s),0.0,0.0,,0.0,0.0
29.64465,,0.0369368,flux (ppm/s),0.0,0.0,,0.0,0.0
30.1152,,0.0351602,flux (ppm/s),0.0,0.0,,0.0,0.0
30.58575,,0.0308397,flux (ppm/s),0.0,0.0,,0.0,0.0
31.0563,,0.027322,flux (ppm/s),0.0,0.0,,0.0,0.0
31.52685,,0.0227768,flux (ppm/s),0.0,0.0,,0.0,0.0
31.9974,,,flux (ppm/s),0.0,0.0,,0.0,0.0
0.5,1,0.115,OD,4.0,8.0,,0.6666666666666666,4.0
1.0,1,0.112,OD,4.0,8.0,,0.6666666666666666,4.0
1.5,1,0.111,OD,4.0,8.0,,0.6666666666666666,4.0
2.0,1,0.11,OD,4.0,8.0,,0.6666666666666666,4.0
2.5,1,0.11,OD,4.0,8.0,,0.6666666666666666,4.0
3.0,1,0.11,OD,4.0,8.0,,0.6666666666666666,4.0
3.5,1,0.11,OD,4.0,8.0,,0.6666666666666666,4.0
4.0,1,0.11,OD,4.0,8.0,,0.6666666666666666,4.0
4.5,1,0.111,OD,4.0,8.0,,0.6666666666666666,4.0
5.0,1,0.11,OD,4.0,8.0,,0.6666666666666666,4.0
