Time (h),Sample,Value,Type,Initial_C_Glucose,Initial_C_Acetate,Metabolite,Condition,Initial_mM_Glucose,Initial_mM_Acetate
0.0,1,38764000.0,counts,4.0,8.0,,doubles,0.6666666666666666,4.0
4.0,1,61894000.0,counts,4.0,8.0,,doubles,0.6666666666666666,4.0
8.0,1,112149646.0,counts,4.0,8.0,,doubles,0.6666666666666666,4.0
12.0,1,240932182.0,counts,4.0,8.0,,doubles,0.6666666666666666,4.0
16.0,1,717909681.0,counts,4.0,8.0,,doubles,0.6666666666666666,4.0
20.0,1,1089550480.0,counts,4.0,8.0,,doubles,0.6666666666666666,4.0
0.0,2,47900000.0,counts,4.0,8.0,,doubles,0.6666666666666666,4.0
4.0,2,58794000.0,counts,4.0,8.0,,doubles,0.6666666666666666,4.0
8.0,2,86354000.0,counts,4.0,8.0,,doubles,0.6666666666666666,4.0
12.0,2,188209617.0,counts,4.0,8.0,,doubles,0.6666666666666666,4.0
16.0,2,536400702.0,counts,4.0,8.0,,doubles,0.6666666666666666,4.0
20.0,2,1023345302.0,counts,4.0,8.0,,doubles,0.6666666666666666,4.0
0.0,3,45104000.0,counts,4.0,8.0,,doubles,0.6666666666666666,4.0
4.0,3,58724000.0,counts,4.0,8.0,,doubles,0.6666666666666666,4.0
8.0,3,96598000.0,counts,4.0,8.0,,doubles,0.6666666666666666,4.0
12.0,3,189651273.0,counts,4.0,8.0,,doubles,0.6666666666666666,4.0
16.0,3,612710679.0,counts,4.0,8.0,,doubles,0.6666666666666666,4.0
20.0,3,952718230.0,counts,4.0,8.0,,doubles,0.6666666666666666,4.0
0.0,1,47326000.0,counts,8.0,4.0,,doubles,1.3333333333333333,2.0
4.0,1,54590000.0,counts,8.0,4.0,,doubles,1.3333333333333333,2.0
8.0,1,80312000.0,counts,8.0,4.0,,doubles,1.3333333333333333,2.0
12.0,1,189002061.0,counts,8.0,4.0,,doubles,1.3333333333333333,2.0
16.0,1,485864947.0,counts,8.0,4.0,,doubles,1.3333333333333333,2.0
20.0,1,949301181.0,counts,8.0,4.0,,doubles,1.3333333333333333,2.0
0.0,2,43520000.0,counts,8.0,4.0,,doubles,1.3333333333333333,2.0
4.0,2,51460000.0,counts,8.0,4.0,,doubles,1.3333333333333333,2.0
8.0,2,83356000.0,counts,8.0,4.0,,doubles,1.3333333333333333,2.0
12.0,2,201559536.0,counts,8.0,4.0,,doubles,1.3333333333333333,2.0
16.0,2,464824962.0,counts,8.0,4.0,,doubles,1.3333333333333333,2.0
20.0,2,772000719.0,counts,8.0,4.0,,doubles,1.3333333333333333,2.0
0.0,3,47080000.0,counts,8.0,4.0,,doubles,1.3333333333333333,2.0
4.0,3,45830000.0,counts,8.0,4.0,,doubles,1.3333333333333333,2.0
8.0,3,74076000.0,counts,8.0,4.0,,doubles,1.3333333333333333,2.0
12.0,3,119965963.0,counts,8.0,4.0,,doubles,1.3333333333333333,2.0
16.0,3,402705557.0,counts,8.0,4.0,,doubles,1.3333333333333333,2.0
20.0,3,513675370.0,counts,8.0,4.0,,doubles,1.3333333333333333,2.0
0.0,,37138000.0,counts,0.0,0.0,,doubles,0.0,0.0
4.0,,49100000.0,counts,0.0,0.0,,doubles,0.0,0.0
8.0,,54122000.0,counts,0.0,0.0,,doubles,0.0,0.0
12.0,,47332000.0,counts,0.0,0.0,,doubles,0.0,0.0
16.0,,48450000.0,counts,0.0,0.0,,doubles,0.0,0.0
20.0,,56108000.0,counts,0.0,0.0,,doubles,0.0,0.0
0.0,1,0.0,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
0.47055,1,-0.414279577,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
0.9411,1,-0.818828003,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
1.41165,1,-0.529090266,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
1.8822,1,-0.432095541,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
2.35275,1,-0.265443039,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
2.8233,1,0.912260632,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
3.29385,1,2.045343065,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
3.7644,1,3.875773024,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
4.23495,1,5.206719096,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
4.7055,1,6.463866641,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
5.17605,1,8.141770585,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
5.6466,1,11.64076724,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
6.11715,1,13.96842938,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
6.5877,1,17.06783785,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
7.05825,1,20.36981212,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
7.5288,1,23.4864674,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
7.99935,1,27.67355841,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
8.4699,1,31.767941,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
8.94045,1,36.58240973,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
9.411,1,41.8498021,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
9.88155,1,47.59593621,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
10.3521,1,53.93356766,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
10.82265,1,61.01365792,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
11.2932,1,69.16576513,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
11.76375,1,77.78010416,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
12.2343,1,87.4974923,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
12.70485,1,97.95598765,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
13.1754,1,110.2889339,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
13.64595,1,122.8587073,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
14.1165,1,137.3501082,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
14.58705,1,153.2151292,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
15.0576,1,171.3009729,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
15.52815,1,191.0843583,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
15.9987,1,211.437371,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
16.46925,1,230.8796389,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
16.9398,1,250.7812746,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
17.41035,1,269.7255009,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
17.8809,1,287.8066997,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
18.35145,1,305.7354866,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
18.822,1,323.9666627,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
19.29255,1,342.6308399,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
19.7631,1,359.3091379,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
20.23365,1,374.7779687,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
20.7042,1,389.2773101,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
21.17475,1,403.0805327,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
21.6453,1,415.8257732,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
22.11585,1,427.798631,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
22.5864,1,438.1430273,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
23.05695,1,447.936823,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
23.5275,1,456.7019519,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
23.99805,1,465.2682748,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
24.4686,1,472.9070744,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
24.93915,1,480.0362929,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
25.4097,1,486.623224,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
25.88025,1,492.5160203,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
26.3508,1,498.3162984,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
26.82135,1,503.655323,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
27.2919,1,508.7933467,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
27.76245,1,513.6917461,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
28.233,1,517.7508209,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
28.70355,1,521.4145454,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
29.1741,1,525.3726319,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
29.64465,1,528.5780058,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
30.1152,1,531.6757266,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
30.58575,1,534.6283725,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
31.0563,1,537.5914752,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
31.52685,1,540.2865786,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
31.9974,1,543.4569557,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
0.0,2,0.0,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
0.47055,2,-0.415100808,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
0.9411,2,-0.630476328,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
1.41165,2,-0.611594286,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
1.8822,2,-0.478899675,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
2.35275,2,0.160341433,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
2.8233,2,1.064635964,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
3.29385,2,1.897516367,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
3.7644,2,3.596115326,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
4.23495,2,4.770885535,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
4.7055,2,6.240141924,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
5.17605,2,7.731721966,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
5.6466,2,9.658736575,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
6.11715,2,11.95476426,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
6.5877,2,14.62115873,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
7.05825,2,17.72391542,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
7.5288,2,20.81421159,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
7.99935,2,24.695743,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
8.4699,2,28.68237782,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
8.94045,2,33.21767708,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
9.411,2,38.426523,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
9.88155,2,43.91635791,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
10.3521,2,50.00492249,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
10.82265,2,57.01342952,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
11.2932,2,64.68917808,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
11.76375,2,72.92221161,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
12.2343,2,82.05181201,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
12.70485,2,92.42918053,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
13.1754,2,104.0422292,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
13.64595,2,116.4333846,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
14.1165,2,130.3257013,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
14.58705,2,145.6766639,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
15.0576,2,163.1127556,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
15.52815,2,182.0207302,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
15.9987,2,203.1223611,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
16.46925,2,223.0846388,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
16.9398,2,243.5349006,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
17.41035,2,262.5119336,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
17.8809,2,281.042538,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
18.35145,2,299.7484011,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
18.822,2,318.4332612,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
19.29255,2,337.4631983,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
19.7631,2,356.5646951,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
20.23365,2,373.4668131,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
20.7042,2,389.7882869,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
21.17475,2,403.5574509,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
21.6453,2,415.9664154,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
22.11585,2,427.9109467,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
22.5864,2,438.3795872,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
23.05695,2,448.3347338,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
23.5275,2,457.4667344,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
23.99805,2,465.9635999,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
24.4686,2,473.4996563,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
24.93915,2,480.6203477,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
25.4097,2,487.2418284,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
25.88025,2,493.375444,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
26.3508,2,498.8955448,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
26.82135,2,503.9882527,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
27.2919,2,508.9234784,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
27.76245,2,513.0001198,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
28.233,2,517.7246137,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
28.70355,2,521.3818624,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
29.1741,2,524.9955206,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
29.64465,2,528.1544511,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
30.1152,2,531.143734,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
30.58575,2,534.3167644,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
31.0563,2,537.0282994,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
31.52685,2,539.8449515,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
31.9974,2,543.157535,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
0.0,3,0.0,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
0.47055,3,-0.473980761,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
0.9411,3,-0.735472487,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
1.41165,3,-0.684931098,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
1.8822,3,-0.476201901,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
2.35275,3,-0.045010503,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
2.8233,3,0.930728481,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
3.29385,3,2.627437542,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
3.7644,3,4.338548889,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
4.23495,3,5.35460399,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
4.7055,3,6.773274646,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
5.17605,3,8.471664914,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
5.6466,3,10.59613956,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
6.11715,3,13.12242243,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
6.5877,3,16.05898593,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
7.05825,3,18.99147415,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
7.5288,3,22.46882391,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
7.99935,3,26.73988486,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
8.4699,3,31.23824522,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
8.94045,3,36.35352071,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
9.411,3,42.1666172,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
9.88155,3,48.19308243,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
10.3521,3,55.11639667,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
10.82265,3,63.07830557,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
11.2932,3,72.13726935,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
11.76375,3,81.72239514,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
12.2343,3,92.76342886,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
12.70485,3,105.1664777,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
13.1754,3,118.4234129,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
13.64595,3,133.4106345,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
14.1165,3,150.4520036,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
14.58705,3,169.3320236,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
15.0576,3,190.693711,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
15.52815,3,214.0579947,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
15.9987,3,236.8479371,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
16.46925,3,256.9624707,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
16.9398,3,277.4331431,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
17.41035,3,296.943314,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
17.8809,3,316.1341524,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
18.35145,3,334.9574358,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
18.822,3,354.6982225,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
19.29255,3,372.3567122,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
19.7631,3,388.5898078,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
20.23365,3,402.8046572,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
20.7042,3,416.7251047,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
21.17475,3,427.7242768,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
21.6453,3,438.1422604,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
22.11585,3,448.186394,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
22.5864,3,456.6753954,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
23.05695,3,464.8805645,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
23.5275,3,471.8848829,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
23.99805,3,479.1522745,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
24.4686,3,485.531768,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
24.93915,3,491.7079169,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
25.4097,3,497.6226673,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
25.88025,3,502.6356411,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
26.3508,3,507.7570293,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
26.82135,3,512.4486201,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
27.2919,3,516.6710224,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
27.76245,3,520.7743487,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
28.233,3,524.417371,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
28.70355,3,527.4171653,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
29.1741,3,530.5381693,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
29.64465,3,533.1317797,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
30.1152,3,535.5111159,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
30.58575,3,537.7419358,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
31.0563,3,540.0334278,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
31.52685,3,542.2888996,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
31.9974,3,545.4189629,cumulative (umol),4.0,8.0,,doubles,0.6666666666666666,4.0
0.0,1,0.0,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
0.47055,1,0.180130778,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
0.9411,1,0.382333273,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
1.41165,1,0.848771212,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
1.8822,1,1.667326859,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
2.35275,1,2.204134317,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
2.8233,1,3.381907483,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
3.29385,1,4.441693183,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
3.7644,1,6.701058866,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
4.23495,1,8.442216553,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
4.7055,1,10.2325455,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
5.17605,1,12.36035712,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
5.6466,1,14.88514484,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
6.11715,1,18.28383236,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
6.5877,1,21.84787473,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
7.05825,1,25.59856444,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
7.5288,1,29.87530415,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
7.99935,1,34.86234926,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
8.4699,1,40.10635263,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
8.94045,1,46.39851638,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
9.411,1,53.58243213,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
9.88155,1,61.54867486,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
10.3521,1,70.39159765,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
10.82265,1,80.57255637,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
11.2932,1,91.95583676,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
11.76375,1,103.532323,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
12.2343,1,114.8464433,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
12.70485,1,125.2189711,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
13.1754,1,136.1304544,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
13.64595,1,146.5534345,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
14.1165,1,157.2913132,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
14.58705,1,168.1533545,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
15.0576,1,179.4297149,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
15.52815,1,190.9683597,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
15.9987,1,203.1584087,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
16.46925,1,215.2357807,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
16.9398,1,229.5521766,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
17.41035,1,243.4266824,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
17.8809,1,257.8719584,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
18.35145,1,273.6282303,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
18.822,1,291.0900703,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
19.29255,1,309.617096,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
19.7631,1,330.1099473,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
20.23365,1,349.0391978,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
20.7042,1,367.0130626,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
21.17475,1,382.9124496,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
21.6453,1,397.6130979,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
22.11585,1,411.870641,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
22.5864,1,424.5094585,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
23.05695,1,436.090789,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
23.5275,1,446.8098783,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
23.99805,1,456.7235895,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
24.4686,1,465.6033183,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
24.93915,1,473.9077351,cumulative (umol),8.0,4.0,,doubles,1.3333333333333333,2.0
