Rank,gene_callers_id,DSS3_ac_mean_abund,DSS3_glc_mean_abund,DSS3_late_mean_abund,DSS3_early_mean_abund,DSS3_ac_v_DSS3_glc_FOLD_CHANGE_rna,DSS3_ac_v_DSS3_late_FOLD_CHANGE_rna,DSS3_ac_v_DSS3_early_FOLD_CHANGE_rna,DSS3_glc_v_DSS3_late_FOLD_CHANGE_rna,DSS3_glc_v_DSS3_early_FOLD_CHANGE_rna,DSS3_late_v_DSS3_early_FOLD_CHANGE_rna,ANOVA p-value,BH_crit,BH_valid,DSS3_ac_v_DSS3_glc_Tukey_HSD_adjusted_p,DSS3_ac_v_DSS3_late_Tukey_HSD_adjusted_p,DSS3_ac_v_DSS3_early_Tukey_HSD_adjusted_p,DSS3_glc_v_DSS3_late_Tukey_HSD_adjusted_p,DSS3_glc_v_DSS3_early_Tukey_HSD_adjusted_p,DSS3_late_v_DSS3_early_Tukey_HSD_adjusted_p,SPO_ID (ACCESSION),KOfam (ACCESSION),KEGG_Module,COG20_FUNCTION,n_matches,frame_id,n_reactions,reaction_ids
452,2847,0.041045201,0.02943818,0.052646637,0.050102822,0.479940883,-0.35869872,-0.285944467,-0.838639603,-0.765885349,0.072754254,7.72696222196063e-06,0.005204975,TRUE,,,,,,,SPO2851,,,"Ca2+-binding protein, RTX toxin-related (PDB:1AF0) (PUBMED:15135544)",1,SPO_RS22275,0,
453,2502,0.025295694,0.01542323,0.021090115,0.027464701,0.716243637,0.264054132,-0.11877591,-0.452189505,-0.835019547,-0.382830042,7.73712145569968e-06,0.00521649,TRUE,0.0001,0.0096,,0.0009,,,SPO2505,K01129,,dGTP triphosphohydrolase (Dgt) (PDB:6OI7),1,SPO_RS12715,1,DGTPTRIPHYDRO-RXN
454,3527,0.012958522,0.033222036,0.011020903,0.013506328,-1.360289521,0.268406989,-0.058233296,1.62869651,1.302056225,-0.326640285,7.78378180278549e-06,0.005228006,TRUE,,,,,,,SPO3528,,,"Uncharacterized membrane protein YeaQ/YmgE, transglycosylase-associated protein family (YeaQ)",1,SPO_RS17875,0,
455,2415,0.001098371,0.001066565,0.002020125,0.000751136,0.042318194,-0.878424839,0.565811083,-0.920743033,0.523492889,1.444235923,7.78900897562812e-06,0.005239521,TRUE,,,,,,,SPO2418,,,Threonine/homoserine/homoserine lactone efflux protein (RhtB),1,SPO_RS12285,0,
456,3772,0.028343632,0.007873361,0.011467845,0.014889043,1.848478287,1.322749558,0.932301355,-0.525728729,-0.916176932,-0.390448204,7.82176956859046e-06,0.005251036,TRUE,0,0,0.0001,,,,SPO3770,K00266,,NADPH-dependent glutamate synthase beta chain or related oxidoreductase (GltD) (PDB:1H7X),1,SPO_RS19135,0,
457,3372,0.013662621,0.02464166,0.020849803,0.019244612,-0.851514141,-0.611143124,-0.49560994,0.240371017,0.355904201,0.115533183,7.842159808164e-06,0.005262552,TRUE,0,0.0001,0.0004,0.0023,,,SPO3375,,,"Uncharacterized conserved protein, heparinase superfamily",1,SPO_RS17095,0,
458,251,0.010250842,0.012476344,0.006967264,0.009865782,-0.283740254,0.556050617,0.055009152,0.839790871,0.338749406,-0.501041465,7.92080153700914e-06,0.005274067,TRUE,0.0033,0.0003,,0,,,SPO0253,K00826,"Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine",Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase (IlvE) (PDB:1A3G),1,SPO_RS01290,3,"BRANCHED-CHAINAMINOTRANSFERVAL-RXN, BRANCHED-CHAINAMINOTRANSFERLEU-RXN, BRANCHED-CHAINAMINOTRANSFERILEU-RXN"
459,502,0.10647468,0.068554953,0.048149701,0.086219959,0.634186562,1.148077602,0.302758692,0.51389104,-0.33142787,-0.84531891,7.92081852059391e-06,0.005285583,TRUE,0.0001,0,0.0057,0.0029,,,SPO0501,K02881,,Ribosomal protein L18 (RplR) (PDB:1VS6),1,SPO_RS02530,0,
460,3662,0.001957894,0.002320333,0.002318786,0.005091941,-0.257230111,-0.256563565,-1.388823864,0.000666546,-1.131593753,-1.132260299,7.92824975940468e-06,0.005297098,TRUE,,,,,,,SPO3662,,,,1,SPO_RS18560,0,
461,2425,0.001031767,0.002539664,0.002881001,0.001111045,-1.299512685,-1.481816529,-0.106968711,-0.182303844,1.192543974,1.374847818,7.92849743342608e-06,0.005308614,TRUE,0.0001,0,,,,,SPO2428,K00020,,3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase (MmsB) (PDB:1I36),1,SPO_RS12335,0,
462,49,0.000889015,0.002309826,0.001242256,0.001187807,-1.378719225,-0.479366253,-0.418103613,0.899352972,0.960615612,0.06126264,7.93037630559658e-06,0.005320129,TRUE,,,,,,,SPO0049,K21029,,Molybdopterin or thiamine biosynthesis adenylyltransferase (ThiF) (PDB:1ZUD) (PUBMED:32239579),1,SPO_RS00250,0,
463,1693,0.077257262,0.044466757,0.042084096,0.056593423,0.800262411,0.877904779,0.449616306,0.077642369,-0.350646104,-0.428288473,7.93281635627165e-06,0.005331644,TRUE,0,0,0.0003,,,,SPO1692,K02996,,Ribosomal protein S9 (RpsI) (PDB:4V4H),1,SPO_RS08585,0,
464,289,0.023597911,0.010671645,0.011680441,0.014353869,1.146535765,1.017799917,0.72155428,-0.128735848,-0.424981485,-0.296245637,7.96217534896931e-06,0.00534316,TRUE,0,0,0.0001,,,,SPO0291,K03638,"Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor",Molybdopterin biosynthesis enzyme MoaB/MogA (MoaB) (PDB:1DI6) (PUBMED:32239579),1,SPO_RS01480,0,
465,3458,0.001928741,0.000276154,0.000244402,0.000344273,2.79564336,2.97311396,2.483615034,0.1774706,-0.312028326,-0.489498926,7.97386343983078e-06,0.005354675,TRUE,,,,,,,SPO3460,K02423,,,1,SPO_RS17525,0,
466,522,0.033777131,0.013385089,0.012094622,0.019652009,1.33475051,1.481652581,0.787795773,0.146902071,-0.546954736,-0.693856808,8.03432528247478e-06,0.005366191,TRUE,0.0003,0.0011,0.0018,,,,SPO0520,K09970,,"ABC-type amino acid transport system, permease component (BatB)",1,SPO_RS02625,0,
467,3826,0.121157412,0.056345414,0.059600071,0.086639049,1.105368945,1.023860105,0.486914672,-0.08150884,-0.618454274,-0.536945433,8.04787919510497e-06,0.005377706,TRUE,0,0,0.0006,,,,SPO3824,K02926,,Ribosomal protein L4 (RplD) (PDB:1VS6),1,SPO_RS19405,0,
468,1664,0.015853786,0.00990465,0.017965689,0.020854369,0.678923617,-0.17945604,-0.394983022,-0.858379657,-1.073906639,-0.215526982,8.08674777085038e-06,0.005389222,TRUE,,,,,,,SPO1663,,,,1,SPO_RS08450,0,
469,2612,0.039150229,0.010022119,0.007523561,0.040875159,1.953864906,2.369875192,-0.072491422,0.416010286,-2.026356327,-2.442366613,8.14302133228736e-06,0.005400737,TRUE,0.0001,0.0001,,,,,SPO2617,,,"Regulator of protease activity HflC, stomatin/prohibitin superfamily (HflC)",1,SPO_RS13275,0,
470,3586,0.032212059,0.015523375,0.029986046,0.022436172,1.054642147,0.103858384,0.522561641,-0.950783763,-0.532080506,0.418703257,8.18329693149608e-06,0.005412252,TRUE,0,,0.0005,0,,,SPO3587,,,,1,SPO_RS18170,0,
471,2248,0.003555806,0.003431625,0.004561153,0.002792504,0.051174532,-0.359845993,0.347737857,-0.411020525,0.296563325,0.70758385,8.20193502690254e-06,0.005423768,TRUE,,,,,,,SPO2244,,,,1,SPO_RS22530,0,
472,904,0.045875056,0.030997075,0.018198697,0.055115086,0.572792257,1.332993472,-0.266440758,0.760201216,-0.839233015,-1.59943423,8.24185102206198e-06,0.005435283,TRUE,0.0047,0.0001,,0.0059,,,SPO0904,K03719,,"DNA-binding transcriptional regulator, Lrp family (Lrp) (PDB:1I1G)",1,SPO_RS04555,0,
473,378,0.010837256,0.006642573,0.0058986,0.006842666,0.706209627,0.878969044,0.666512564,0.172759417,-0.039697063,-0.21245648,8.24589503026193e-06,0.005446799,TRUE,0,0,0,,,,SPO0378,K23537,,"ABC-type guanosine uptake system NupNOPQ, ATPase component NupO (NupO) (PUBMED:21926227)",1,SPO_RS01915,0,
474,1400,0.017270744,0.00606712,0.009717061,0.008914697,1.507628216,0.830496798,0.954394663,-0.677131418,-0.553233552,0.123897866,8.3162870614332e-06,0.005458314,TRUE,0,0.0001,0,0.0035,,,SPO1397,,,Multidrug efflux pump subunit AcrB (AcrB) (PDB:1IWG),1,SPO_RS07130,0,
475,193,0.002632314,0.00080502,0.000748306,0.000939559,1.712306949,1.812559562,1.487918979,0.100252613,-0.224387971,-0.324640584,8.38173545898183e-06,0.00546983,TRUE,,,,,,,SPO0195,K02394,,Flagellar basal body P-ring protein FlgI (FlgI),1,SPO_RS00995,0,
476,2413,0.001283448,0.002263333,0.002987652,0.001155663,-0.82900865,-1.230189396,0.147260788,-0.401180746,0.976269438,1.377450184,8.39218029698848e-06,0.005481345,TRUE,,,,,,,SPO2416,K00020,,3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase (MmsB) (PDB:1I36),1,SPO_RS12275,0,
477,3639,0.038405828,0.026643818,0.027464489,0.042206718,0.52770153,0.483275784,-0.136080611,-0.044425746,-0.663782141,-0.619356395,8.42277841284798e-06,0.00549286,TRUE,0.0002,0.0004,,,,,SPO3640,K04773,,"Periplasmic serine protease, ClpP class (SppA) (PDB:3BEZ)",1,SPO_RS18445,0,
478,3164,0.013859585,0.006504367,0.007875589,0.006844133,1.090419184,0.813893915,1.020420243,-0.276525269,-0.069998941,0.206526327,8.45023669847447e-06,0.005504376,TRUE,0,0,0,,,,SPO3168,K01069,,"Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II (GloB) (PDB:1QH3) (PUBMED:25670698)",1,SPO_RS16050,2,"GLYOXII-RXN, RXN-7919"
479,2741,0.066988723,0.078893802,0.064035442,0.037215109,-0.235890941,0.067221295,0.849786775,0.303112236,1.085677716,0.78256548,8.48441006642794e-06,0.005515891,TRUE,0.0246,,0.0001,0.0043,,,SPO2746,,,"Uncharacterized conserved protein, contains caspase domain (PDB:3UO8)",1,SPO_RS13950,0,
480,2291,0.01107975,0.006205843,0.003456107,0.006170688,0.835042567,1.686226617,0.841820057,0.85118405,0.006777491,-0.84440656,8.52525482160048e-06,0.005527407,TRUE,0.0001,0,0.0001,0.0018,,,SPO2289,,,,1,SPO_RS11605,0,
481,3699,0.00155181,0.004180322,0.002615576,0.001553023,-1.428387895,-0.749533361,0.007106367,0.678854534,1.435494262,0.756639728,8.6896512404648e-06,0.005538922,TRUE,0.0044,,,0.0133,,,SPO3698,,,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)",1,SPO_RS18760,0,
482,3004,0.017894392,0.013541999,0.031234381,0.017235569,0.40116306,-0.803014543,0.054886661,-1.204177603,-0.346276399,0.857901204,8.71351831511543e-06,0.005550438,TRUE,,,,,,,SPO_tRNA-Leu-5,,,,1,SPO_RS15245,0,
483,3956,0.01892398,0.010619438,0.006116408,0.012107198,0.834569053,1.642904975,0.649542464,0.808335922,-0.185026588,-0.993362511,8.71435795031034e-06,0.005561953,TRUE,0.0001,0,0.0003,0.0022,,,SPOA0059,K00281,Photorespiration,"Glycine cleavage system protein P (pyridoxal-binding), N-terminal domain (GcvP1) (PDB:4LGL)!!!Glycine cleavage system protein P (pyridoxal-binding), C-terminal domain (GcvP2) (PDB:4LGL)",1,SPO_RS20070,1,GCVP-RXN
484,257,0.005468664,0.00260987,0.003981222,0.003674206,1.066896049,0.459410722,0.57277864,-0.607485327,-0.494117408,0.113367919,8.73234668803239e-06,0.005573468,TRUE,,,,,,,SPO0259,,,,1,SPO_RS01320,0,
485,2269,0.010593639,0.001006267,0.002687182,0.002977381,3.390972895,2.013948464,1.835819754,-1.37702443,-1.555153141,-0.17812871,8.73463337059282e-06,0.005584984,TRUE,,,,,,,SPO2267,,,,0,,,
486,2033,0.017828294,0.008970455,0.009394493,0.01667364,0.992119802,0.926493608,0.099058401,-0.065626193,-0.893061401,-0.827435207,8.77238130355669e-06,0.005596499,TRUE,0,0.0001,,,,,SPO2031,K06207,,Predicted membrane GTPase TypA/BipA involved in stress response (TypA) (PDB:5A9V),1,SPO_RS10305,0,
487,308,0.010263012,0.00563885,0.004730811,0.007600115,0.861855242,1.115221702,0.432096827,0.25336646,-0.429758415,-0.683124875,8.78770491435749e-06,0.005608015,TRUE,0,0,0.001,,,,SPO0310,K03750,"Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor",Molybdopterin Mo-transferase (molybdopterin biosynthesis) (MoeA) (PDB:2NQU) (PUBMED:18801996;32239579),1,SPO_RS01585,0,
488,3292,0.002516891,0.007459302,0.003134131,0.006678238,-1.563434148,-0.314347455,-1.40815429,1.249086693,0.155279858,-1.093806835,8.82941393820576e-06,0.00561953,TRUE,0.0014,,0.0046,0.0006,,,SPO3296,K01897,"beta-Oxidation, acyl-CoA synthesis",Long-chain acyl-CoA synthetase (AMP-forming) (FAA1),1,SPO_RS16690,0,
489,2476,0.021481783,0.009657462,0.00992555,0.02125041,1.156510646,1.116601692,0.016422239,-0.039908953,-1.140088407,-1.100179454,8.86326611305414e-06,0.005631046,TRUE,,,,,,,SPO2479,K09705,,"Predicted sugar epimerase, cupin superfamily (CFF1) (PDB:1XE7) (PUBMED:15608122)",1,SPO_RS12590,0,
490,3072,0.092932781,0.038267009,0.127379222,0.088196183,1.279323047,-0.452949379,0.079045746,-1.732272426,-1.200277302,0.531995124,8.89188942693464e-06,0.005642561,TRUE,0.0003,0.0047,,0,,,SPO3076,K02275,"Cytochrome c oxidase, prokaryotes","Heme/copper-type cytochrome/quinol oxidase, subunit 2 (CyoA) (PDB:1CYW)",1,SPO_RS15585,3,"CYTOCHROME-C-OXIDASE-RXN, RXN-21237, RXN1YI0-22"
491,2125,0.01538245,0.0552822,0.026464931,0.020547146,-1.84729889,-0.773549971,-0.421496921,1.073748919,1.425801969,0.35205305,8.90452650000089e-06,0.005654076,TRUE,,,,,,,SPO2123,K07451,,5-methylcytosine-specific restriction endonuclease McrA (McrA),1,SPO_RS10765,0,
492,2710,0.011056304,0.005784589,0.004860725,0.007515514,0.93420908,1.185218587,0.561062871,0.251009508,-0.373146209,-0.624155717,8.95121107230196e-06,0.005665592,TRUE,,0.0194,,,,,SPO2714,K16922,,Multidrug efflux pump subunit AcrA (membrane-fusion protein) (AcrA) (PDB:1T5E),1,SPO_RS13765,0,
493,3552,0.00139373,0.003963664,0.002199056,0.002320593,-1.506798034,-0.650688415,-0.732809612,0.856109619,0.773988421,-0.082121198,8.9760780222137e-06,0.005677107,TRUE,0.0043,,,,,,SPO3553,K15461,,tRNA U34 5-methylaminomethyl-2-thiouridine-forming methyltransferase MnmC (MnmC) (PDB:3AWI),1,SPO_RS18000,0,
494,2456,0.176814607,0.08413988,0.092405958,0.133918965,1.080718415,0.935896344,0.400314186,-0.144822071,-0.680404229,-0.535582158,8.9815846715315e-06,0.005688623,TRUE,0,0,0.0017,,,,SPO2459,,,,1,SPO_RS12490,0,
495,198,0.002117365,0.000381578,0.000461102,0.00084657,2.482737657,2.22449802,1.331205898,-0.258239637,-1.151531759,-0.893292122,9.00711192224915e-06,0.005700138,TRUE,,,,,,,SPO0200,K02415,,Flagellar basal body-associated protein FliL (FliL),1,SPO_RS01020,0,
496,2773,0.054087306,0.029866015,0.072798714,0.058031481,0.858391419,-0.432327437,-0.106064107,-1.290718856,-0.964455526,0.32626333,9.04021244046425e-06,0.005711654,TRUE,,,,,,,SPO2778,,,,1,SPO_RS14110,0,
497,4156,0.000280003,0.000615194,0.000483236,0.000251607,-1.133908316,-0.786483499,0.168549618,0.347424817,1.302457934,0.955033117,9.3145090000413e-06,0.005723169,TRUE,,,,,,,SPOA0258,,,"ABC-type sugar transport system, ATPase component (MglA)",1,SPO_RS21125,0,
498,3446,0.022741861,0.008338235,0.013098619,0.012655788,1.449031804,0.798626689,0.852955761,-0.650405115,-0.596076043,0.054329072,9.35553435254964e-06,0.005734684,TRUE,0.0014,,,,,,SPO3449,K00496,,Fatty acid desaturase (DesA),1,SPO_RS17460,1,ALKANE-1-MONOOXYGENASE-RXN
499,1390,0.005407838,0.0026431,0.004056581,0.00837976,1.032963478,0.422218937,-0.628092689,-0.610744541,-1.661056167,-1.050311626,9.36748485826175e-06,0.0057462,TRUE,,,,,,,SPO1387,K16264,,Co/Zn/Cd efflux system component (CzcD),1,SPO_RS07080,0,
500,768,0.001645572,0.002781743,0.002702402,0.001229111,-0.760654175,-0.719381149,0.420019552,0.041273026,1.180673727,1.139400701,9.55667469441274e-06,0.005757715,TRUE,0.0003,0.0005,,,,,SPO0769,K07795,,"Tripartite-type tricarboxylate transporter, extracytoplasmic receptor component TctC (TctC) (PDB:2DVZ)",1,SPO_RS03880,0,
501,841,0.00859237,0.006479689,0.00382708,0.007049113,0.405968618,1.165697149,0.283876288,0.759728531,-0.12209233,-0.881820861,9.56203172372963e-06,0.005769231,TRUE,,,,,,,SPO0842,K16703,,Glycosyltransferase involved in cell wall bisynthesis (RfaB) (PDB:2IV7),1,SPO_RS04245,0,
502,190,0.004292522,0.001362642,0.001839565,0.001972684,1.659188515,1.221021282,1.117725807,-0.438167233,-0.541462708,-0.103295475,9.62920050031256e-06,0.005780746,TRUE,,,,,,,SPO0192,K02390,,Flagellar hook protein FlgE (FlgE) (PDB:3A69),1,SPO_RS00980,0,
503,3021,0.008755701,0.004348008,0.006370015,0.008920271,1.008646661,0.457000973,-0.029096053,-0.551645689,-1.037742714,-0.486097025,9.64628819547386e-06,0.005792262,TRUE,,,,,,,SPO3024,,,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)!!!Adenylate cyclase, class 3 (AcyC) (PDB:1AB8)",1,SPO_RS15330,0,
504,910,0.024016929,0.056882329,0.047249055,0.030784368,-1.249726718,-0.981349024,-0.36024425,0.268377695,0.889482468,0.621104774,9.67549503481137e-06,0.005803777,TRUE,,,,,,,SPO0910,,,"Uncharacterized conserved protein YbjN, helps stabilize unstable proteins (YbjN) (PUBMED:16701556)",1,SPO_RS04585,0,
505,2643,0.009219599,0.019417595,0.012567587,0.014390513,-1.075381268,-0.447784157,-0.639378082,0.627597112,0.436003187,-0.191593925,9.72864737832106e-06,0.005815292,TRUE,0,0.0087,0.0007,0.0001,,,SPO2648,,,"Predicted O-linked N-acetylglucosamine transferase, SPINDLY family (Spy) (PDB:2JLB)",1,SPO_RS13430,0,
506,3219,0.037886735,0.010887855,0.028881705,0.023785702,1.811253484,0.397964927,0.671689617,-1.413288557,-1.139563868,0.27372469,9.74214680990322e-06,0.005826808,TRUE,,,,,,,SPO3223,,,"DNA-binding response regulator, ActR/RegA family, consists of REC and Fis-type HTH domains (PDB:3RQI)",1,SPO_RS16325,0,
507,3881,0.005094144,0.001559489,0.002298347,0.003914178,1.708101096,1.164589503,0.383680477,-0.543511593,-1.32442062,-0.780909027,9.75341420722329e-06,0.005838323,TRUE,,,,,,,SPO3879,K25223,,"Predicted arabinose efflux permease AraJ, MFS family (AraJ) (PDB:4LDS)",1,SPO_RS19685,0,
508,147,0.046570383,0.021726664,0.019959683,0.029986036,1.095810214,1.220279515,0.631260209,0.124469302,-0.464550005,-0.589019306,9.7872050310989e-06,0.005849839,TRUE,0,0,0.0002,,,,SPO0149,K02313,,Chromosomal replication initiation ATPase DnaA (DnaA) (PDB:1L8Q),1,SPO_RS00765,0,
509,672,0.013812781,0.010750218,0.007840874,0.008881068,0.363167983,0.816473328,0.636912741,0.453305345,0.273744758,-0.179560587,9.79433476815257e-06,0.005861354,TRUE,0.0007,0,0,0.0005,,,SPO0673,K03851,,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (BioA) (PDB:1MLY),1,SPO_RS03400,0,
510,1023,0.016773639,0.006817878,0.006884542,0.012332948,1.297371054,1.294275366,0.442621955,-0.003095688,-0.854749099,-0.851653412,9.85778116400825e-06,0.00587287,TRUE,,,,,,,SPO1024,,,,1,SPO_RS05155,0,
511,542,0.006873677,0.004059871,0.004390318,0.004230879,0.762501453,0.647718556,0.701029055,-0.114782897,-0.061472398,0.053310499,9.90148493986922e-06,0.005884385,TRUE,0.0007,0.0015,0.0012,,,,SPO0540,,,Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase (Lpd) (PDB:6QKG),1,SPO_RS02725,0,
512,700,0.032833208,0.153523798,0.121888776,0.037329433,-2.217037065,-1.891517612,-0.182989855,0.325519452,2.03404721,1.708527758,9.93000223902332e-06,0.005895901,TRUE,0,0.0003,,0.0442,,,SPO0701,K00134,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase (GapA) (PDB:3ZDF),1,SPO_RS03540,1,GAPOXNPHOSPHN-RXN
513,2249,0.003873835,0.00176969,0.003018209,0.002419333,1.132103762,0.359162453,0.677541314,-0.772941309,-0.454562448,0.31837886,9.96201239338928e-06,0.005907416,TRUE,,0.0086,0.0042,,,,SPO2245,K18897,,Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG (UbiE) (PDB:4OBW),1,SPO_RS11390,0,
514,676,0.008745201,0.003426638,0.003399683,0.006373745,1.352135379,1.36164505,0.456817166,0.009509671,-0.895318214,-0.904827884,1.00268359388868e-05,0.005918931,TRUE,0,0,0.0032,,,,SPO0677,K00666,,O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming) (MenE/FadK) (PDB:5EY9) (PUBMED:25151136;27455459),1,SPO_RS03420,7,"R223-RXN, ACYLCOASYN-RXN, RXN-16380, RXN-7904, RXN-16393, RXN-9644, RXN-9623"
515,3502,0.015761073,0.00901636,0.010505149,0.009356628,0.805303911,0.585469819,0.754959126,-0.219834092,-0.050344785,0.169489307,1.00430207083457e-05,0.005930447,TRUE,0,0.0001,0,0.0428,,,SPO3503,,,,1,SPO_RS17745,0,
516,3348,0.005747108,0.006694738,0.007237762,0.004565992,-0.22120759,-0.334065246,0.332343695,-0.112857656,0.553551285,0.666408941,1.00466654084419e-05,0.005941962,TRUE,,,0.0498,,,,SPO3351,,,"Chalcone/flavanone-binding protein YndB, AHSA1/START/SRPBCC domain (YndB) (PDB:2KTE) (PUBMED:20818668)",1,SPO_RS16975,0,
517,3955,0.023456887,0.020241396,0.013438584,0.023518561,0.213829975,0.802641943,-0.004914462,0.588811968,-0.218744437,-0.807556405,1.00698826380786e-05,0.005953478,TRUE,0.0419,0.0001,,0.0006,,,SPOA0058,K02437,Photorespiration,Glycine cleavage system protein H (lipoate-binding) (GcvH) (PDB:1DXM),1,SPO_RS20065,4,"GCVMULTI-RXN, GCVP-RXN, GCVT-RXN, RXN-8629"
518,2290,0.056597542,0.040342756,0.040808019,0.07518599,0.493847483,0.474443429,-0.408882703,-0.019404054,-0.902730186,-0.883326132,1.01936326124932e-05,0.005964993,TRUE,0.0039,0.0046,0.0018,,,,SPO2288,K03545,,FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor) (Tig) (PDB:5OWI),1,SPO_RS11600,1,PEPTIDYLPROLYL-ISOMERASE-RXN
519,832,0.008278504,0.004246961,0.002580828,0.003264026,0.975801689,1.683960359,1.34595437,0.70815867,0.370152681,-0.338005989,1.02561705381872e-05,0.005976509,TRUE,0.0001,0,0,0.0095,,,SPO0833,K22515,,"NADH:ubiquinone oxidoreductase, NADH-binding 51 kD subunit (chain F) (NuoF) (PDB:2FUG)!!!NADH:ubiquinone oxidoreductase 24 kD subunit (chain E) (NuoE) (PDB:5XF9)",1,SPO_RS04200,0,
520,3693,0.013668676,0.009181108,0.007764823,0.008848837,0.575177567,0.816565856,0.629021141,0.241388289,0.053843574,-0.187544716,1.03637757987163e-05,0.005988024,TRUE,0,0,0,0.0238,,,SPO3692,K22270,,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases (UbiH) (PDB:1BF3),1,SPO_RS18730,3,"3-HYDROXYBENZOATE-6-MONOOXYGENASE-RXN, RXN-16950, RXN-16949"
521,1019,0.002623216,0.0012371,0.000729649,0.003613434,1.09065308,1.847451643,-0.45521426,0.756798563,-1.54586734,-2.302665903,1.03703155929115e-05,0.005999539,TRUE,,,,,,,SPO1020,K01997,,"Branched-chain amino acid ABC-type transport system, permease component (LivH)",1,SPO_RS05135,0,
522,842,0.00700942,0.003865766,0.004313752,0.005856278,0.857379418,0.700740634,0.258940503,-0.156638784,-0.598438915,-0.441800131,1.04100752809845e-05,0.006011055,TRUE,,0.0098,,,,,SPO0843,,,Glycosyltransferase involved in cell wall bisynthesis (WcaA) (PDB:5MLZ),1,SPO_RS04250,0,
523,3321,0.037791151,0.018356221,0.017572396,0.023015807,1.040575242,1.104363356,0.717649276,0.063788114,-0.322925966,-0.38671408,1.04456792364182e-05,0.00602257,TRUE,0,0,0.0001,,,,SPO3324,,,,1,SPO_RS16840,0,
524,3365,0.009042872,0.006033815,0.005147724,0.00568949,0.58480651,0.813703337,0.670963606,0.228896827,0.086157096,-0.142739731,1.05071084509527e-05,0.006034086,TRUE,0,0,0,0.0331,,,SPO3368,K00128,"GABA biosynthesis, eukaryotes, putrescine => GABA",Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S),1,SPO_RS17060,0,
525,199,0.006365304,0.001845272,0.003276966,0.002435588,1.785957401,0.956373218,1.392226942,-0.829584183,-0.393730459,0.435853724,1.06036248994536e-05,0.006045601,TRUE,,,,,,,SPO0201,,,,1,SPO_RS01025,0,
526,488,0.121263195,0.08252315,0.055875218,0.109738334,0.559322496,1.123686824,0.144151167,0.564364328,-0.415171328,-0.979535657,1.06660871988288e-05,0.006057117,TRUE,0.0005,0,,0.0024,,,SPO0488,K02878,,Ribosomal protein L16/L10AE (RplP) (PDB:1WKI),1,SPO_RS02460,0,
527,4314,0.001577503,0.00370656,0.002157,0.002004452,-1.237945797,-0.449698726,-0.349527463,0.788247071,0.888418334,0.100171262,1.07588038317602e-05,0.006068632,TRUE,0,0.0353,,0.0001,,,SPOA0418,,,Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme (IlvB) (PDB:1BFD),1,SPO_RS21945,0,
528,1329,0.055627335,0.040999589,0.026452268,0.043384662,0.439969957,1.075166311,0.360988226,0.635196354,-0.078981731,-0.714178085,1.09930574587857e-05,0.006080147,TRUE,0.0007,0,0.002,0.0004,,,SPO1329,K04088,,"Regulator of protease activity HflC, stomatin/prohibitin superfamily (HflC)",1,SPO_RS06775,0,
529,3154,0.004095517,0.01012128,0.006876671,0.005265285,-1.303878953,-0.74400285,-0.359168731,0.559876104,0.944710223,0.384834119,1.10002827733453e-05,0.006091663,TRUE,0,0.002,,0.0004,,,SPO3158,K14584,"Naphthalene degradation, naphthalene => salicylate",2-hydroxychromene-2-carboxylate isomerase (NahD),1,SPO_RS16000,1,RXNN-386
530,3791,0.00094596,0.000871558,0.001484043,0.000980139,0.112815941,-0.655439331,-0.055966926,-0.768255272,-0.168782867,0.599472405,1.11388590725899e-05,0.006103178,TRUE,,,,,,,SPO3789,K01607,,"Uncharacterized conserved protein YurZ, alkylhydroperoxidase/carboxymuconolactone decarboxylase family (YurZ) (PDB:3BEY)",1,SPO_RS19230,0,
