Rank,gene_callers_id,DSS3_ac_mean_abund,DSS3_glc_mean_abund,DSS3_late_mean_abund,DSS3_early_mean_abund,DSS3_ac_v_DSS3_glc_FOLD_CHANGE_rna,DSS3_ac_v_DSS3_late_FOLD_CHANGE_rna,DSS3_ac_v_DSS3_early_FOLD_CHANGE_rna,DSS3_glc_v_DSS3_late_FOLD_CHANGE_rna,DSS3_glc_v_DSS3_early_FOLD_CHANGE_rna,DSS3_late_v_DSS3_early_FOLD_CHANGE_rna,ANOVA p-value,BH_crit,BH_valid,DSS3_ac_v_DSS3_glc_Tukey_HSD_adjusted_p,DSS3_ac_v_DSS3_late_Tukey_HSD_adjusted_p,DSS3_ac_v_DSS3_early_Tukey_HSD_adjusted_p,DSS3_glc_v_DSS3_late_Tukey_HSD_adjusted_p,DSS3_glc_v_DSS3_early_Tukey_HSD_adjusted_p,DSS3_late_v_DSS3_early_Tukey_HSD_adjusted_p,SPO_ID (ACCESSION),KOfam (ACCESSION),KEGG_Module,COG20_FUNCTION,n_matches,frame_id,n_reactions,reaction_ids
1800,433,0.010088256,0.016816021,0.006223482,0.007558319,-0.72510332,0.693164065,0.415651105,1.418267386,1.140754425,-0.27751296,0.000633087,0.020727775,TRUE,0.0162,,,0.0006,,,SPO0433,K02004,,"Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component (YbbP)",1,SPO_RS02190,0,
1801,1320,0.024491419,0.021942262,0.018123044,0.020663197,0.158708109,0.434694808,0.247821622,0.275986699,0.089113512,-0.186873187,0.0006344,0.020739291,TRUE,,0.0005,0.0093,0.0051,,,SPO1320,,,"Midasin, AAA ATPase with  vWA domain, involved in ribosome maturation (MDN1) (PDB:6HYP)",1,SPO_RS06730,0,
1802,4053,0.000342942,0.000315004,0.000423745,0.000272904,0.124680549,-0.303861605,0.335424027,-0.428542154,0.210743478,0.639285632,0.000635495,0.020750806,TRUE,,,,,,,SPOA0153,,,,1,SPO_RS20605,0,
1803,1684,0.034265892,0.042100371,0.025058179,0.027155672,-0.31010625,0.438314395,0.3249223,0.748420645,0.63502855,-0.113392096,0.000638285,0.020762322,TRUE,,0.0377,,0.0007,,,SPO1683,,,"Fe-S cluster assembly scaffold protein IscU, NifU family (IscU) (PDB:1Q48)",1,SPO_RS08540,0,
1804,808,0.034937069,0.02212859,0.019275772,0.02131128,0.653758827,0.853449767,0.713391014,0.19969094,0.059632188,-0.140058753,0.000639295,0.020773837,TRUE,,0.0076,0.0125,,,,SPO0809,K09966,,"Uncharacterized conserved protein, DUF2237 family (PDB:2LQ3)",1,SPO_RS04080,0,
1805,871,0.003594068,0.003306341,0.004281875,0.002342718,0.123492201,-0.246605572,0.617532733,-0.370097773,0.494040532,0.864138305,0.00063967,0.020785352,TRUE,,,0.0012,,,,SPO0872,K16842,"Purine degradation, xanthine => urea","Peptidoglycan/xylan/chitin deacetylase, PgdA/NodB/CDA1 family (CDA1) (PDB:1NY1)!!!2-oxo-4-hydroxy-4-carboxy--5-ureidoimidazoline (OHCU) decarboxylase (uric acid degradation) (PucL) (PDB:2O70)",1,SPO_RS04395,1,ALLANTOINASE-RXN
1806,2983,0.029121145,0.022257656,0.01899879,0.024151213,0.38675861,0.615235158,0.272117373,0.228476547,-0.114641237,-0.343117785,0.000639788,0.020796868,TRUE,0.0045,0.0004,0.0245,,,,SPO2987,,,,1,SPO_RS15140,0,
1807,2235,0.078210051,0.045629245,0.047254324,0.045590363,0.770861055,0.720720788,0.774418525,-0.050140267,0.00355747,0.053697736,0.000641409,0.020808383,TRUE,0.0009,0.0013,0.0009,,,,SPO2231,,,"Cytoskeletal protein CcmA, bactofilin family (CcmA) (PDB:2N3D)",1,SPO_RS11315,0,
1808,451,0.016461079,0.011700771,0.01056767,0.008828355,0.485198054,0.634362559,0.891083097,0.149164505,0.405885043,0.256720538,0.000642002,0.020819899,TRUE,0.0253,0.0053,0.0014,,,,SPO0451,K07259,,D-alanyl-D-alanine carboxypeptidase (DacB) (PDB:1W5D),1,SPO_RS02280,2,"RXN-16649, RXN-16659"
1809,2675,0.02466619,0.029512115,0.029440285,0.039082398,-0.260762421,-0.259048428,-0.665407895,0.001713993,-0.404645474,-0.406359467,0.000642176,0.020831414,TRUE,,,0.0006,,,,SPO2679,,,NADP-dependent 3-hydroxy acid dehydrogenase YdfG (YdfG) (PDB:3P19),1,SPO_RS13590,0,
1810,3818,0.008162226,0.005680377,0.006760356,0.007648654,0.520661238,0.271856423,0.091217367,-0.248804815,-0.429443871,-0.180639056,0.000642553,0.02084293,TRUE,,,,,,,SPO3816,K07052,,"Membrane protease YdiL, CAAX protease family (YdiL)",1,SPO_RS19365,0,
1811,2852,0.01038262,0.005295155,0.007288625,0.010454367,0.972047368,0.513191368,-0.002409634,-0.458856,-0.974457003,-0.515601002,0.000644059,0.020854445,TRUE,,,,,,,SPO2856,,,,1,SPO_RS14500,0,
1812,2893,0.011066848,0.00617933,0.005642287,0.008082741,0.841633749,0.988344394,0.458610942,0.146710645,-0.383022807,-0.529733452,0.000644404,0.02086596,TRUE,,,,,,,SPO2897,K05563,,"Multisubunit Na+/H+ antiporter, MnhF subunit (MnhF) (PDB:6CFW)",1,SPO_RS14700,0,
1813,2738,0.014145267,0.00887702,0.009939447,0.015460495,0.667353659,0.504307159,-0.12756251,-0.1630465,-0.79491617,-0.631869669,0.000645584,0.020877476,TRUE,0.0067,0.0216,,,,,SPO2743,K06167,,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase (PhnP) (PDB:6B9V)",1,SPO_RS13935,0,
1814,2165,0.004018523,0.002424378,0.003759755,0.003658844,0.727896328,0.097797217,0.135246718,-0.630099111,-0.59264961,0.037449501,0.000646353,0.020888991,TRUE,,,,,,,SPO2163,K00799,,Glutathione S-transferase (GstA) (PDB:1A0F),1,SPO_RS10965,2,"RXN-19609, RXN-19611"
1815,435,0.010425411,0.008471086,0.006502997,0.006178164,0.293270154,0.676733539,0.751886498,0.383463385,0.458616344,0.075152959,0.000646857,0.020900507,TRUE,,,,,,,SPO0435,K10804,,Lysophospholipase L1 or related esterase. Includes spore coat protein LipC/YcsK (TesA) (PDB:1BWP),1,SPO_RS02200,4,"RXN-20739, ARYLESTERASE-RXN, RXN-20743, RXN-20738"
1816,2076,0.006799644,0.007257458,0.006677983,0.010148182,-0.090389302,0.028895332,-0.574841219,0.119284634,-0.484451917,-0.603736551,0.000647658,0.020912022,TRUE,,,0.0021,,,,SPO2074,K03723,,Transcription-repair coupling factor (superfamily II helicase) (Mfd) (PDB:2EYQ),1,SPO_RS10520,0,
1817,1146,0.001975398,0.002110753,0.001676097,0.001230204,-0.097655486,0.245592225,0.681386958,0.343247711,0.779042443,0.435794733,0.000648683,0.020923538,TRUE,,,,,,,SPO1145,K11690,,"TRAP-type C4-dicarboxylate transport system, large permease component (DctQ)",1,SPO_RS05810,0,
1818,3345,0.048256856,0.095187139,0.071670268,0.048899888,-0.998922379,-0.594419066,-0.039303432,0.404503313,0.959618947,0.555115634,0.000651931,0.020935053,TRUE,0.0015,,,0.0343,,,SPO3348,,,"Invasion protein IalB, involved in pathogenesis (IalB) (PDB:3DTD)",1,SPO_RS16960,0,
1819,1468,0.00385421,0.002651519,0.003342583,0.002436336,0.541795342,0.208854312,0.666544275,-0.33294103,0.124748933,0.457689963,0.000652338,0.020946568,TRUE,0.0024,,0.0009,0.0253,,,SPO1465,K21395,,"TRAP-type C4-dicarboxylate transport system, periplasmic component (DctP) (PDB:2CEX)",1,SPO_RS07465,1,TRANS-RXN2K2G-1
1820,4157,0.00500749,0.003382677,0.004717322,0.004353296,0.564639977,0.085233607,0.203082706,-0.479406371,-0.361557271,0.117849099,0.000652403,0.020958084,TRUE,,,,,,,SPOA0259,,,"DNA-binding transcriptional regulator, LacI/PurR family (PurR) (PDB:1BDH)",1,SPO_RS21130,0,
1821,4040,0.004501425,0.009507371,0.005387136,0.00862283,-1.076094353,-0.245113815,-0.933493778,0.830980538,0.142600575,-0.688379963,0.000652562,0.020969599,TRUE,0.0015,,0.0046,0.0024,,,SPOA0140,K00820,"UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc","Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains (GlmS) (PDB:2J6H)",1,SPO_RS20540,1,L-GLN-FRUCT-6-P-AMINOTRANS-RXN
1822,927,0.030147502,0.028545328,0.035730654,0.026970136,0.079121335,-0.244728757,0.160506048,-0.323850092,0.081384712,0.405234804,0.000652572,0.020981115,TRUE,,,,,,,SPO0927,,,,0,,,
1823,3344,0.047470597,0.076178854,0.063998929,0.044007198,-0.683841654,-0.433014421,0.112852809,0.250827233,0.796694463,0.54586723,0.000653801,0.02099263,TRUE,0.0028,0.0482,,,,,SPO3347,,,"Uncharacterized conserved protein YecT, DUF1311 family (YecT) (PDB:3GI7)",1,SPO_RS16955,0,
1824,2257,0.00364394,0.000743743,0.001320107,0.001289613,2.266788835,1.458588907,1.472426638,-0.808199928,-0.794362197,0.013837731,0.00066152,0.021004146,TRUE,,,,,,,SPO2253,,,"Uncharacterized conserved protein, DUF2460 domain",1,SPO_RS11430,0,
1825,1541,0.003789813,0.004790254,0.003597678,0.004372281,-0.339042446,0.076286281,-0.206727756,0.415328727,0.13231469,-0.283014037,0.000661621,0.021015661,TRUE,,,,,,,SPO1538,,,Exopolysaccharide export protein/domain GumC/Wzc1 (GumC) (PUBMED:15003255;23089617),1,SPO_RS07830,0,
1826,2184,0.003330196,0.002049715,0.002295519,0.002186037,0.69477405,0.533551901,0.602116438,-0.161222149,-0.092657611,0.068564538,0.000664015,0.021027176,TRUE,,,,,,,SPO2182,K02004,,"ABC-type antimicrobial peptide transport system, permease component (SalY)",1,SPO_RS11060,0,
1827,262,0.013007739,0.013851168,0.008140988,0.009952055,-0.095976752,0.683505971,0.380834012,0.779482724,0.476810764,-0.302671959,0.000665769,0.021038692,TRUE,,0.0038,0.0414,0.0008,,,SPO0264,,,Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases (CaiB) (PDB:1P5H),1,SPO_RS01345,0,
1828,2630,0.109602455,0.055254051,0.079385475,0.070122967,0.989047215,0.479876365,0.645794284,-0.50917085,-0.34325293,0.165917919,0.000667252,0.021050207,TRUE,0.0045,,0.0204,0.0419,,,SPO2635,K00390,"Assimilatory sulfate reduction, sulfate => H2S",3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme (CysD) (PDB:1ZUN),1,SPO_RS13365,2,"RXN-12019, 1.8.4.8-RXN"
1829,920,0.002871444,0.002106702,0.002745368,0.002536259,0.445878508,0.064120916,0.179634625,-0.381757591,-0.266243882,0.115513709,0.000672403,0.021061723,TRUE,0.0009,,,0.0014,,,SPO0920,,,Multidrug efflux pump subunit AcrA (membrane-fusion protein) (AcrA) (PDB:1T5E),1,SPO_RS04635,0,
1830,3374,0.013991522,0.025742434,0.014304416,0.010936575,-0.944726358,-0.096252655,0.294131936,0.848473703,1.238858294,0.390384591,0.000675812,0.021073238,TRUE,,,,,,,SPO3377,,,"Uncharacterized conserved protein, DUF1674 domain",1,SPO_RS17105,0,
1831,3333,0.009546925,0.004868578,0.004430655,0.00636441,0.968355402,1.101181895,0.585407019,0.132826493,-0.382948384,-0.515774876,0.000677917,0.021084754,TRUE,0.0011,0.0007,0.0104,,,,SPO3336,,,,1,SPO_RS16900,0,
1832,1789,0.006508171,0.003695275,0.004408691,0.004558099,0.81500338,0.567675812,0.5138906,-0.247327567,-0.301112779,-0.053785212,0.000678309,0.021096269,TRUE,,,,,,,SPO1787,K02050,,"ABC-type nitrate/sulfonate/bicarbonate transport system, permease component (TauC)",1,SPO_RS09090,0,
1833,275,0.012455799,0.007446037,0.007963988,0.010574277,0.741483715,0.646243763,0.240676563,-0.095239951,-0.500807151,-0.4055672,0.00067844,0.021107784,TRUE,0.001,0.0019,,,,,SPO0277,K18707,,tRNA A37 methylthiotransferase MiaB (MiaB) (PDB:4JC0) (PUBMED:17407324;20472640;20584901),1,SPO_RS01410,1,RXN-14531
1834,3642,0.001791103,0.002849381,0.001957809,0.001980377,-0.669449829,-0.124449795,-0.145002005,0.545000034,0.524447824,-0.02055221,0.000679881,0.0211193,TRUE,,,,,,,SPO3901,K09386,,Carbon monoxide dehydrogenase subunit CoxG (CoxG) (PDB:2NS9),1,SPO_RS18460,0,
1835,1663,0.03491701,0.026004103,0.039755999,0.032457327,0.431090551,-0.18623979,0.106914478,-0.617330341,-0.324176073,0.293154268,0.000679953,0.021130815,TRUE,0.0107,,,0.0004,,,SPO1662,K09903,"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP",Uridylate kinase (PyrH) (PDB:2BND),1,SPO_RS08445,1,RXN-12002
1836,3678,0.006020678,0.002233841,0.003921544,0.003947367,1.427729936,0.627773404,0.617701082,-0.799956533,-0.810028854,-0.010072322,0.000682392,0.021142331,TRUE,,,,,,,SPO3677,,,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)",1,SPO_RS18655,0,
1837,4177,0.000785991,0.00045724,0.000540642,0.000566392,0.780482523,0.539027226,0.469270109,-0.241455297,-0.311212414,-0.069757117,0.000683156,0.021153846,TRUE,,,,,,,SPOA0278,K11690,,"TRAP-type C4-dicarboxylate transport system, large permease component (DctQ)",1,SPO_RS21230,0,
1838,2060,0.004412146,0.004409241,0.00444044,0.002811821,-0.001244371,-0.009247372,0.650612424,-0.008003002,0.651856795,0.659859796,0.000685648,0.021165362,TRUE,,,0.012,,,,SPO2058,K10094,,"Uncharacterized protein, contains GH25 family domain",1,SPO_RS10440,0,
1839,39,0.023103858,0.018974436,0.032870918,0.023164678,0.280564919,-0.508192384,-0.005268234,-0.788757303,-0.285833153,0.502924149,0.000687641,0.021176877,TRUE,,,,,,,SPO0040,,,ABC-type polysaccharide/teichoic acid/polyol phosphate export permease (TagG) (PDB:6JBH),1,SPO_RS00200,0,
1840,1354,0.032134214,0.021180508,0.017527853,0.024263153,0.603781337,0.878965705,0.40243437,0.275184368,-0.201346967,-0.476531335,0.000688807,0.021188392,TRUE,,,,,,,SPO1353,K03498,,"Trk-type K+ transport system, membrane component (TrkG) (PDB:3PJZ)",1,SPO_RS06895,0,
1841,3205,0.010285202,0.01086225,0.008593008,0.008476313,-0.079714965,0.258762081,0.279929361,0.338477046,0.359644326,0.02116728,0.000692914,0.021199908,TRUE,,,,,,,SPO3209,K05834,,Threonine/homoserine/homoserine lactone efflux protein (RhtB),1,SPO_RS16255,0,
1842,3023,0.004950637,0.007800875,0.007335388,0.005302943,-0.654026624,-0.563655273,-0.098890271,0.090371351,0.555136354,0.464765003,0.000693002,0.021211423,TRUE,0.0031,0.019,,,,,SPO3026,K21407,,Sugar lactone lactonase YvrE (YvrE) (PDB:1E1A),1,SPO_RS15340,0,
1843,1348,0.013872161,0.038378542,0.018123427,0.01745296,-1.453847961,-0.383292345,-0.324325899,1.070555616,1.129522062,0.058966446,0.000693141,0.021222939,TRUE,0.0013,,,0.0021,,,SPO1348,K04755,,Ferredoxin (Fdx) (PDB:1KRH),1,SPO_RS06870,0,
1844,4184,0.004413908,0.004102786,0.002904188,0.002801888,0.109731342,0.606698082,0.654878527,0.49696674,0.545147185,0.048180445,0.000694716,0.021234454,TRUE,,0.0031,0.0021,0.006,,,SPOA0285,K08299,beta-Oxidation,Enoyl-CoA hydratase/carnithine racemase (CaiD) (PDB:1DCI),1,SPO_RS21265,1,CARNDETRU-RXN
1845,1635,0.020796014,0.027190279,0.023473355,0.019686808,-0.38594842,-0.173539598,0.080371096,0.212408821,0.466319515,0.253910694,0.000698232,0.02124597,TRUE,0.0032,,,0.0306,,,SPO1632,K04763,,Site-specific recombinase XerD (XerD) (PDB:1A0P),1,SPO_RS08300,0,
1846,3099,0.001321963,0.002188476,0.001099259,0.001834571,-0.736088739,0.281003014,-0.477256649,1.017091753,0.25883209,-0.758259663,0.00070039,0.021257485,TRUE,0.0052,,,0.0007,,,SPO3103,K01938,Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway),Formyltetrahydrofolate synthetase (MIS1) (PDB:1EG7),1,SPO_RS15725,1,FORMATETHFLIG-RXN
1847,2312,0.015559636,0.012395726,0.016738872,0.015425018,0.329898061,-0.10450686,0.013408856,-0.434404921,-0.316489204,0.117915717,0.000701729,0.021269,TRUE,0.0067,,,0.0005,,,SPO2310,K02517,"KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type",Palmitoleoyl-ACP: Kdo2-lipid-IV acyltransferase (lipid A biosynthesis) (LpxP) (PDB:5F2T) (PUBMED:11830595),1,SPO_RS11705,0,
1848,3987,0.026193695,0.012447491,0.031085559,0.019314784,1.076105396,-0.246312625,0.433762071,-1.322418021,-0.642343325,0.680074697,0.0007028,0.021280516,TRUE,,,,,,,SPOA0088,,,,1,SPO_RS22660,0,
1849,2286,0.027643869,0.044891576,0.027596085,0.025809727,-0.700893929,0.005748058,0.10631401,0.706641987,0.807207939,0.100565952,0.000705032,0.021292031,TRUE,0.0034,,,0.0017,,,SPO2284,,,Soluble lytic murein transglycosylase or regulatory protein s ( may contain LysM/invasin domain) (MltE) (PDB:153L),1,SPO_RS11580,1,RXN0-5190
1850,667,0.016366864,0.013017318,0.018781202,0.019105683,0.331862673,-0.200582553,-0.226167499,-0.532445226,-0.558030172,-0.025584946,0.000706238,0.021303547,TRUE,0.0414,,,0.0013,,,SPO0668,K02502,"Histidine biosynthesis, PRPP => histidine",ATP phosphoribosyltransferase regulatory subunit HisZ (HisZ) (PDB:3OD1) (PUBMED:9767141),1,SPO_RS03375,1,ATPPHOSPHORIBOSYLTRANS-RXN
1851,2592,0.008189444,0.0078415,0.005971965,0.006292198,0.061093143,0.454842285,0.378559825,0.393749142,0.317466682,-0.07628246,0.000706296,0.021315062,TRUE,,0.0019,0.0047,0.0027,,,SPO2597,K23980,,Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase (ArgE) (PDB:1CG2),1,SPO_RS13175,0,
1852,2625,0.016956978,0.013050426,0.015082069,0.012393937,0.379940395,0.170970619,0.452279999,-0.208969776,0.072339604,0.28130938,0.000706499,0.021326578,TRUE,,,,,,,SPO2630,K10125,,Signal transduction histidine kinase regulating C4-dicarboxylate transport system (PDB:4GCZ),1,SPO_RS13340,0,
1853,2264,0.020313956,0.000546588,0.002314101,0.004186272,5.175497748,3.080424341,2.243878116,-2.095073407,-2.931619631,-0.836546225,0.000707237,0.021338093,TRUE,,,,,,,SPO2261,,,Predicted phage phi-C31 gp36 major capsid-like protein (gp36),1,SPO_RS11470,0,
1854,1076,0.015365143,0.009258723,0.011811828,0.011056398,0.727570324,0.376547617,0.470284952,-0.351022707,-0.257285372,0.093737335,0.000708312,0.021349608,TRUE,0.0009,0.0352,0.0056,0.0345,,,SPO1076,,,Di- and tricarboxylate antiporter (CitT) (PDB:4F35)!!!Na+/H+ antiporter NhaD or related arsenite permease (ArsB),1,SPO_RS05460,0,
1855,1073,0.000885339,0.001205517,0.000924739,0.000794983,-0.444489601,-0.060954287,0.158072825,0.383535314,0.602562425,0.219027111,0.00070913,0.021361124,TRUE,0.0402,,,0.0263,,,SPO1073,K07795,,"Tripartite-type tricarboxylate transporter, extracytoplasmic receptor component TctC (TctC) (PDB:2DVZ)",1,SPO_RS05445,0,
1856,1216,0.001349511,0.000675484,0.001126718,0.001254642,1.010286307,0.25886621,0.110237961,-0.751420096,-0.900048345,-0.148628249,0.000711323,0.021372639,TRUE,,,,,,,SPO1216,,,,1,SPO_RS06170,0,
1857,2055,0.013794105,0.010567009,0.011764903,0.01113487,0.384833653,0.231003632,0.308927116,-0.15383002,-0.075906536,0.077923484,0.000711917,0.021384155,TRUE,0.0005,0.0083,0.0018,,,,SPO2053,K01299,,"Zn-dependent carboxypeptidase, M32 family (YpwA) (PDB:1K9X)",1,SPO_RS10415,0,
1858,691,0.005899367,0.002523848,0.005230244,0.003959201,1.23326089,0.188526431,0.576161157,-1.044734459,-0.657099733,0.387634727,0.000717192,0.02139567,TRUE,,,,,,,SPO0692,,,Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA) (SufI) (PDB:2YXV),1,SPO_RS03495,0,
1859,1515,0.006113844,0.007117339,0.002498791,0.012584808,-0.18630624,1.284389483,-1.044937303,1.470695723,-0.858631062,-2.329326786,0.000717629,0.021407186,TRUE,,,,,,,SPO1512,,,,1,SPO_RS07695,0,
1860,73,0.007409707,0.006981725,0.006024041,0.008626493,0.084265943,0.298484446,-0.220002507,0.214218503,-0.30426845,-0.518486953,0.00071834,0.021418701,TRUE,,0.0298,,,,,SPO0073,K01772,"Heme biosynthesis, animals and fungi, glycine => heme",Protoheme ferro-lyase (ferrochelatase) (HemH) (PDB:1AK1),1,SPO_RS00370,1,PROTOHEMEFERROCHELAT-RXN
1861,748,0.000435604,0.000604461,0.00066945,0.000434567,-0.469023914,-0.616517063,0.004894004,-0.147493149,0.473917918,0.621411067,0.000720154,0.021430216,TRUE,,,,,,,SPO0749,,,,1,SPO_RS03780,0,
1862,1197,0.017937544,0.019637118,0.016370896,0.023250583,-0.131343411,0.134928781,-0.375432312,0.266272192,-0.244088901,-0.510361093,0.000720186,0.021441732,TRUE,,,,,,,SPO1197,,,"Serine transporter YbeC, amino acid:H+ symporter family (PotE) (PDB:3LRB)",1,SPO_RS06065,0,
1863,1041,0.000748757,0.000365531,0.000595154,0.000441996,1.025562605,0.32634212,0.753531501,-0.699220485,-0.272031104,0.427189381,0.000720972,0.021453247,TRUE,,,,,,,SPO1042,,,,1,SPO_RS05250,0,
1864,3087,0.009700242,0.010642115,0.008487635,0.01174487,-0.132505035,0.193759332,-0.275079664,0.326264367,-0.142574629,-0.468838996,0.000720979,0.021464763,TRUE,,,,,,,SPO3091,K12510,,Flp pilus assembly protein TadB (TadB),1,SPO_RS15665,0,
1865,3049,0.035921091,0.061648239,0.050552452,0.036166227,-0.803570929,-0.517692274,-0.030321508,0.285878655,0.773249422,0.487370767,0.000722572,0.021476278,TRUE,,,,,,,SPO3052,,,"Uncharacterized conserved protein, DUF1178 domain",1,SPO_RS15465,0,
1866,1519,0.003501109,0.010036581,0.001744076,0.012131638,-1.497228467,1.027845884,-1.787842671,2.525074351,-0.290614204,-2.815688555,0.00072261,0.021487794,TRUE,,,,,,,SPO1516,,,"ABC-type amino acid transport/signal transduction system, periplasmic component/domain (HisJ) (PDB:1GGG)",1,SPO_RS07715,0,
1867,3605,0.009694529,0.009940059,0.012328633,0.014510185,-0.03823936,-0.352011856,-0.586917058,-0.313772495,-0.548677698,-0.234905203,0.000724324,0.021499309,TRUE,,0.0384,0.0015,0.0361,,,SPO3606,K19802,,L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily (RspA) (PDB:1BKH),1,SPO_RS18270,0,
1868,3858,0.013848769,0.016633833,0.020952419,0.012826831,-0.26380416,-0.595045902,0.113216853,-0.331241742,0.377021013,0.708262755,0.000727554,0.021510825,TRUE,,,,,,,SPO3856,K09780,,"YciI superfamily enzyme, includes 5-CHQ dehydrochlorinase, contains active-site pHis (YciI) (PDB:1MWQ) (PUBMED:15779043;23955343)",1,SPO_RS19570,0,
1869,1662,0.002513289,0.003851051,0.004283695,0.003076571,-0.619325538,-0.771670814,-0.296102291,-0.152345276,0.323223247,0.475568523,0.000730623,0.02152234,TRUE,0.0054,0.0013,,,,,SPO1661,K00791,,tRNA A37 N6-isopentenylltransferase MiaA (MiaA) (PDB:2ZM5),1,SPO_RS08440,1,RXN0-6274
1870,1625,0.008082223,0.005942066,0.009948705,0.006351982,0.439486362,-0.299511723,0.345272136,-0.738998085,-0.094214226,0.644783859,0.000732084,0.021533855,TRUE,0.0454,,,0.0009,,,SPO1622,,,Cytochrome P450 (CypX) (PDB:3A4Z),1,SPO_RS08250,0,
1871,1228,0.01448711,0.008199694,0.009519512,0.010089327,0.824541771,0.606365225,0.520363667,-0.218176546,-0.304178104,-0.086001558,0.000734296,0.021545371,TRUE,,,,,,,SPO1227,,,,1,SPO_RS06235,0,
1872,1513,0.003750091,0.002316115,0.001920454,0.005466631,0.737754121,0.969245652,-0.535313534,0.231491531,-1.273067655,-1.504559186,0.000734732,0.021556886,TRUE,,,,,,,SPO1510,,,"ABC-type multidrug transport system, permease component (YadH)",1,SPO_RS07685,0,
1873,113,0.015456386,0.013491629,0.005545682,0.008407668,0.217667748,1.48032695,0.88047122,1.262659201,0.662803472,-0.59985573,0.000737849,0.021568402,TRUE,,0.0071,0.0093,,,,SPO0113,K00208,"Fatty acid biosynthesis, elongation",Enoyl-[acyl-carrier-protein] reductase FabI (FabI) (PDB:1C14),1,SPO_RS00565,25,"ENOYL-ACP-REDUCT-NADH-RXN, RXN-9662, RXN-10657, RXN-9659, RXN-16620, RXN-10661, RXN-22024, RXN-9663, RXN-9660, RXN-16624, RXN0-2145, RXN-9657, RXN-16628, RXN-9661, RXN-9658, RXN-16632, RXN-9526, RXN-9538, RXN-9530, RXN-9521, RXN-22455, RXN-9542, RXN-9515, RXN-9534, ENOYL-ACP-REDUCT-NADPH-RXN"
1874,494,0.221596527,0.091563418,0.147701329,0.238768996,1.27589306,0.58609232,-0.103468359,-0.68980074,-1.379361419,-0.689560679,0.000737981,0.021579917,TRUE,0.0033,,,,,,SPO0493,K02904,,Ribosomal protein L29 (RpmC) (PDB:1VS6),1,SPO_RS02490,0,
1875,1324,0.002397621,0.001865818,0.00101017,0.002742336,0.367779732,1.257847516,-0.183010896,0.890067783,-0.550790628,-1.440858412,0.000741491,0.021591433,TRUE,,,,,,,SPO1324,K00799,,Glutathione S-transferase (GstA) (PDB:1A0F),1,SPO_RS06750,0,
1876,3764,0.011029714,0.01279381,0.016846364,0.022290215,-0.212896466,-0.60591252,-1.010405914,-0.393016054,-0.797509447,-0.404493394,0.000741814,0.021602948,TRUE,,0.0372,0.001,,,,SPO3762,K01091,,"Beta-phosphoglucomutase, HAD superfamily (YcjU) (PDB:3E58) (PUBMED:29684280)",1,SPO_RS19095,0,
1877,146,0.175970883,0.321294246,0.154598638,0.263124696,-0.862935034,0.189909583,-0.573650239,1.052844617,0.289284795,-0.763559822,0.000743742,0.021614463,TRUE,0.0037,,0.0489,0.0008,,,SPO0148,K02968,,Ribosomal protein S20 (RpsT) (PDB:4V4H),1,SPO_RS00760,0,
1878,884,0.0234737,0.036707783,0.029476856,0.022629577,-0.647316844,-0.326233762,0.054093467,0.321083082,0.701410311,0.380327229,0.000743895,0.021625979,TRUE,,,,,,,SPO0884,K08970,,"ABC-type nickel/cobalt efflux system, permease component RcnA (RcnA)",1,SPO_RS04455,0,
1879,2275,0.016425808,0.040076109,0.026955344,0.022301437,-1.327803008,-0.755976138,-0.487983819,0.57182687,0.839819189,0.267992319,0.000748141,0.021637494,TRUE,0.0008,,,0.0121,,,SPO2273,K03790,,"Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)",1,SPO_RS11525,0,
1880,1183,0.013692077,0.020646217,0.013756226,0.015972629,-0.59533403,-0.012049292,-0.226118552,0.583284738,0.369215478,-0.21406926,0.000749856,0.02164901,TRUE,0.0017,,,0.0009,,,SPO1183,K01929,,UDP-N-acetylmuramyl pentapeptide synthase (MurF) (PDB:4CVK),1,SPO_RS05995,3,"UDP-NACMURALGLDAPAALIG-RXN, 6.3.2.10-RXN, RXN-22608"
1881,3828,0.103897885,0.097888554,0.104765033,0.125112332,0.086222293,-0.010260232,-0.268018342,-0.096482525,-0.354240635,-0.257758109,0.000749922,0.021660525,TRUE,,,0.0055,,,,SPO3826,K02946,,Ribosomal protein S10 (RpsJ) (PDB:4V4H),1,SPO_RS19415,0,
